Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	2458345	2416222	42123	11089	1644	1644	31034	0.0126	0.0045	0.0130	0.0042	0.0007
1	2458345	2405119	53226	22154	2645	1001	31072	0.0126	0.0090	0.0132	0.0085	0.0004
2	2458345	2400240	58105	21947	2276	1275	36158	0.0147	0.0089	0.0152	0.0085	0.0005
3	2458345	2409477	48868	20933	2003	728	27935	0.0114	0.0085	0.0118	0.0081	0.0003
4	2458345	2409897	48448	20327	1374	646	28121	0.0114	0.0083	0.0117	0.0080	0.0003
5	2458345	2412066	46279	20487	1369	723	25792	0.0105	0.0083	0.0108	0.0081	0.0003
6	2458345	2408280	50065	20237	1250	527	29828	0.0121	0.0082	0.0124	0.0080	0.0002
7	2458345	2418804	39541	19799	927	400	19742	0.0080	0.0081	0.0082	0.0079	0.0002
8	2458345	2416723	41622	19807	980	580	21815	0.0089	0.0081	0.0091	0.0079	0.0002
9	2458345	2406827	51518	20114	1197	617	31404	0.0128	0.0082	0.0130	0.0079	0.0003
10	2458345	2408165	50180	20327	1470	853	29853	0.0121	0.0083	0.0124	0.0080	0.0003
11	2458345	2391179	67166	19386	1508	655	47780	0.0194	0.0079	0.0197	0.0076	0.0003
12	2458345	2417588	40757	18085	1045	390	22672	0.0092	0.0074	0.0094	0.0071	0.0002
13	2458345	2416333	42012	18240	868	478	23772	0.0097	0.0074	0.0098	0.0072	0.0002
14	2458345	2412895	45450	18450	1013	535	27000	0.0110	0.0075	0.0112	0.0073	0.0002
15	2458345	2403637	54708	18825	1316	781	35883	0.0146	0.0077	0.0149	0.0074	0.0003
16	2458345	2396427	61918	19120	1470	689	42798	0.0174	0.0078	0.0177	0.0075	0.0003
17	2458345	2406738	51607	18489	1299	610	33118	0.0135	0.0075	0.0137	0.0073	0.0002
18	2458345	2405307	53038	18563	1278	668	34475	0.0140	0.0076	0.0143	0.0073	0.0003
19	2458345	2399380	58965	18981	1575	907	39984	0.0163	0.0077	0.0166	0.0074	0.0004
20	2458345	2386814	71531	19051	2273	1366	52480	0.0213	0.0077	0.0218	0.0073	0.0006
21	2458345	2376025	82320	19382	2656	1290	62938	0.0256	0.0079	0.0261	0.0073	0.0005
22	2458345	2383810	74535	19363	2593	1303	55172	0.0224	0.0079	0.0230	0.0073	0.0005
23	2458345	2383776	74569	19429	2673	1370	55140	0.0224	0.0079	0.0230	0.0074	0.0006
24	2458345	2373084	85261	20670	3406	2036	64591	0.0263	0.0084	0.0270	0.0077	0.0008
25	2458345	2349429	108916	22593	5187	3151	86323	0.0351	0.0092	0.0362	0.0081	0.0013
26	2458345	2338976	119369	23678	6740	3589	95691	0.0389	0.0096	0.0403	0.0083	0.0015
27	2458345	2324222	134123	23822	7840	4251	110301	0.0449	0.0097	0.0465	0.0081	0.0017
28	2458345	2328179	130166	24499	8921	4670	105667	0.0430	0.0100	0.0448	0.0082	0.0019
29	2458345	2306745	151600	26742	11218	6548	124858	0.0508	0.0109	0.0531	0.0086	0.0027
30	2458345	2276023	182322	29592	15471	8923	152730	0.0621	0.0120	0.0653	0.0089	0.0036
31	2458345	2268741	189604	31216	19769	10846	158388	0.0644	0.0127	0.0684	0.0087	0.0044
32	2458345	2200963	257382	34396	26395	15549	222986	0.0907	0.0140	0.0961	0.0086	0.0063
33	2458345	2214908	243437	40667	33689	18140	202770	0.0825	0.0165	0.0893	0.0097	0.0074
34	2458345	2201415	256930	22058	18140	0	234872	0.0955	0.0090	0.0992	0.0053	0.0000
