Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	739043	727079	11964	3397	482	482	8567	0.0116	0.0046	0.0119	0.0043	0.0007
1	739043	723078	15965	7007	754	272	8958	0.0121	0.0095	0.0126	0.0090	0.0004
2	739043	721153	17890	7043	645	373	10847	0.0147	0.0095	0.0151	0.0091	0.0005
3	739043	724287	14756	6607	578	205	8149	0.0110	0.0089	0.0114	0.0085	0.0003
4	739043	724581	14462	6308	392	187	8154	0.0110	0.0085	0.0113	0.0083	0.0003
5	739043	724965	14078	6350	384	197	7728	0.0105	0.0086	0.0107	0.0083	0.0003
6	739043	724062	14981	6288	335	138	8693	0.0118	0.0085	0.0120	0.0083	0.0002
7	739043	726466	12577	6238	278	140	6339	0.0086	0.0084	0.0088	0.0083	0.0002
8	739043	725814	13229	6404	317	177	6825	0.0092	0.0087	0.0094	0.0085	0.0002
9	739043	723452	15591	6324	364	187	9267	0.0125	0.0086	0.0128	0.0083	0.0003
10	739043	723742	15301	6256	451	264	9045	0.0122	0.0085	0.0125	0.0082	0.0004
11	739043	719128	19915	6027	448	184	13888	0.0188	0.0082	0.0191	0.0079	0.0002
12	739043	726160	12883	5559	325	141	7324	0.0099	0.0075	0.0101	0.0073	0.0002
13	739043	726034	13009	5546	274	133	7463	0.0101	0.0075	0.0103	0.0073	0.0002
14	739043	725113	13930	5594	307	174	8336	0.0113	0.0076	0.0115	0.0074	0.0002
15	739043	722294	16749	5723	413	239	11026	0.0149	0.0077	0.0152	0.0075	0.0003
16	739043	720708	18335	5865	446	207	12470	0.0169	0.0079	0.0172	0.0076	0.0003
17	739043	722591	16452	5606	404	197	10846	0.0147	0.0076	0.0149	0.0073	0.0003
18	739043	722437	16606	5588	433	236	11018	0.0149	0.0076	0.0152	0.0073	0.0003
19	739043	721055	17988	5845	507	271	12143	0.0164	0.0079	0.0168	0.0076	0.0004
20	739043	717054	21989	5963	666	395	16026	0.0217	0.0081	0.0221	0.0076	0.0005
21	739043	714754	24289	6117	812	417	18172	0.0246	0.0083	0.0251	0.0077	0.0006
22	739043	714845	24198	6236	847	430	17962	0.0243	0.0084	0.0249	0.0079	0.0006
23	739043	715142	23901	6255	858	428	17646	0.0239	0.0085	0.0245	0.0079	0.0006
24	739043	712469	26574	6420	1098	670	20154	0.0273	0.0087	0.0280	0.0079	0.0009
25	739043	705634	33409	6708	1606	936	26701	0.0361	0.0091	0.0372	0.0080	0.0013
26	739043	704135	34908	7103	2025	1089	27805	0.0376	0.0096	0.0390	0.0082	0.0015
27	739043	695017	44026	7507	2651	1562	36519	0.0494	0.0102	0.0512	0.0084	0.0021
28	739043	697054	41989	7762	3073	1511	34227	0.0463	0.0105	0.0484	0.0084	0.0020
29	739043	691894	47149	8336	3586	2075	38813	0.0525	0.0113	0.0549	0.0089	0.0028
30	739043	682160	56883	9295	4815	2740	47588	0.0644	0.0126	0.0676	0.0093	0.0037
31	739043	681999	57044	9900	6190	3450	47144	0.0638	0.0134	0.0680	0.0092	0.0047
32	739043	654619	84424	11080	8850	5400	73344	0.0992	0.0150	0.1052	0.0090	0.0073
33	739043	660365	78678	12935	11431	6031	65743	0.0890	0.0175	0.0967	0.0098	0.0082
34	739043	658826	80217	6870	6031	0	73347	0.0992	0.0093	0.1033	0.0052	0.0000
