Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	1746934	1718287	28647	7270	1189	1189	21377	0.0122	0.0042	0.0126	0.0038	0.0007
1	1746934	1710540	36394	14168	1893	704	22226	0.0127	0.0081	0.0133	0.0076	0.0004
2	1746934	1707607	39327	13769	1604	900	25558	0.0146	0.0079	0.0151	0.0074	0.0005
3	1746934	1714233	32701	13292	1430	530	19409	0.0111	0.0076	0.0115	0.0072	0.0003
4	1746934	1715013	31921	12682	966	436	19239	0.0110	0.0073	0.0113	0.0070	0.0002
5	1746934	1716230	30704	12658	920	484	18046	0.0103	0.0072	0.0106	0.0070	0.0003
6	1746934	1712863	34071	12903	827	343	21168	0.0121	0.0074	0.0124	0.0071	0.0002
7	1746934	1720384	26550	12593	647	304	13957	0.0080	0.0072	0.0082	0.0070	0.0002
8	1746934	1719079	27855	12408	721	417	15447	0.0088	0.0071	0.0090	0.0069	0.0002
9	1746934	1712588	34346	12627	829	412	21719	0.0124	0.0072	0.0127	0.0070	0.0002
10	1746934	1713373	33561	12509	1028	616	21052	0.0121	0.0072	0.0123	0.0069	0.0004
11	1746934	1701894	45040	12064	1046	430	32976	0.0189	0.0069	0.0192	0.0066	0.0002
12	1746934	1719051	27883	11459	755	325	16424	0.0094	0.0066	0.0096	0.0063	0.0002
13	1746934	1718414	28520	11419	652	327	17101	0.0098	0.0065	0.0100	0.0063	0.0002
14	1746934	1716681	30253	11357	709	382	18896	0.0108	0.0065	0.0110	0.0063	0.0002
15	1746934	1710428	36506	11237	951	569	25269	0.0145	0.0064	0.0147	0.0062	0.0003
16	1746934	1705738	41196	11618	1051	482	29578	0.0169	0.0067	0.0172	0.0063	0.0003
17	1746934	1711539	35395	11516	925	443	23879	0.0137	0.0066	0.0139	0.0063	0.0003
18	1746934	1710958	35976	11463	940	497	24513	0.0140	0.0066	0.0143	0.0063	0.0003
19	1746934	1707049	39885	11838	1142	645	28047	0.0161	0.0068	0.0164	0.0064	0.0004
20	1746934	1697869	49065	11974	1560	915	37091	0.0212	0.0069	0.0217	0.0064	0.0005
21	1746934	1691028	55906	12232	1827	912	43674	0.0250	0.0070	0.0255	0.0065	0.0005
22	1746934	1694659	52275	12463	1866	954	39812	0.0228	0.0071	0.0233	0.0066	0.0005
23	1746934	1695166	51768	12482	1968	1014	39286	0.0225	0.0071	0.0231	0.0066	0.0006
24	1746934	1688209	58725	13168	2434	1420	45557	0.0261	0.0075	0.0268	0.0068	0.0008
25	1746934	1671040	75894	14276	3626	2206	61618	0.0353	0.0082	0.0363	0.0071	0.0013
26	1746934	1665208	81726	14869	4668	2462	66857	0.0383	0.0085	0.0396	0.0072	0.0014
27	1746934	1652373	94561	15370	5546	3084	79191	0.0453	0.0088	0.0469	0.0072	0.0018
28	1746934	1654403	92531	15965	6463	3379	76566	0.0438	0.0091	0.0457	0.0073	0.0019
29	1746934	1640787	106147	17387	8026	4647	88760	0.0508	0.0100	0.0531	0.0077	0.0027
30	1746934	1619060	127874	19304	10781	6134	108570	0.0621	0.0111	0.0652	0.0080	0.0035
31	1746934	1615358	131576	20623	13900	7766	110953	0.0635	0.0118	0.0675	0.0078	0.0044
32	1746934	1561832	185102	23246	19246	11480	161856	0.0927	0.0133	0.0982	0.0078	0.0066
33	1746934	1573739	173195	27520	24646	13166	145675	0.0834	0.0158	0.0904	0.0087	0.0075
34	1746934	1565193	181741	14875	13166	0	166866	0.0955	0.0085	0.0993	0.0047	0.0000
