Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	11845535	11638547	206988	51338	8305	8305	155650	0.0131	0.0043	0.0135	0.0040	0.0007
1	11845535	11587101	258434	104137	13396	5091	154297	0.0130	0.0088	0.0136	0.0082	0.0004
2	11845535	11564241	281294	104060	11239	6148	177234	0.0150	0.0088	0.0154	0.0083	0.0005
3	11845535	11609036	236499	100116	9888	3740	136383	0.0115	0.0085	0.0119	0.0080	0.0003
4	11845535	11605726	239809	98352	6908	3168	141457	0.0119	0.0083	0.0122	0.0080	0.0003
5	11845535	11621114	224421	98361	6518	3350	126060	0.0106	0.0083	0.0109	0.0080	0.0003
6	11845535	11599782	245753	96883	5820	2470	148870	0.0126	0.0082	0.0128	0.0079	0.0002
7	11845535	11656049	189486	94268	4488	2018	95218	0.0080	0.0080	0.0082	0.0078	0.0002
8	11845535	11648053	197482	93563	4658	2640	103919	0.0088	0.0079	0.0090	0.0077	0.0002
9	11845535	11597141	248394	94498	5538	2898	153896	0.0130	0.0080	0.0132	0.0077	0.0002
10	11845535	11605341	240194	94933	7026	4128	145261	0.0123	0.0080	0.0126	0.0077	0.0003
11	11845535	11519813	325722	91450	7087	2959	234272	0.0198	0.0077	0.0201	0.0074	0.0002
12	11845535	11652003	193532	86444	5009	2050	107088	0.0090	0.0073	0.0093	0.0071	0.0002
13	11845535	11644613	200922	87141	4164	2114	113781	0.0096	0.0074	0.0098	0.0072	0.0002
14	11845535	11628205	217330	86463	4763	2649	130867	0.0110	0.0073	0.0112	0.0071	0.0002
15	11845535	11582453	263082	87139	6445	3796	175943	0.0149	0.0074	0.0151	0.0071	0.0003
16	11845535	11541888	303647	89878	7060	3264	213769	0.0180	0.0076	0.0183	0.0073	0.0003
17	11845535	11601090	244445	87704	6264	3000	156741	0.0132	0.0074	0.0135	0.0071	0.0003
18	11845535	11596169	249366	87870	6217	3217	161496	0.0136	0.0074	0.0139	0.0072	0.0003
19	11845535	11561945	283590	90109	7595	4378	193481	0.0163	0.0076	0.0167	0.0073	0.0004
20	11845535	11500810	344725	91270	10838	6460	253455	0.0214	0.0077	0.0219	0.0072	0.0005
21	11845535	11441666	403869	92623	12608	6148	311246	0.0263	0.0078	0.0268	0.0073	0.0005
22	11845535	11496805	348730	92674	11996	5848	256056	0.0216	0.0078	0.0221	0.0073	0.0005
23	11845535	11491806	353729	92146	12404	6556	261583	0.0221	0.0078	0.0226	0.0073	0.0006
24	11845535	11435382	410153	97376	16152	9596	312777	0.0264	0.0082	0.0271	0.0075	0.0008
25	11845535	11320443	525092	107112	24547	14951	417980	0.0353	0.0090	0.0363	0.0080	0.0013
26	11845535	11260398	585137	111943	31554	16603	473194	0.0399	0.0095	0.0413	0.0081	0.0014
27	11845535	11222790	622745	112296	35963	19360	510449	0.0431	0.0095	0.0446	0.0080	0.0016
28	11845535	11229979	615556	115630	41504	22144	499926	0.0422	0.0098	0.0440	0.0080	0.0019
29	11845535	11113834	731701	127459	53449	31305	604242	0.0510	0.0108	0.0533	0.0085	0.0026
30	11845535	10962010	883525	143816	74614	43309	739709	0.0624	0.0121	0.0656	0.0090	0.0037
31	11845535	10912150	933385	152134	95203	51894	781251	0.0660	0.0128	0.0700	0.0088	0.0044
32	11845535	10639155	1206380	164109	122736	70842	1042271	0.0880	0.0139	0.0932	0.0087	0.0060
33	11845535	10697540	1147995	192636	157307	86465	955359	0.0807	0.0163	0.0873	0.0096	0.0073
34	11845535	10606080	1239455	104727	86465	0	1134728	0.0958	0.0088	0.0994	0.0052	0.0000
