Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	14789343	14530386	258957	63111	10510	10510	195846	0.0132	0.0043	0.0136	0.0039	0.0007
1	14789343	14469359	319984	127030	17014	6504	192954	0.0130	0.0086	0.0136	0.0080	0.0004
2	14789343	14441826	347517	127138	14140	7636	220379	0.0149	0.0086	0.0154	0.0081	0.0005
3	14789343	14495749	293594	123297	12292	4656	170297	0.0115	0.0083	0.0119	0.0079	0.0003
4	14789343	14492756	296587	119941	8661	4005	176646	0.0119	0.0081	0.0122	0.0078	0.0003
5	14789343	14511833	277510	119533	8146	4141	157977	0.0107	0.0081	0.0110	0.0078	0.0003
6	14789343	14484019	305324	118373	7268	3127	186951	0.0126	0.0080	0.0129	0.0078	0.0002
7	14789343	14555434	233909	114903	5723	2596	119006	0.0080	0.0078	0.0082	0.0076	0.0002
8	14789343	14545296	244047	114270	5946	3350	129777	0.0088	0.0077	0.0090	0.0075	0.0002
9	14789343	14481430	307913	115770	6942	3592	192143	0.0130	0.0078	0.0132	0.0076	0.0002
10	14789343	14491559	297784	116332	8884	5292	181452	0.0123	0.0079	0.0126	0.0076	0.0004
11	14789343	14384644	404699	111867	9030	3738	292832	0.0198	0.0076	0.0201	0.0073	0.0003
12	14789343	14549218	240125	105957	6155	2417	134168	0.0091	0.0072	0.0093	0.0070	0.0002
13	14789343	14540555	248788	106834	5067	2650	141954	0.0096	0.0072	0.0098	0.0071	0.0002
14	14789343	14521131	268212	105332	5875	3225	162880	0.0110	0.0071	0.0112	0.0069	0.0002
15	14789343	14464832	324511	106118	7974	4749	218393	0.0148	0.0072	0.0150	0.0069	0.0003
16	14789343	14414043	375300	109544	8703	3954	265756	0.0180	0.0074	0.0183	0.0071	0.0003
17	14789343	14487991	301352	106410	7657	3703	194942	0.0132	0.0072	0.0134	0.0069	0.0003
18	14789343	14480791	308552	106831	7722	4019	201721	0.0136	0.0072	0.0139	0.0070	0.0003
19	14789343	14437740	351603	109922	9451	5432	241681	0.0163	0.0074	0.0167	0.0071	0.0004
20	14789343	14362616	426727	110976	13500	8068	315751	0.0213	0.0075	0.0218	0.0070	0.0005
21	14789343	14287823	501520	113120	15630	7562	388400	0.0263	0.0076	0.0268	0.0071	0.0005
22	14789343	14356685	432658	112899	14854	7292	319759	0.0216	0.0076	0.0221	0.0071	0.0005
23	14789343	14350661	438682	112574	15445	8153	326108	0.0221	0.0076	0.0226	0.0071	0.0006
24	14789343	14279916	509427	119162	20178	12025	390265	0.0264	0.0081	0.0271	0.0074	0.0008
25	14789343	14138553	650790	131152	30539	18514	519638	0.0351	0.0089	0.0362	0.0078	0.0013
26	14789343	14064757	724586	137145	38874	20360	587441	0.0397	0.0093	0.0410	0.0080	0.0014
27	14789343	14017215	772128	136786	44218	23858	635342	0.0430	0.0092	0.0445	0.0078	0.0016
28	14789343	14027650	761693	141655	51135	27277	620038	0.0419	0.0096	0.0437	0.0078	0.0018
29	14789343	13881219	908124	156575	66073	38796	751549	0.0508	0.0106	0.0531	0.0084	0.0026
30	14789343	13694397	1094946	176902	92699	53903	918044	0.0621	0.0120	0.0652	0.0088	0.0036
31	14789343	13630394	1158949	187691	118507	64604	971258	0.0657	0.0127	0.0697	0.0087	0.0044
32	14789343	13294845	1494498	201433	151535	86931	1293065	0.0874	0.0136	0.0926	0.0085	0.0059
33	14789343	13363856	1425487	236887	193849	106918	1188600	0.0804	0.0160	0.0869	0.0095	0.0072
34	14789343	13252625	1536718	129468	106918	0	1407250	0.0952	0.0088	0.0988	0.0051	0.0000
