Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	27475	26956	519	153	24	24	366	0.0133	0.0056	0.0138	0.0051	0.0009
1	27475	26796	679	324	39	15	355	0.0129	0.0118	0.0136	0.0111	0.0005
2	27475	26673	802	328	31	16	474	0.0173	0.0119	0.0178	0.0114	0.0006
3	27475	26811	664	293	25	9	371	0.0135	0.0107	0.0139	0.0102	0.0003
4	27475	26865	610	301	15	6	309	0.0112	0.0110	0.0115	0.0107	0.0002
5	27475	26850	625	328	11	5	297	0.0108	0.0119	0.0110	0.0118	0.0002
6	27475	26812	663	332	12	7	331	0.0120	0.0121	0.0123	0.0119	0.0003
7	27475	26900	575	305	15	8	270	0.0098	0.0111	0.0101	0.0108	0.0003
8	27475	26892	583	308	17	9	275	0.0100	0.0112	0.0103	0.0109	0.0003
9	27475	26814	661	315	18	9	346	0.0126	0.0115	0.0129	0.0111	0.0003
10	27475	26814	661	291	17	8	370	0.0135	0.0106	0.0138	0.0103	0.0003
11	27475	26674	801	296	15	7	505	0.0184	0.0108	0.0186	0.0105	0.0003
12	27475	26909	566	277	10	3	289	0.0105	0.0101	0.0107	0.0099	0.0001
13	27475	26892	583	292	11	8	291	0.0106	0.0106	0.0108	0.0104	0.0003
14	27475	26876	599	279	12	4	320	0.0116	0.0102	0.0119	0.0099	0.0001
15	27475	26788	687	244	15	11	443	0.0161	0.0089	0.0164	0.0086	0.0004
16	27475	26746	729	261	21	10	468	0.0170	0.0095	0.0174	0.0091	0.0004
17	27475	26763	712	263	21	11	449	0.0163	0.0096	0.0167	0.0092	0.0004
18	27475	26807	668	247	28	17	421	0.0153	0.0090	0.0158	0.0085	0.0006
19	27475	26708	767	265	25	8	502	0.0183	0.0096	0.0187	0.0092	0.0003
20	27475	26525	950	301	25	17	649	0.0236	0.0110	0.0241	0.0105	0.0006
21	27475	26485	990	291	32	15	699	0.0254	0.0106	0.0260	0.0100	0.0005
22	27475	26486	989	272	33	18	717	0.0261	0.0099	0.0267	0.0093	0.0007
23	27475	26463	1012	292	34	16	720	0.0262	0.0106	0.0268	0.0100	0.0006
24	27475	26345	1130	322	44	28	808	0.0294	0.0117	0.0302	0.0109	0.0010
25	27475	26056	1419	329	62	34	1090	0.0397	0.0120	0.0408	0.0108	0.0012
26	27475	26048	1427	350	65	31	1077	0.0392	0.0127	0.0404	0.0116	0.0011
27	27475	25603	1872	373	114	83	1499	0.0546	0.0136	0.0566	0.0115	0.0030
28	27475	25640	1835	396	159	76	1439	0.0524	0.0144	0.0553	0.0115	0.0028
29	27475	25472	2003	425	179	103	1578	0.0574	0.0155	0.0607	0.0122	0.0037
30	27475	25228	2247	409	205	102	1838	0.0669	0.0149	0.0706	0.0112	0.0037
31	27475	25236	2239	395	254	152	1844	0.0671	0.0144	0.0717	0.0098	0.0055
32	27475	24103	3372	494	370	218	2878	0.1047	0.0180	0.1115	0.0112	0.0079
33	27475	24195	3280	579	493	275	2701	0.0983	0.0211	0.1073	0.0121	0.0100
34	27475	24231	3244	288	275	0	2956	0.1076	0.0105	0.1126	0.0055	0.0000
