Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	2286446	2248305	38141	8988	1627	1627	29153	0.0128	0.0039	0.0131	0.0036	0.0007
1	2286446	2238492	47954	18091	2616	989	29863	0.0131	0.0079	0.0136	0.0073	0.0004
2	2286446	2234515	51931	17876	2199	1210	34055	0.0149	0.0078	0.0154	0.0073	0.0005
3	2286446	2243414	43032	17154	1911	701	25878	0.0113	0.0075	0.0117	0.0071	0.0003
4	2286446	2243201	43245	16614	1298	597	26631	0.0116	0.0073	0.0119	0.0070	0.0003
5	2286446	2245877	40569	16412	1206	609	24157	0.0106	0.0072	0.0108	0.0069	0.0003
6	2286446	2241458	44988	16179	1093	484	28809	0.0126	0.0071	0.0128	0.0068	0.0002
7	2286446	2251846	34600	15653	918	434	18947	0.0083	0.0068	0.0085	0.0066	0.0002
8	2286446	2250520	35926	15618	947	513	20308	0.0089	0.0068	0.0091	0.0066	0.0002
9	2286446	2240903	45543	15777	1088	575	29766	0.0130	0.0069	0.0133	0.0067	0.0003
10	2286446	2242520	43926	15989	1377	802	27937	0.0122	0.0070	0.0125	0.0067	0.0004
11	2286446	2225725	60721	15626	1408	606	45095	0.0197	0.0068	0.0200	0.0065	0.0003
12	2286446	2250038	36408	14610	1005	399	21798	0.0095	0.0064	0.0098	0.0062	0.0002
13	2286446	2249519	36927	14647	820	421	22280	0.0097	0.0064	0.0099	0.0062	0.0002
14	2286446	2246490	39956	14554	903	482	25402	0.0111	0.0064	0.0113	0.0062	0.0002
15	2286446	2237239	49207	14658	1234	752	34549	0.0151	0.0064	0.0154	0.0061	0.0003
16	2286446	2229390	57056	15349	1432	680	41707	0.0182	0.0067	0.0186	0.0064	0.0003
17	2286446	2239691	46755	15096	1261	581	31659	0.0138	0.0066	0.0141	0.0063	0.0003
18	2286446	2238924	47522	15040	1236	655	32482	0.0142	0.0066	0.0145	0.0063	0.0003
19	2286446	2232907	53539	15469	1471	816	38070	0.0167	0.0068	0.0170	0.0064	0.0004
20	2286446	2220636	65810	15585	2083	1267	50225	0.0220	0.0068	0.0224	0.0064	0.0006
21	2286446	2210569	75877	15745	2402	1135	60132	0.0263	0.0069	0.0268	0.0064	0.0005
22	2286446	2218620	67826	15840	2363	1228	51986	0.0227	0.0069	0.0233	0.0064	0.0005
23	2286446	2218584	67862	15619	2525	1297	52243	0.0228	0.0068	0.0234	0.0063	0.0006
24	2286446	2208706	77740	16612	3177	1880	61128	0.0267	0.0073	0.0274	0.0066	0.0008
25	2286446	2185515	100931	18795	4861	2981	82136	0.0359	0.0082	0.0370	0.0072	0.0013
26	2286446	2175567	110879	19734	6315	3334	91145	0.0399	0.0086	0.0412	0.0073	0.0015
27	2286446	2162581	123865	20033	7321	3987	103832	0.0454	0.0088	0.0470	0.0072	0.0017
28	2286446	2165686	120760	20582	8591	4604	100178	0.0438	0.0090	0.0457	0.0071	0.0020
29	2286446	2144485	141961	22559	10848	6244	119402	0.0522	0.0099	0.0546	0.0075	0.0027
30	2286446	2114998	171448	25954	14973	8729	145494	0.0636	0.0114	0.0669	0.0081	0.0038
31	2286446	2106708	179738	28005	19186	10457	151733	0.0664	0.0122	0.0706	0.0081	0.0046
32	2286446	2046352	240094	30811	25083	14626	209283	0.0915	0.0135	0.0970	0.0080	0.0064
33	2286446	2058327	228119	36380	32006	17380	191739	0.0839	0.0159	0.0909	0.0089	0.0076
34	2286446	2044686	241760	19784	17380	0	221976	0.0971	0.0087	0.1009	0.0049	0.0000
