Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	4642614	4560875	81739	22069	3147	3147	59670	0.0129	0.0048	0.0132	0.0044	0.0007
1	4642614	4538535	104079	44540	5154	2007	59539	0.0128	0.0096	0.0134	0.0090	0.0004
2	4642614	4529234	113380	44435	4452	2445	68945	0.0149	0.0096	0.0153	0.0091	0.0005
3	4642614	4546520	96094	43013	3888	1443	53081	0.0114	0.0093	0.0119	0.0088	0.0003
4	4642614	4545827	96787	42434	2708	1265	54353	0.0117	0.0091	0.0120	0.0088	0.0003
5	4642614	4551064	91550	42341	2587	1322	49209	0.0106	0.0091	0.0109	0.0088	0.0003
6	4642614	4543451	99163	41490	2319	997	57673	0.0124	0.0089	0.0127	0.0087	0.0002
7	4642614	4564788	77826	40566	1792	795	37260	0.0080	0.0087	0.0082	0.0085	0.0002
8	4642614	4561131	81483	40327	1877	1082	41156	0.0089	0.0087	0.0091	0.0085	0.0002
9	4642614	4542498	100116	40529	2205	1123	59587	0.0128	0.0087	0.0131	0.0085	0.0002
10	4642614	4545780	96834	40971	2774	1651	55863	0.0120	0.0088	0.0123	0.0085	0.0004
11	4642614	4513090	129524	39676	2862	1211	89848	0.0194	0.0085	0.0197	0.0082	0.0003
12	4642614	4563378	79236	37293	1932	721	41943	0.0090	0.0080	0.0092	0.0078	0.0002
13	4642614	4560461	82153	37781	1556	835	44372	0.0096	0.0081	0.0097	0.0080	0.0002
14	4642614	4554367	88247	37766	1855	1020	50481	0.0109	0.0081	0.0111	0.0079	0.0002
15	4642614	4537445	105169	37462	2502	1482	67707	0.0146	0.0081	0.0149	0.0078	0.0003
16	4642614	4522590	120024	38480	2739	1257	81544	0.0176	0.0083	0.0179	0.0080	0.0003
17	4642614	4543683	98931	37817	2427	1170	61114	0.0132	0.0081	0.0134	0.0079	0.0003
18	4642614	4540946	101668	37904	2520	1350	63764	0.0137	0.0082	0.0140	0.0079	0.0003
19	4642614	4528228	114386	38913	3079	1729	75473	0.0163	0.0084	0.0166	0.0081	0.0004
20	4642614	4506243	136371	38999	4218	2489	97372	0.0210	0.0084	0.0214	0.0079	0.0005
21	4642614	4484763	157851	39654	4885	2396	118197	0.0255	0.0085	0.0260	0.0080	0.0005
22	4642614	4502341	140273	39785	4741	2345	100488	0.0216	0.0086	0.0222	0.0081	0.0005
23	4642614	4500432	142182	39511	5044	2699	102671	0.0221	0.0085	0.0227	0.0080	0.0006
24	4642614	4479971	162643	41498	6417	3718	121145	0.0261	0.0089	0.0268	0.0082	0.0008
25	4642614	4435093	207521	45047	9543	5825	162474	0.0350	0.0097	0.0360	0.0087	0.0013
26	4642614	4415512	227102	46846	12281	6456	180256	0.0388	0.0101	0.0401	0.0088	0.0014
27	4642614	4394780	247834	47119	14196	7740	200715	0.0432	0.0101	0.0448	0.0086	0.0017
28	4642614	4398070	244544	48818	16303	8563	195726	0.0422	0.0105	0.0439	0.0088	0.0018
29	4642614	4355190	287424	53510	20692	12129	233914	0.0504	0.0115	0.0526	0.0093	0.0026
30	4642614	4298070	344544	59018	28748	16619	285526	0.0615	0.0127	0.0646	0.0096	0.0036
31	4642614	4282194	360420	61962	36911	20292	298458	0.0643	0.0133	0.0683	0.0094	0.0044
32	4642614	4165897	476717	66829	48122	27830	409888	0.0883	0.0144	0.0935	0.0092	0.0060
33	4642614	4189348	453266	78010	61791	33961	375256	0.0808	0.0168	0.0875	0.0101	0.0073
34	4642614	4157775	484839	42489	33961	0	442350	0.0953	0.0092	0.0989	0.0055	0.0000
