Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	674270	663431	10839	3108	485	485	7731	0.0115	0.0046	0.0118	0.0043	0.0007
1	674270	659694	14576	6313	789	304	8263	0.0123	0.0094	0.0128	0.0088	0.0005
2	674270	658162	16108	6270	637	333	9838	0.0146	0.0093	0.0151	0.0088	0.0005
3	674270	661285	12985	5837	525	192	7148	0.0106	0.0087	0.0110	0.0083	0.0003
4	674270	661599	12671	5661	350	158	7010	0.0104	0.0084	0.0107	0.0081	0.0002
5	674270	661567	12703	5767	353	195	6936	0.0103	0.0086	0.0105	0.0083	0.0003
6	674270	660702	13568	5729	329	134	7839	0.0116	0.0085	0.0119	0.0083	0.0002
7	674270	663314	10956	5473	254	120	5483	0.0081	0.0081	0.0083	0.0079	0.0002
8	674270	662712	11558	5397	286	166	6161	0.0091	0.0080	0.0093	0.0078	0.0002
9	674270	660701	13569	5493	334	168	8076	0.0120	0.0081	0.0122	0.0079	0.0002
10	674270	660590	13680	5565	419	251	8115	0.0120	0.0083	0.0123	0.0079	0.0004
11	674270	656375	17895	5521	446	195	12374	0.0184	0.0082	0.0187	0.0079	0.0003
12	674270	662535	11735	5074	326	131	6661	0.0099	0.0075	0.0101	0.0073	0.0002
13	674270	662405	11865	4988	263	132	6877	0.0102	0.0074	0.0104	0.0072	0.0002
14	674270	662029	12241	5096	286	154	7145	0.0106	0.0076	0.0108	0.0073	0.0002
15	674270	659259	15011	5126	352	198	9885	0.0147	0.0076	0.0149	0.0073	0.0003
16	674270	657978	16292	5279	373	175	11013	0.0163	0.0078	0.0166	0.0076	0.0003
17	674270	659204	15066	5213	384	209	9853	0.0146	0.0077	0.0149	0.0074	0.0003
18	674270	659255	15015	5243	402	193	9772	0.0145	0.0078	0.0148	0.0075	0.0003
19	674270	657927	16343	5346	450	257	10997	0.0163	0.0079	0.0166	0.0076	0.0004
20	674270	654282	19988	5316	625	368	14672	0.0218	0.0079	0.0222	0.0074	0.0005
21	674270	652471	21799	5472	777	409	16327	0.0242	0.0081	0.0248	0.0075	0.0006
22	674270	652110	22160	5613	840	431	16547	0.0245	0.0083	0.0252	0.0077	0.0006
23	674270	652460	21810	5601	877	446	16209	0.0240	0.0083	0.0247	0.0077	0.0007
24	674270	650362	23908	5870	1023	577	18038	0.0268	0.0087	0.0275	0.0079	0.0009
25	674270	643532	30738	6277	1484	907	24461	0.0363	0.0093	0.0374	0.0082	0.0013
26	674270	642566	31704	6376	1945	1038	25328	0.0376	0.0095	0.0390	0.0080	0.0015
27	674270	633772	40498	6708	2440	1402	33790	0.0501	0.0099	0.0519	0.0081	0.0021
28	674270	635399	38871	7103	2851	1449	31768	0.0471	0.0105	0.0492	0.0084	0.0021
29	674270	631063	43207	7521	3412	1963	35686	0.0529	0.0112	0.0555	0.0086	0.0029
30	674270	622289	51981	8099	4463	2500	43882	0.0651	0.0120	0.0684	0.0087	0.0037
31	674270	622488	51782	8631	5766	3266	43151	0.0640	0.0128	0.0683	0.0085	0.0048
32	674270	596148	78122	10220	8379	5113	67902	0.1007	0.0152	0.1069	0.0089	0.0076
33	674270	601260	73010	12019	10786	5673	60991	0.0905	0.0178	0.0985	0.0098	0.0084
34	674270	600079	74191	6287	5673	0	67904	0.1007	0.0093	0.1049	0.0051	0.0000
