Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	1511604	1486629	24975	6864	1057	1057	18111	0.0120	0.0045	0.0123	0.0042	0.0007
1	1511604	1478882	32722	14019	1706	649	18703	0.0124	0.0093	0.0129	0.0087	0.0004
2	1511604	1475774	35830	13986	1475	826	21844	0.0145	0.0093	0.0149	0.0088	0.0005
3	1511604	1481648	29956	13133	1278	452	16823	0.0111	0.0087	0.0116	0.0083	0.0003
4	1511604	1482245	29359	12816	862	410	16543	0.0109	0.0085	0.0112	0.0082	0.0003
5	1511604	1482876	28728	13089	797	387	15639	0.0103	0.0087	0.0106	0.0084	0.0003
6	1511604	1480846	30758	12912	683	296	17846	0.0118	0.0085	0.0120	0.0083	0.0002
7	1511604	1486870	24734	12509	555	259	12225	0.0081	0.0083	0.0083	0.0081	0.0002
8	1511604	1485354	26250	12577	612	353	13673	0.0090	0.0083	0.0092	0.0081	0.0002
9	1511604	1480402	31202	12526	715	362	18676	0.0124	0.0083	0.0126	0.0081	0.0002
10	1511604	1480972	30632	12493	886	524	18139	0.0120	0.0083	0.0123	0.0080	0.0003
11	1511604	1471178	40426	12144	904	380	28282	0.0187	0.0080	0.0190	0.0077	0.0003
12	1511604	1485874	25730	11498	628	248	14232	0.0094	0.0076	0.0096	0.0074	0.0002
13	1511604	1485286	26318	11645	520	272	14673	0.0097	0.0077	0.0099	0.0075	0.0002
14	1511604	1483805	27799	11590	627	355	16209	0.0107	0.0077	0.0109	0.0075	0.0002
15	1511604	1478089	33515	11549	838	483	21966	0.0145	0.0076	0.0148	0.0074	0.0003
16	1511604	1474052	37552	11868	925	442	25684	0.0170	0.0079	0.0173	0.0075	0.0003
17	1511604	1478881	32723	11698	858	416	21025	0.0139	0.0077	0.0142	0.0075	0.0003
18	1511604	1478508	33096	11617	851	435	21479	0.0142	0.0077	0.0145	0.0074	0.0003
19	1511604	1475504	36100	11928	983	548	24172	0.0160	0.0079	0.0163	0.0076	0.0004
20	1511604	1467811	43793	12079	1352	804	31714	0.0210	0.0080	0.0214	0.0075	0.0005
21	1511604	1461723	49881	12238	1652	848	37643	0.0249	0.0081	0.0254	0.0075	0.0006
22	1511604	1464252	47352	12340	1652	804	35012	0.0232	0.0082	0.0237	0.0076	0.0005
23	1511604	1465058	46546	12178	1658	854	34368	0.0227	0.0081	0.0233	0.0075	0.0006
24	1511604	1459018	52586	12788	2095	1241	39798	0.0263	0.0085	0.0270	0.0078	0.0008
25	1511604	1444065	67539	14181	3086	1845	53358	0.0353	0.0094	0.0363	0.0084	0.0012
26	1511604	1439655	71949	14885	4077	2232	57064	0.0378	0.0098	0.0391	0.0085	0.0015
27	1511604	1426384	85220	15259	4966	2734	69961	0.0463	0.0101	0.0479	0.0085	0.0018
28	1511604	1429044	82560	15809	5658	2924	66751	0.0442	0.0105	0.0460	0.0086	0.0019
29	1511604	1417200	94404	16915	7049	4125	77489	0.0513	0.0112	0.0536	0.0089	0.0027
30	1511604	1398887	112717	18348	9572	5447	94369	0.0624	0.0121	0.0656	0.0090	0.0036
31	1511604	1396116	115488	19548	12351	6904	95940	0.0635	0.0129	0.0676	0.0088	0.0046
32	1511604	1347008	164596	21985	17069	10165	142611	0.0943	0.0145	0.1000	0.0089	0.0067
33	1511604	1357442	154162	25528	21796	11631	128634	0.0851	0.0169	0.0923	0.0097	0.0077
34	1511604	1350949	160655	13632	11631	0	147023	0.0973	0.0090	0.1011	0.0052	0.0000
