Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	861986	847780	14206	4137	576	576	10069	0.0117	0.0048	0.0120	0.0045	0.0007
1	861986	843414	18572	8203	941	365	10369	0.0120	0.0095	0.0126	0.0090	0.0004
2	861986	841457	20529	8011	773	408	12518	0.0145	0.0093	0.0150	0.0088	0.0005
3	861986	844840	17146	7698	656	248	9448	0.0110	0.0089	0.0113	0.0086	0.0003
4	861986	845049	16937	7660	482	234	9277	0.0108	0.0089	0.0110	0.0086	0.0003
5	861986	845687	16299	7610	448	214	8689	0.0101	0.0088	0.0103	0.0086	0.0002
6	861986	844624	17362	7401	399	185	9961	0.0116	0.0086	0.0118	0.0084	0.0002
7	861986	847652	14334	7379	321	136	6955	0.0081	0.0086	0.0083	0.0084	0.0002
8	861986	846708	15278	7450	308	172	7828	0.0091	0.0086	0.0093	0.0085	0.0002
9	861986	844314	17672	7356	380	208	10316	0.0120	0.0085	0.0122	0.0083	0.0002
10	861986	844405	17581	7206	508	300	10375	0.0120	0.0084	0.0123	0.0081	0.0003
11	861986	839218	22768	6941	526	226	15827	0.0184	0.0081	0.0187	0.0077	0.0003
12	861986	847013	14973	6708	377	151	8265	0.0096	0.0078	0.0098	0.0076	0.0002
13	861986	846594	15392	6911	287	136	8481	0.0098	0.0080	0.0100	0.0079	0.0002
14	861986	845843	16143	6868	332	196	9275	0.0108	0.0080	0.0110	0.0078	0.0002
15	861986	842501	19485	6819	458	262	12666	0.0147	0.0079	0.0150	0.0076	0.0003
16	861986	840566	21420	7004	535	273	14416	0.0167	0.0081	0.0170	0.0078	0.0003
17	861986	842842	19144	6873	528	255	12271	0.0142	0.0080	0.0145	0.0077	0.0003
18	861986	842688	19298	6949	508	253	12349	0.0143	0.0081	0.0146	0.0078	0.0003
19	861986	840895	21091	7105	600	347	13986	0.0162	0.0082	0.0166	0.0079	0.0004
20	861986	836799	25187	6919	784	437	18268	0.0212	0.0080	0.0216	0.0076	0.0005
21	861986	833826	28160	7023	931	494	21137	0.0245	0.0081	0.0251	0.0076	0.0006
22	861986	834211	27775	7254	982	488	20521	0.0238	0.0084	0.0244	0.0078	0.0006
23	861986	834531	27455	7334	1052	564	20121	0.0233	0.0085	0.0240	0.0079	0.0007
24	861986	831588	30398	7590	1312	748	22808	0.0265	0.0088	0.0272	0.0080	0.0009
25	861986	823200	38786	8158	1819	1071	30628	0.0355	0.0095	0.0366	0.0084	0.0012
26	861986	821113	40873	8694	2347	1276	32179	0.0373	0.0101	0.0387	0.0087	0.0015
27	861986	811164	50822	8997	3033	1757	41825	0.0485	0.0104	0.0503	0.0087	0.0020
28	861986	813212	48774	9223	3551	1794	39551	0.0459	0.0107	0.0479	0.0086	0.0021
29	861986	807363	54623	9887	4169	2375	44736	0.0519	0.0115	0.0543	0.0091	0.0028
30	861986	796550	65436	10728	5324	2949	54708	0.0635	0.0124	0.0666	0.0094	0.0034
31	861986	796643	65343	11306	6891	3942	54037	0.0627	0.0131	0.0667	0.0091	0.0046
32	861986	764626	97360	13049	10094	6152	84311	0.0978	0.0151	0.1037	0.0093	0.0071
33	861986	770891	91095	15300	12990	6838	75795	0.0879	0.0177	0.0955	0.0102	0.0079
34	861986	769274	92712	8049	6838	0	84663	0.0982	0.0093	0.1022	0.0054	0.0000
