Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	2705442	2659287	46155	12331	1827	1827	33824	0.0125	0.0046	0.0128	0.0042	0.0007
1	2705442	2646725	58717	24527	3006	1179	34190	0.0126	0.0091	0.0132	0.0085	0.0004
2	2705442	2641836	63606	24006	2593	1414	39600	0.0146	0.0089	0.0151	0.0084	0.0005
3	2705442	2652234	53208	23034	2258	844	30174	0.0112	0.0085	0.0116	0.0081	0.0003
4	2705442	2651995	53447	22605	1562	718	30842	0.0114	0.0084	0.0117	0.0081	0.0003
5	2705442	2654545	50897	22807	1469	751	28090	0.0104	0.0084	0.0107	0.0082	0.0003
6	2705442	2650320	55122	22351	1299	548	32771	0.0121	0.0083	0.0124	0.0080	0.0002
7	2705442	2662196	43246	21673	1056	508	21573	0.0080	0.0080	0.0082	0.0078	0.0002
8	2705442	2659880	45562	21919	1145	637	23643	0.0087	0.0081	0.0090	0.0079	0.0002
9	2705442	2649595	55847	21965	1302	665	33882	0.0125	0.0081	0.0128	0.0079	0.0002
10	2705442	2650746	54696	22094	1641	976	32602	0.0121	0.0082	0.0124	0.0079	0.0004
11	2705442	2632118	73324	21544	1629	653	51780	0.0191	0.0080	0.0194	0.0077	0.0002
12	2705442	2660192	45250	20282	1097	444	24968	0.0092	0.0075	0.0094	0.0073	0.0002
13	2705442	2658492	46950	20632	941	497	26318	0.0097	0.0076	0.0099	0.0075	0.0002
14	2705442	2655936	49506	20353	1033	536	29153	0.0108	0.0075	0.0110	0.0073	0.0002
15	2705442	2645998	59444	20260	1345	809	39184	0.0145	0.0075	0.0147	0.0072	0.0003
16	2705442	2636582	68860	21152	1506	697	47708	0.0176	0.0078	0.0179	0.0075	0.0003
17	2705442	2648462	56980	20949	1390	693	36031	0.0133	0.0077	0.0136	0.0075	0.0003
18	2705442	2647638	57804	20762	1439	746	37042	0.0137	0.0077	0.0140	0.0074	0.0003
19	2705442	2640632	64810	21079	1754	1008	43731	0.0162	0.0078	0.0165	0.0075	0.0004
20	2705442	2626646	78796	21540	2473	1465	57256	0.0212	0.0080	0.0216	0.0075	0.0005
21	2705442	2614668	90774	21735	2942	1477	69039	0.0255	0.0080	0.0261	0.0075	0.0005
22	2705442	2624016	81426	21496	2835	1358	59930	0.0222	0.0079	0.0227	0.0074	0.0005
23	2705442	2623211	82231	21507	2897	1539	60724	0.0224	0.0079	0.0230	0.0074	0.0006
24	2705442	2611608	93834	22740	3777	2238	71094	0.0263	0.0084	0.0270	0.0077	0.0008
25	2705442	2585774	119668	24930	5624	3386	94738	0.0350	0.0092	0.0361	0.0082	0.0013
26	2705442	2574923	130519	25951	7150	3764	104568	0.0387	0.0096	0.0400	0.0083	0.0014
27	2705442	2559495	145947	26083	8371	4607	119864	0.0443	0.0096	0.0459	0.0081	0.0017
28	2705442	2562677	142765	26943	9762	5155	115822	0.0428	0.0100	0.0446	0.0082	0.0019
29	2705442	2538820	166622	29541	12361	7206	137081	0.0507	0.0109	0.0530	0.0086	0.0027
30	2705442	2503824	201618	33117	17094	9888	168501	0.0623	0.0122	0.0654	0.0091	0.0037
31	2705442	2496185	209257	34803	21831	11943	174454	0.0645	0.0129	0.0685	0.0088	0.0044
32	2705442	2424048	281394	37944	28765	16822	243450	0.0900	0.0140	0.0953	0.0087	0.0062
33	2705442	2438766	266676	44699	37000	20178	221977	0.0820	0.0165	0.0889	0.0097	0.0075
34	2705442	2421813	283629	24182	20178	0	259447	0.0959	0.0089	0.0996	0.0052	0.0000
