Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	3201343	3145309	56034	15389	2203	2203	40645	0.0127	0.0048	0.0130	0.0045	0.0007
1	3201343	3129716	71627	30779	3554	1351	40848	0.0128	0.0096	0.0133	0.0091	0.0004
2	3201343	3123953	77390	30586	3009	1658	46804	0.0146	0.0096	0.0151	0.0091	0.0005
3	3201343	3135853	65490	29524	2655	997	35966	0.0112	0.0092	0.0116	0.0088	0.0003
4	3201343	3136152	65191	28948	1869	872	36243	0.0113	0.0090	0.0116	0.0088	0.0003
5	3201343	3138920	62423	29145	1790	918	33278	0.0104	0.0091	0.0107	0.0088	0.0003
6	3201343	3133493	67850	28760	1617	699	39090	0.0122	0.0090	0.0125	0.0087	0.0002
7	3201343	3147496	53847	28254	1253	554	25593	0.0080	0.0088	0.0082	0.0086	0.0002
8	3201343	3145190	56153	27997	1298	744	28156	0.0088	0.0087	0.0090	0.0085	0.0002
9	3201343	3133104	68239	27817	1501	757	40422	0.0126	0.0087	0.0129	0.0085	0.0002
10	3201343	3134709	66634	28028	1891	1134	38606	0.0121	0.0088	0.0124	0.0085	0.0004
11	3201343	3112995	88348	27085	1933	799	61263	0.0191	0.0085	0.0194	0.0082	0.0002
12	3201343	3146322	55021	25707	1324	525	29314	0.0092	0.0080	0.0094	0.0078	0.0002
13	3201343	3144760	56583	25893	1070	545	30690	0.0096	0.0081	0.0098	0.0079	0.0002
14	3201343	3141213	60130	25686	1223	678	34444	0.0108	0.0080	0.0110	0.0078	0.0002
15	3201343	3128905	72438	25968	1709	1031	46470	0.0145	0.0081	0.0148	0.0078	0.0003
16	3201343	3118611	82732	26736	1989	958	55996	0.0175	0.0084	0.0178	0.0080	0.0003
17	3201343	3132682	68661	26092	1793	835	42569	0.0133	0.0082	0.0136	0.0079	0.0003
18	3201343	3131237	70106	26172	1760	925	43934	0.0137	0.0082	0.0140	0.0079	0.0003
19	3201343	3122946	78397	26809	2077	1152	51588	0.0161	0.0084	0.0164	0.0081	0.0004
20	3201343	3107508	93835	26753	2857	1705	67082	0.0210	0.0084	0.0214	0.0079	0.0005
21	3201343	3092569	108774	27159	3356	1651	81615	0.0255	0.0085	0.0260	0.0080	0.0005
22	3201343	3103537	97806	27386	3358	1707	70420	0.0220	0.0086	0.0225	0.0080	0.0005
23	3201343	3102750	98593	27072	3519	1812	71521	0.0223	0.0085	0.0229	0.0079	0.0006
24	3201343	3089341	112002	28422	4438	2626	83580	0.0261	0.0089	0.0268	0.0082	0.0008
25	3201343	3058786	142557	30985	6628	4002	111572	0.0349	0.0097	0.0359	0.0086	0.0013
26	3201343	3045392	155951	32382	8411	4409	123569	0.0386	0.0101	0.0399	0.0088	0.0014
27	3201343	3028173	173170	32653	9846	5437	140517	0.0439	0.0102	0.0454	0.0087	0.0017
28	3201343	3031559	169784	33395	11464	6027	136389	0.0426	0.0104	0.0444	0.0086	0.0019
29	3201343	3003444	197899	36403	14478	8451	161496	0.0504	0.0114	0.0527	0.0091	0.0026
30	3201343	2963929	237414	40561	19851	11400	196853	0.0615	0.0127	0.0646	0.0096	0.0036
31	3201343	2952757	248586	42887	25396	13996	205699	0.0643	0.0134	0.0682	0.0094	0.0044
32	3201343	2867801	333542	46205	33861	19865	287337	0.0898	0.0144	0.0950	0.0091	0.0062
33	3201343	2885178	316165	53668	43620	23755	262497	0.0820	0.0168	0.0888	0.0100	0.0074
34	3201343	2865854	335489	29080	23755	0	306409	0.0957	0.0091	0.0994	0.0054	0.0000
