Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	166136	163191	2945	937	119	119	2008	0.0121	0.0056	0.0124	0.0053	0.0007
1	166136	161957	4179	1930	191	72	2249	0.0135	0.0116	0.0141	0.0110	0.0004
2	166136	161520	4616	2041	166	94	2575	0.0155	0.0123	0.0160	0.0118	0.0006
3	166136	162154	3982	2014	147	53	1968	0.0118	0.0121	0.0123	0.0117	0.0003
4	166136	162309	3827	1928	93	40	1899	0.0114	0.0116	0.0117	0.0113	0.0002
5	166136	162315	3821	1977	94	54	1844	0.0111	0.0119	0.0114	0.0116	0.0003
6	166136	162239	3897	1960	93	39	1937	0.0117	0.0118	0.0119	0.0115	0.0002
7	166136	162641	3495	1869	75	36	1626	0.0098	0.0112	0.0100	0.0110	0.0002
8	166136	162611	3525	1899	74	38	1626	0.0098	0.0114	0.0100	0.0112	0.0002
9	166136	162187	3949	1868	77	39	2081	0.0125	0.0112	0.0128	0.0110	0.0002
10	166136	162078	4058	1940	99	60	2118	0.0127	0.0117	0.0130	0.0114	0.0004
11	166136	161118	5018	1945	120	60	3073	0.0185	0.0117	0.0189	0.0113	0.0004
12	166136	162558	3578	1753	94	34	1825	0.0110	0.0106	0.0113	0.0103	0.0002
13	166136	162653	3483	1698	71	37	1785	0.0107	0.0102	0.0110	0.0100	0.0002
14	166136	162425	3711	1736	87	50	1975	0.0119	0.0104	0.0121	0.0102	0.0003
15	166136	161726	4410	1778	118	68	2632	0.0158	0.0107	0.0162	0.0103	0.0004
16	166136	161391	4745	1869	121	53	2876	0.0173	0.0112	0.0177	0.0109	0.0003
17	166136	161670	4466	1838	119	66	2628	0.0158	0.0111	0.0162	0.0107	0.0004
18	166136	161728	4408	1791	120	54	2617	0.0158	0.0108	0.0161	0.0104	0.0003
19	166136	161397	4739	1944	120	66	2795	0.0168	0.0117	0.0172	0.0113	0.0004
20	166136	160483	5653	1927	171	105	3726	0.0224	0.0116	0.0229	0.0111	0.0006
21	166136	160241	5895	1831	223	118	4064	0.0245	0.0110	0.0251	0.0104	0.0007
22	166136	159951	6185	1817	235	117	4368	0.0263	0.0109	0.0270	0.0102	0.0007
23	166136	160223	5913	1806	231	114	4107	0.0247	0.0109	0.0254	0.0102	0.0007
24	166136	159266	6870	2071	276	162	4799	0.0289	0.0125	0.0297	0.0116	0.0010
25	166136	157485	8651	2228	375	213	6423	0.0387	0.0134	0.0398	0.0123	0.0013
26	166136	157470	8666	2299	464	251	6367	0.0383	0.0138	0.0397	0.0124	0.0015
27	166136	154939	11197	2491	635	384	8706	0.0524	0.0150	0.0543	0.0131	0.0023
28	166136	155625	10511	2497	745	361	8014	0.0482	0.0150	0.0505	0.0128	0.0022
29	166136	154779	11357	2495	857	496	8862	0.0533	0.0150	0.0559	0.0124	0.0030
30	166136	152582	13554	2557	1129	633	10997	0.0662	0.0154	0.0696	0.0120	0.0038
31	166136	152480	13656	2730	1449	816	10926	0.0658	0.0164	0.0701	0.0121	0.0049
32	166136	145695	20441	3246	2024	1208	17195	0.1035	0.0195	0.1096	0.0134	0.0073
33	166136	146991	19145	3824	2597	1389	15321	0.0922	0.0230	0.1000	0.0152	0.0084
34	166136	146947	19189	1998	1389	0	17191	0.1035	0.0120	0.1077	0.0078	0.0000
