Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	1341101	1319133	21968	5840	886	886	16128	0.0120	0.0044	0.0124	0.0040	0.0007
1	1341101	1312532	28569	11744	1491	605	16825	0.0125	0.0088	0.0131	0.0082	0.0005
2	1341101	1309773	31328	11667	1288	683	19661	0.0147	0.0087	0.0151	0.0082	0.0005
3	1341101	1315164	25937	10971	1096	413	14966	0.0112	0.0082	0.0116	0.0078	0.0003
4	1341101	1315762	25339	10600	712	299	14739	0.0110	0.0079	0.0113	0.0076	0.0002
5	1341101	1316570	24531	10776	647	348	13755	0.0103	0.0080	0.0105	0.0078	0.0003
6	1341101	1314737	26364	10482	658	310	15882	0.0118	0.0078	0.0121	0.0076	0.0002
7	1341101	1319927	21174	10170	554	244	11004	0.0082	0.0076	0.0084	0.0074	0.0002
8	1341101	1318545	22556	10316	570	326	12240	0.0091	0.0077	0.0093	0.0075	0.0002
9	1341101	1313815	27286	10550	637	311	16736	0.0125	0.0079	0.0127	0.0076	0.0002
10	1341101	1314269	26832	10587	776	465	16245	0.0121	0.0079	0.0124	0.0076	0.0003
11	1341101	1305538	35563	10137	816	351	25426	0.0190	0.0076	0.0193	0.0073	0.0003
12	1341101	1318486	22615	9599	619	268	13016	0.0097	0.0072	0.0099	0.0069	0.0002
13	1341101	1318074	23027	9717	506	238	13310	0.0099	0.0072	0.0101	0.0071	0.0002
14	1341101	1316844	24257	9730	544	306	14527	0.0108	0.0073	0.0110	0.0071	0.0002
15	1341101	1311894	29207	9632	754	448	19575	0.0146	0.0072	0.0149	0.0069	0.0003
16	1341101	1308321	32780	9869	842	394	22911	0.0171	0.0074	0.0174	0.0070	0.0003
17	1341101	1312293	28808	9736	765	371	19072	0.0142	0.0073	0.0145	0.0070	0.0003
18	1341101	1312180	28921	9661	759	388	19260	0.0144	0.0072	0.0146	0.0069	0.0003
19	1341101	1309308	31793	9959	905	517	21834	0.0163	0.0074	0.0166	0.0071	0.0004
20	1341101	1302222	38879	10139	1223	706	28740	0.0214	0.0076	0.0219	0.0071	0.0005
21	1341101	1297215	43886	10272	1446	740	33614	0.0251	0.0077	0.0256	0.0071	0.0006
22	1341101	1299499	41602	10189	1513	773	31413	0.0234	0.0076	0.0240	0.0070	0.0006
23	1341101	1299428	41673	10273	1541	768	31400	0.0234	0.0077	0.0240	0.0071	0.0006
24	1341101	1294742	46359	10952	1856	1088	35407	0.0264	0.0082	0.0271	0.0075	0.0008
25	1341101	1281589	59512	11903	2787	1699	47609	0.0355	0.0089	0.0365	0.0078	0.0013
26	1341101	1277719	63382	12477	3655	1956	50905	0.0380	0.0093	0.0393	0.0079	0.0015
27	1341101	1264938	76163	12706	4509	2553	63457	0.0473	0.0095	0.0490	0.0078	0.0019
28	1341101	1267508	73593	13101	5181	2628	60492	0.0451	0.0098	0.0470	0.0078	0.0020
29	1341101	1257911	83190	14135	6294	3666	69055	0.0515	0.0105	0.0538	0.0082	0.0027
30	1341101	1240431	100670	15647	8588	4922	85023	0.0634	0.0117	0.0666	0.0085	0.0037
31	1341101	1238640	102461	16741	11101	6179	85720	0.0639	0.0125	0.0681	0.0083	0.0046
32	1341101	1192461	148640	19056	15500	9321	129584	0.0966	0.0142	0.1024	0.0084	0.0070
33	1341101	1201942	139159	22637	19953	10632	116522	0.0869	0.0169	0.0943	0.0094	0.0079
34	1341101	1198092	143009	12147	10632	0	130862	0.0976	0.0091	0.1015	0.0051	0.0000
