Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	3448877	3400116	48761	17369	1916	1916	31392	0.0091	0.0050	0.0094	0.0048	0.0006
1	3448877	3382049	66828	34076	2754	838	32752	0.0095	0.0099	0.0099	0.0095	0.0002
2	3448877	3393229	55648	33055	1558	720	22593	0.0066	0.0096	0.0068	0.0094	0.0002
3	3448877	3387123	61754	32452	1625	905	29302	0.0085	0.0094	0.0087	0.0092	0.0003
4	3448877	3387125	61752	32053	1576	671	29699	0.0086	0.0093	0.0088	0.0091	0.0002
5	3448877	3387164	61713	32146	1508	837	29567	0.0086	0.0093	0.0088	0.0091	0.0002
6	3448877	3381035	67842	31902	1362	525	35940	0.0104	0.0092	0.0106	0.0091	0.0002
7	3448877	3398135	50742	30806	957	432	19936	0.0058	0.0089	0.0059	0.0088	0.0001
8	3448877	3390235	58642	30757	941	509	27885	0.0081	0.0089	0.0082	0.0088	0.0001
9	3448877	3391884	56993	31062	1018	509	25931	0.0075	0.0090	0.0077	0.0089	0.0001
10	3448877	3383003	65874	30851	1140	631	35023	0.0102	0.0089	0.0103	0.0088	0.0002
11	3448877	3380790	68087	29706	1137	506	38381	0.0111	0.0086	0.0113	0.0084	0.0001
12	3448877	3393336	55541	28611	971	465	26930	0.0078	0.0083	0.0079	0.0082	0.0001
13	3448877	3388251	60626	29330	959	494	31296	0.0091	0.0085	0.0092	0.0084	0.0001
14	3448877	3388902	59975	29084	1125	631	30891	0.0090	0.0084	0.0091	0.0083	0.0002
15	3448877	3373859	75018	29167	1564	933	45851	0.0133	0.0085	0.0135	0.0082	0.0003
16	3448877	3364607	84270	30082	1676	743	54188	0.0157	0.0087	0.0160	0.0085	0.0002
17	3448877	3385226	63651	29212	1401	658	34439	0.0100	0.0085	0.0102	0.0083	0.0002
18	3448877	3373604	75273	29171	1456	798	46102	0.0134	0.0085	0.0136	0.0082	0.0002
19	3448877	3375466	73411	29729	1788	990	43682	0.0127	0.0086	0.0129	0.0084	0.0003
20	3448877	3353832	95045	29989	2572	1582	65056	0.0189	0.0087	0.0192	0.0083	0.0005
21	3448877	3340962	107915	30792	3071	1489	77123	0.0224	0.0089	0.0228	0.0085	0.0004
22	3448877	3352179	96698	30555	2969	1480	66143	0.0192	0.0089	0.0196	0.0084	0.0004
23	3448877	3353834	95043	29927	2963	1483	65116	0.0189	0.0087	0.0193	0.0082	0.0004
24	3448877	3346833	102044	31174	3595	2112	70870	0.0205	0.0090	0.0211	0.0085	0.0006
25	3448877	3311871	137006	34064	5863	3751	102942	0.0298	0.0099	0.0307	0.0090	0.0011
26	3448877	3292681	156196	35277	7689	3938	120919	0.0351	0.0102	0.0362	0.0091	0.0011
27	3448877	3302844	146033	34416	7660	3722	111617	0.0324	0.0100	0.0335	0.0089	0.0011
28	3448877	3303592	145285	34564	7951	4229	110721	0.0321	0.0100	0.0333	0.0089	0.0012
29	3448877	3278958	169919	35635	10199	5970	134284	0.0389	0.0103	0.0404	0.0089	0.0017
30	3448877	3237613	211264	45244	25163	19193	166020	0.0481	0.0131	0.0518	0.0095	0.0056
31	3448877	2954150	494727	51770	38137	18944	442957	0.1284	0.0150	0.1340	0.0095	0.0055
32	3448877	3214546	234331	43912	28972	10028	190419	0.0552	0.0127	0.0594	0.0085	0.0029
33	3448877	3202602	246275	45698	27206	17178	200577	0.0582	0.0133	0.0621	0.0093	0.0050
34	3448877	3154949	293928	26338	17178	0	267590	0.0776	0.0076	0.0801	0.0051	0.0000
