Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	584055	576258	7797	2802	324	324	4995	0.0086	0.0048	0.0088	0.0045	0.0006
1	584055	573054	11001	5393	455	131	5608	0.0096	0.0092	0.0100	0.0088	0.0002
2	584055	575152	8903	5059	236	105	3844	0.0066	0.0087	0.0068	0.0085	0.0002
3	584055	574250	9805	4921	246	141	4884	0.0084	0.0084	0.0086	0.0082	0.0002
4	584055	574019	10036	4931	244	103	5105	0.0087	0.0084	0.0089	0.0082	0.0002
5	584055	574114	9941	5019	255	152	4922	0.0084	0.0086	0.0086	0.0084	0.0003
6	584055	572826	11229	5052	245	93	6177	0.0106	0.0086	0.0108	0.0084	0.0002
7	584055	575366	8689	4886	153	60	3803	0.0065	0.0084	0.0066	0.0082	0.0001
8	584055	574168	9887	4867	149	89	5020	0.0086	0.0083	0.0087	0.0082	0.0002
9	584055	574671	9384	4823	173	84	4561	0.0078	0.0083	0.0080	0.0081	0.0001
10	584055	572886	11169	4866	203	119	6303	0.0108	0.0083	0.0110	0.0082	0.0002
11	584055	572729	11326	4690	218	99	6636	0.0114	0.0080	0.0115	0.0078	0.0002
12	584055	574595	9460	4295	176	77	5165	0.0088	0.0074	0.0090	0.0072	0.0001
13	584055	573988	10067	4444	173	96	5623	0.0096	0.0076	0.0098	0.0075	0.0002
14	584055	573947	10108	4589	209	113	5519	0.0094	0.0079	0.0096	0.0077	0.0002
15	584055	571202	12853	4701	269	156	8152	0.0140	0.0080	0.0142	0.0078	0.0003
16	584055	570089	13966	4739	305	149	9227	0.0158	0.0081	0.0161	0.0079	0.0003
17	584055	572892	11163	4563	269	120	6600	0.0113	0.0078	0.0115	0.0076	0.0002
18	584055	571155	12900	4602	255	135	8298	0.0142	0.0079	0.0144	0.0077	0.0002
19	584055	571672	12383	4641	314	179	7742	0.0133	0.0079	0.0135	0.0077	0.0003
20	584055	567747	16308	4614	466	287	11694	0.0200	0.0079	0.0204	0.0075	0.0005
21	584055	566134	17921	4844	579	292	13077	0.0224	0.0083	0.0229	0.0078	0.0005
22	584055	566708	17347	4979	562	270	12368	0.0212	0.0085	0.0217	0.0080	0.0005
23	584055	567231	16824	4784	556	286	12040	0.0206	0.0082	0.0211	0.0077	0.0005
24	584055	566388	17667	4928	684	398	12739	0.0218	0.0084	0.0224	0.0079	0.0007
25	584055	560026	24029	5427	1100	702	18602	0.0318	0.0093	0.0328	0.0084	0.0012
26	584055	558047	26008	5621	1433	731	20387	0.0349	0.0096	0.0361	0.0084	0.0013
27	584055	557602	26453	5408	1461	730	21045	0.0360	0.0093	0.0373	0.0080	0.0012
28	584055	558429	25626	5398	1456	726	20228	0.0346	0.0092	0.0359	0.0080	0.0012
29	584055	554859	29196	5693	1806	1080	23503	0.0402	0.0097	0.0418	0.0082	0.0018
30	584055	546946	37109	7309	4508	3428	29800	0.0510	0.0125	0.0549	0.0087	0.0059
31	584055	498294	85761	8651	6906	3478	77110	0.1320	0.0148	0.1379	0.0089	0.0060
32	584055	540978	43077	7447	5409	1931	35630	0.0610	0.0128	0.0656	0.0081	0.0033
33	584055	539930	44125	7608	5001	3070	36517	0.0625	0.0130	0.0668	0.0087	0.0053
34	584055	533096	50959	4398	3070	0	46561	0.0797	0.0075	0.0823	0.0049	0.0000
