Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	455205	449436	5769	1964	231	231	3805	0.0084	0.0043	0.0086	0.0041	0.0005
1	455205	447110	8095	3773	353	122	4322	0.0095	0.0083	0.0099	0.0079	0.0003
2	455205	448441	6764	3616	217	95	3148	0.0069	0.0079	0.0072	0.0077	0.0002
3	455205	447895	7310	3534	214	119	3776	0.0083	0.0078	0.0085	0.0075	0.0003
4	455205	447760	7445	3426	207	88	4019	0.0088	0.0075	0.0091	0.0073	0.0002
5	455205	447881	7324	3400	180	92	3924	0.0086	0.0075	0.0088	0.0073	0.0002
6	455205	447045	8160	3355	173	81	4805	0.0106	0.0074	0.0107	0.0072	0.0002
7	455205	448895	6310	3282	136	55	3028	0.0067	0.0072	0.0068	0.0071	0.0001
8	455205	447906	7299	3249	125	70	4050	0.0089	0.0071	0.0090	0.0070	0.0002
9	455205	448242	6963	3222	144	74	3741	0.0082	0.0071	0.0084	0.0069	0.0002
10	455205	446773	8432	3259	182	108	5173	0.0114	0.0072	0.0116	0.0070	0.0002
11	455205	446548	8657	3210	201	93	5447	0.0120	0.0071	0.0122	0.0068	0.0002
12	455205	447938	7267	3059	165	72	4208	0.0092	0.0067	0.0094	0.0065	0.0002
13	455205	447623	7582	3019	155	83	4563	0.0100	0.0066	0.0102	0.0065	0.0002
14	455205	447690	7515	3041	170	87	4474	0.0098	0.0067	0.0100	0.0065	0.0002
15	455205	445232	9973	3175	218	131	6798	0.0149	0.0070	0.0152	0.0067	0.0003
16	455205	444574	10631	3237	254	123	7394	0.0162	0.0071	0.0165	0.0068	0.0003
17	455205	446652	8553	3150	234	111	5403	0.0119	0.0069	0.0121	0.0067	0.0002
18	455205	445349	9856	3230	245	134	6626	0.0146	0.0071	0.0148	0.0068	0.0003
19	455205	445563	9642	3236	272	138	6406	0.0141	0.0071	0.0144	0.0068	0.0003
20	455205	442669	12536	3179	351	213	9357	0.0206	0.0070	0.0209	0.0066	0.0005
21	455205	441451	13754	3262	440	227	10492	0.0230	0.0072	0.0235	0.0067	0.0005
22	455205	441713	13492	3222	469	242	10270	0.0226	0.0071	0.0231	0.0066	0.0005
23	455205	442459	12746	3214	479	237	9532	0.0209	0.0071	0.0215	0.0065	0.0005
24	455205	441448	13757	3467	508	271	10290	0.0226	0.0076	0.0232	0.0071	0.0006
25	455205	436403	18802	3828	802	531	14974	0.0329	0.0084	0.0338	0.0075	0.0012
26	455205	435003	20202	3938	1135	604	16264	0.0357	0.0087	0.0370	0.0074	0.0013
27	455205	433780	21425	3890	1204	600	17535	0.0385	0.0085	0.0398	0.0072	0.0013
28	455205	434763	20442	3933	1229	629	16509	0.0363	0.0086	0.0376	0.0073	0.0014
29	455205	432056	23149	4069	1505	876	19080	0.0419	0.0089	0.0436	0.0073	0.0019
30	455205	425763	29442	5479	3610	2734	23963	0.0526	0.0120	0.0566	0.0081	0.0060
31	455205	386529	68676	6472	5655	2921	62204	0.1367	0.0142	0.1429	0.0080	0.0064
32	455205	420178	35027	5490	4612	1691	29537	0.0649	0.0121	0.0700	0.0070	0.0037
33	455205	420046	35159	5817	4122	2431	29342	0.0645	0.0128	0.0690	0.0083	0.0053
34	455205	414895	40310	3409	2431	0	36901	0.0811	0.0075	0.0837	0.0048	0.0000
