Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	109787	108335	1452	591	59	59	861	0.0078	0.0054	0.0081	0.0051	0.0005
1	109787	107461	2326	1246	79	20	1080	0.0098	0.0113	0.0102	0.0110	0.0002
2	109787	107651	2136	1259	43	23	877	0.0080	0.0115	0.0082	0.0113	0.0002
3	109787	107633	2154	1144	50	27	1010	0.0092	0.0104	0.0094	0.0102	0.0002
4	109787	107600	2187	1117	52	25	1070	0.0097	0.0102	0.0100	0.0099	0.0002
5	109787	107720	2067	1132	49	24	935	0.0085	0.0103	0.0087	0.0101	0.0002
6	109787	107521	2266	1064	41	17	1202	0.0109	0.0097	0.0111	0.0095	0.0002
7	109787	107983	1804	1023	33	16	781	0.0071	0.0093	0.0073	0.0092	0.0001
8	109787	107689	2098	1061	37	21	1037	0.0094	0.0097	0.0096	0.0095	0.0002
9	109787	107719	2068	1092	39	18	976	0.0089	0.0099	0.0091	0.0098	0.0002
10	109787	107407	2380	1124	47	29	1256	0.0114	0.0102	0.0116	0.0100	0.0003
11	109787	107352	2435	1123	44	15	1312	0.0120	0.0102	0.0122	0.0100	0.0001
12	109787	107575	2212	1128	30	15	1084	0.0099	0.0103	0.0100	0.0101	0.0001
13	109787	107514	2273	1160	42	27	1113	0.0101	0.0106	0.0103	0.0104	0.0002
14	109787	107523	2264	1107	56	29	1157	0.0105	0.0101	0.0108	0.0098	0.0003
15	109787	107054	2733	1078	69	40	1655	0.0151	0.0098	0.0154	0.0095	0.0004
16	109787	106957	2830	1026	67	27	1804	0.0164	0.0093	0.0167	0.0090	0.0002
17	109787	107364	2423	973	60	33	1450	0.0132	0.0089	0.0135	0.0086	0.0003
18	109787	107094	2693	1021	60	27	1672	0.0152	0.0093	0.0155	0.0090	0.0002
19	109787	107071	2716	1106	65	38	1610	0.0147	0.0101	0.0150	0.0098	0.0003
20	109787	106390	3397	1084	112	74	2313	0.0211	0.0099	0.0216	0.0094	0.0007
21	109787	106136	3651	1039	127	53	2612	0.0238	0.0095	0.0244	0.0089	0.0005
22	109787	106205	3582	1055	109	56	2527	0.0230	0.0096	0.0235	0.0091	0.0005
23	109787	106342	3445	1052	105	49	2393	0.0218	0.0096	0.0223	0.0091	0.0004
24	109787	106026	3761	1199	121	72	2562	0.0233	0.0109	0.0239	0.0104	0.0007
25	109787	104817	4970	1284	194	122	3686	0.0336	0.0117	0.0345	0.0108	0.0011
26	109787	104371	5416	1345	285	163	4071	0.0371	0.0123	0.0384	0.0110	0.0015
27	109787	103981	5806	1388	314	151	4418	0.0402	0.0126	0.0417	0.0112	0.0014
28	109787	104298	5489	1326	321	170	4163	0.0379	0.0121	0.0394	0.0106	0.0015
29	109787	103761	6026	1290	386	216	4736	0.0431	0.0118	0.0449	0.0100	0.0020
30	109787	102168	7619	1548	879	663	6071	0.0553	0.0141	0.0593	0.0101	0.0060
31	109787	92858	16929	1951	1421	758	14978	0.1364	0.0178	0.1429	0.0113	0.0069
32	109787	100566	9221	1796	1140	382	7425	0.0676	0.0164	0.0728	0.0112	0.0035
33	109787	100543	9244	1768	1065	683	7476	0.0681	0.0161	0.0729	0.0113	0.0062
34	109787	99275	10512	998	683	0	9514	0.0867	0.0091	0.0898	0.0060	0.0000
