Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	2939116	2900058	39058	12456	1604	1604	26602	0.0091	0.0042	0.0093	0.0040	0.0005
1	2939116	2886863	52253	24442	2323	719	27811	0.0095	0.0083	0.0099	0.0079	0.0002
2	2939116	2896215	42901	23479	1220	501	19422	0.0066	0.0080	0.0068	0.0078	0.0002
3	2939116	2891347	47769	23143	1173	672	24626	0.0084	0.0079	0.0086	0.0077	0.0002
4	2939116	2890864	48252	22965	1266	594	25287	0.0086	0.0078	0.0088	0.0076	0.0002
5	2939116	2891515	47601	22684	1316	722	24917	0.0085	0.0077	0.0087	0.0075	0.0002
6	2939116	2886024	53092	22339	1146	424	30753	0.0105	0.0076	0.0107	0.0074	0.0001
7	2939116	2900336	38780	21743	769	345	17037	0.0058	0.0074	0.0059	0.0073	0.0001
8	2939116	2893224	45892	21820	761	416	24072	0.0082	0.0074	0.0083	0.0073	0.0001
9	2939116	2895387	43729	21896	818	402	21833	0.0074	0.0074	0.0076	0.0073	0.0001
10	2939116	2887346	51770	21861	966	564	29909	0.0102	0.0074	0.0103	0.0073	0.0002
11	2939116	2884614	54502	21253	1008	444	33249	0.0113	0.0072	0.0115	0.0071	0.0002
12	2939116	2895488	43628	20371	848	404	23257	0.0079	0.0069	0.0081	0.0068	0.0001
13	2939116	2891774	47342	20511	861	457	26831	0.0091	0.0070	0.0093	0.0068	0.0002
14	2939116	2892251	46865	20353	954	497	26512	0.0090	0.0069	0.0092	0.0068	0.0002
15	2939116	2879011	60105	20667	1284	787	39438	0.0134	0.0070	0.0136	0.0068	0.0003
16	2939116	2871188	67928	21140	1412	625	46788	0.0159	0.0072	0.0162	0.0070	0.0002
17	2939116	2888711	50405	20442	1199	574	29963	0.0102	0.0070	0.0104	0.0068	0.0002
18	2939116	2878596	60520	20557	1317	743	39963	0.0136	0.0070	0.0138	0.0068	0.0003
19	2939116	2880083	59033	21155	1552	809	37878	0.0129	0.0072	0.0132	0.0069	0.0003
20	2939116	2861175	77941	21333	2073	1264	56608	0.0193	0.0073	0.0196	0.0069	0.0004
21	2939116	2850250	88866	21602	2638	1374	67264	0.0229	0.0073	0.0233	0.0069	0.0005
22	2939116	2860561	78555	21711	2606	1232	56844	0.0193	0.0074	0.0198	0.0069	0.0004
23	2939116	2861653	77463	21615	2538	1306	55848	0.0190	0.0074	0.0194	0.0069	0.0004
24	2939116	2855149	83967	22558	3145	1839	61409	0.0209	0.0077	0.0214	0.0071	0.0006
25	2939116	2825091	114025	24998	5199	3360	89027	0.0303	0.0085	0.0312	0.0076	0.0011
26	2939116	2808117	130999	26078	6754	3394	104921	0.0357	0.0089	0.0368	0.0077	0.0012
27	2939116	2817768	121348	25146	6570	3176	96202	0.0327	0.0086	0.0338	0.0074	0.0011
28	2939116	2818600	120516	25301	6670	3494	95215	0.0324	0.0086	0.0335	0.0075	0.0012
29	2939116	2797124	141992	26486	8549	5055	115506	0.0393	0.0090	0.0408	0.0076	0.0017
30	2939116	2760693	178423	34883	21518	16463	143540	0.0488	0.0119	0.0525	0.0082	0.0056
31	2939116	2515204	423912	40729	32941	16478	383183	0.1304	0.0139	0.1360	0.0083	0.0056
32	2939116	2741291	197825	33879	25290	8812	163946	0.0558	0.0115	0.0601	0.0072	0.0030
33	2939116	2730587	208529	35276	23566	14754	173253	0.0589	0.0120	0.0630	0.0080	0.0050
34	2939116	2689521	249595	20704	14754	0	228891	0.0779	0.0070	0.0804	0.0045	0.0000
