Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	623532	615507	8025	2667	337	337	5358	0.0086	0.0043	0.0089	0.0040	0.0005
1	623532	612444	11088	5168	485	148	5920	0.0095	0.0083	0.0099	0.0079	0.0002
2	623532	614405	9127	4889	258	110	4238	0.0068	0.0078	0.0070	0.0076	0.0002
3	623532	613536	9996	4791	256	146	5205	0.0083	0.0077	0.0086	0.0075	0.0002
4	623532	613415	10117	4758	260	114	5359	0.0086	0.0076	0.0088	0.0074	0.0002
5	623532	613528	10004	4759	241	127	5245	0.0084	0.0076	0.0086	0.0074	0.0002
6	623532	612395	11137	4723	218	91	6414	0.0103	0.0076	0.0105	0.0074	0.0001
7	623532	614968	8564	4655	169	78	3909	0.0063	0.0075	0.0064	0.0073	0.0001
8	623532	613497	10035	4668	168	90	5367	0.0086	0.0075	0.0087	0.0074	0.0001
9	623532	614095	9437	4606	178	88	4831	0.0077	0.0074	0.0079	0.0072	0.0001
10	623532	612364	11168	4625	228	140	6543	0.0105	0.0074	0.0107	0.0072	0.0002
11	623532	612030	11502	4508	241	101	6994	0.0112	0.0072	0.0114	0.0070	0.0002
12	623532	614023	9509	4233	200	99	5276	0.0085	0.0068	0.0086	0.0066	0.0002
13	623532	613080	10452	4336	200	101	6116	0.0098	0.0070	0.0100	0.0068	0.0002
14	623532	613384	10148	4290	217	116	5858	0.0094	0.0069	0.0096	0.0067	0.0002
15	623532	610606	12926	4318	300	184	8608	0.0138	0.0069	0.0140	0.0067	0.0003
16	623532	609363	14169	4399	330	146	9770	0.0157	0.0071	0.0159	0.0068	0.0002
17	623532	612625	10907	4193	282	136	6714	0.0108	0.0067	0.0110	0.0065	0.0002
18	623532	610151	13381	4527	278	142	8854	0.0142	0.0073	0.0144	0.0070	0.0002
19	623532	610746	12786	4546	349	207	8240	0.0132	0.0073	0.0135	0.0070	0.0003
20	623532	606656	16876	4438	480	273	12438	0.0199	0.0071	0.0203	0.0067	0.0004
21	623532	604776	18756	4687	569	296	14069	0.0226	0.0075	0.0230	0.0071	0.0005
22	623532	606061	17471	4710	579	283	12761	0.0205	0.0076	0.0209	0.0071	0.0005
23	623532	606537	16995	4609	596	313	12386	0.0199	0.0074	0.0203	0.0069	0.0005
24	623532	605441	18091	4776	741	428	13315	0.0214	0.0077	0.0219	0.0071	0.0007
25	623532	598959	24573	5331	1097	669	19242	0.0309	0.0085	0.0317	0.0077	0.0011
26	623532	596254	27278	5581	1430	761	21697	0.0348	0.0090	0.0359	0.0078	0.0012
27	623532	596074	27458	5542	1482	721	21916	0.0351	0.0089	0.0363	0.0077	0.0012
28	623532	596901	26631	5607	1555	834	21024	0.0337	0.0090	0.0350	0.0077	0.0013
29	623532	592815	30717	5681	1975	1141	25036	0.0402	0.0091	0.0417	0.0075	0.0018
30	623532	585153	38379	7296	4721	3580	31083	0.0498	0.0117	0.0536	0.0079	0.0057
31	623532	533271	90261	8717	7253	3673	81544	0.1308	0.0140	0.1366	0.0082	0.0059
32	623532	578824	44708	7405	5726	2053	37303	0.0598	0.0119	0.0644	0.0073	0.0033
33	623532	578235	45297	7548	5240	3187	37749	0.0605	0.0121	0.0647	0.0079	0.0051
34	623532	570843	52689	4403	3187	0	48286	0.0774	0.0071	0.0800	0.0045	0.0000
