Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	1802018	1777912	24106	8177	1041	1041	15929	0.0088	0.0045	0.0091	0.0042	0.0006
1	1802018	1768756	33262	16099	1487	446	17163	0.0095	0.0089	0.0099	0.0085	0.0002
2	1802018	1774770	27248	15438	779	333	11810	0.0066	0.0086	0.0068	0.0084	0.0002
3	1802018	1771669	30349	15103	773	440	15246	0.0085	0.0084	0.0087	0.0082	0.0002
4	1802018	1771666	30352	14956	787	347	15396	0.0085	0.0083	0.0088	0.0081	0.0002
5	1802018	1771993	30025	14722	752	405	15303	0.0085	0.0082	0.0087	0.0080	0.0002
6	1802018	1768605	33413	14536	675	270	18877	0.0105	0.0081	0.0107	0.0079	0.0001
7	1802018	1777025	24993	14375	489	219	10618	0.0059	0.0080	0.0060	0.0078	0.0001
8	1802018	1772605	29413	14422	486	267	14991	0.0083	0.0080	0.0085	0.0079	0.0001
9	1802018	1774337	27681	14263	524	257	13418	0.0074	0.0079	0.0076	0.0078	0.0001
10	1802018	1769358	32660	14095	573	316	18565	0.0103	0.0078	0.0105	0.0077	0.0002
11	1802018	1767897	34121	13782	595	279	20339	0.0113	0.0076	0.0115	0.0075	0.0002
12	1802018	1774288	27730	13283	558	279	14447	0.0080	0.0074	0.0082	0.0072	0.0002
13	1802018	1771940	30078	13334	590	311	16744	0.0093	0.0074	0.0095	0.0072	0.0002
14	1802018	1772007	30011	13442	640	329	16569	0.0092	0.0075	0.0094	0.0073	0.0002
15	1802018	1763972	38046	13604	798	469	24442	0.0136	0.0075	0.0138	0.0073	0.0003
16	1802018	1759519	42499	13823	876	407	28676	0.0159	0.0077	0.0162	0.0074	0.0002
17	1802018	1769771	32247	13427	770	363	18820	0.0104	0.0075	0.0107	0.0072	0.0002
18	1802018	1764058	37960	13403	776	413	24557	0.0136	0.0074	0.0138	0.0072	0.0002
19	1802018	1764616	37402	13917	934	521	23485	0.0130	0.0077	0.0133	0.0075	0.0003
20	1802018	1752818	49200	14157	1365	844	35043	0.0194	0.0079	0.0198	0.0075	0.0005
21	1802018	1746934	55084	14152	1659	815	40932	0.0227	0.0079	0.0232	0.0074	0.0005
22	1802018	1752670	49348	13970	1642	827	35378	0.0196	0.0078	0.0201	0.0073	0.0005
23	1802018	1753682	48336	13834	1557	730	34502	0.0191	0.0077	0.0196	0.0072	0.0004
24	1802018	1749596	52422	14564	1881	1151	37858	0.0210	0.0081	0.0215	0.0076	0.0006
25	1802018	1731275	70743	16001	3193	2042	54742	0.0304	0.0089	0.0313	0.0080	0.0011
26	1802018	1721496	80522	16688	4018	1976	63834	0.0354	0.0093	0.0365	0.0081	0.0011
27	1802018	1726097	75921	16374	3953	1977	59547	0.0330	0.0091	0.0341	0.0080	0.0011
28	1802018	1726239	75779	16497	4273	2296	59282	0.0329	0.0092	0.0341	0.0080	0.0013
29	1802018	1713900	88118	16986	5453	3157	71132	0.0395	0.0094	0.0410	0.0079	0.0018
30	1802018	1691930	110088	21677	13231	10074	88411	0.0491	0.0120	0.0527	0.0084	0.0056
31	1802018	1541403	260615	25414	19914	9840	235201	0.1305	0.0141	0.1360	0.0086	0.0055
32	1802018	1678629	123389	21634	15296	5456	101755	0.0565	0.0120	0.0607	0.0078	0.0030
33	1802018	1672666	129352	22556	14425	8969	106796	0.0593	0.0125	0.0633	0.0085	0.0050
34	1802018	1649016	153002	13181	8969	0	139821	0.0776	0.0073	0.0801	0.0048	0.0000
