Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	3716921	3665753	51168	17306	2110	2110	33862	0.0091	0.0047	0.0094	0.0044	0.0006
1	3716921	3648033	68888	33811	3021	911	35077	0.0094	0.0091	0.0098	0.0087	0.0002
2	3716921	3660169	56752	32422	1593	682	24330	0.0065	0.0087	0.0068	0.0085	0.0002
3	3716921	3653816	63105	31713	1617	935	31392	0.0084	0.0085	0.0087	0.0083	0.0003
4	3716921	3653773	63148	31351	1652	717	31797	0.0086	0.0084	0.0088	0.0082	0.0002
5	3716921	3654576	62345	30872	1588	871	31473	0.0085	0.0083	0.0087	0.0081	0.0002
6	3716921	3647654	69267	30520	1378	507	38747	0.0104	0.0082	0.0106	0.0080	0.0001
7	3716921	3665728	51193	30028	937	430	21165	0.0057	0.0081	0.0058	0.0080	0.0001
8	3716921	3657211	59710	29928	998	568	29782	0.0080	0.0081	0.0081	0.0079	0.0002
9	3716921	3659556	57365	29907	1104	536	27458	0.0074	0.0080	0.0075	0.0079	0.0001
10	3716921	3649805	67116	29589	1198	662	37527	0.0101	0.0080	0.0103	0.0078	0.0002
11	3716921	3646612	70309	28708	1235	573	41601	0.0112	0.0077	0.0114	0.0076	0.0002
12	3716921	3659985	56936	27867	1058	485	29069	0.0078	0.0075	0.0080	0.0074	0.0001
13	3716921	3654910	62011	28272	1033	548	33739	0.0091	0.0076	0.0092	0.0075	0.0001
14	3716921	3655349	61572	28068	1242	694	33504	0.0090	0.0076	0.0092	0.0074	0.0002
15	3716921	3638852	78069	28406	1717	1023	49663	0.0134	0.0076	0.0136	0.0074	0.0003
16	3716921	3628959	87962	29081	1806	783	58881	0.0158	0.0078	0.0161	0.0076	0.0002
17	3716921	3651846	65075	27975	1519	736	37100	0.0100	0.0075	0.0102	0.0073	0.0002
18	3716921	3639470	77451	28029	1598	862	49422	0.0133	0.0075	0.0135	0.0073	0.0002
19	3716921	3641076	75845	28891	1927	1065	46954	0.0126	0.0078	0.0129	0.0075	0.0003
20	3716921	3616895	100026	29168	2761	1696	70858	0.0191	0.0078	0.0194	0.0075	0.0005
21	3716921	3602976	113945	29814	3293	1597	84131	0.0226	0.0080	0.0231	0.0076	0.0004
22	3716921	3616689	100232	29468	3192	1595	70764	0.0190	0.0079	0.0195	0.0075	0.0004
23	3716921	3618013	98908	29046	3164	1569	69862	0.0188	0.0078	0.0192	0.0074	0.0004
24	3716921	3609327	107594	30737	3874	2305	76857	0.0207	0.0083	0.0212	0.0077	0.0006
25	3716921	3571567	145354	33632	6394	4089	111722	0.0301	0.0090	0.0309	0.0082	0.0011
26	3716921	3551129	165792	35014	8175	4086	130778	0.0352	0.0094	0.0363	0.0083	0.0011
27	3716921	3563051	153870	33962	8096	4010	119908	0.0323	0.0091	0.0333	0.0080	0.0011
28	3716921	3563408	153513	33793	8483	4473	119720	0.0322	0.0091	0.0334	0.0080	0.0012
29	3716921	3538169	178752	35173	10896	6423	143579	0.0386	0.0095	0.0401	0.0080	0.0017
30	3716921	3491230	225691	45594	27293	20870	180097	0.0485	0.0123	0.0521	0.0086	0.0056
31	3716921	3184263	532658	52760	41296	20426	479898	0.1291	0.0142	0.1347	0.0086	0.0055
32	3716921	3468241	248680	44308	31163	10737	204372	0.0550	0.0119	0.0592	0.0077	0.0029
33	3716921	3453686	263235	46626	28997	18260	216609	0.0583	0.0125	0.0622	0.0086	0.0049
34	3716921	3402259	314662	27353	18260	0	287309	0.0773	0.0074	0.0798	0.0049	0.0000
