Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	1670176	1648143	22033	6762	1002	1002	15271	0.0091	0.0040	0.0094	0.0037	0.0006
1	1670176	1640908	29268	13160	1435	433	16108	0.0096	0.0079	0.0101	0.0075	0.0003
2	1670176	1646763	23413	12514	749	316	10899	0.0065	0.0075	0.0067	0.0073	0.0002
3	1670176	1643872	26304	12282	707	391	14022	0.0084	0.0074	0.0086	0.0071	0.0002
4	1670176	1643537	26639	12097	682	291	14542	0.0087	0.0072	0.0089	0.0070	0.0002
5	1670176	1643939	26237	11972	708	417	14265	0.0085	0.0072	0.0088	0.0070	0.0002
6	1670176	1640688	29488	11799	672	255	17689	0.0106	0.0071	0.0108	0.0069	0.0002
7	1670176	1648821	21355	11577	452	197	9778	0.0059	0.0069	0.0060	0.0068	0.0001
8	1670176	1644697	25479	11767	458	261	13712	0.0082	0.0070	0.0083	0.0069	0.0002
9	1670176	1645631	24545	11749	512	251	12796	0.0077	0.0070	0.0078	0.0069	0.0002
10	1670176	1641400	28776	11519	550	299	17257	0.0103	0.0069	0.0105	0.0067	0.0002
11	1670176	1639897	30279	11152	540	241	19127	0.0115	0.0067	0.0116	0.0065	0.0001
12	1670176	1645843	24333	10701	472	231	13632	0.0082	0.0064	0.0083	0.0063	0.0001
13	1670176	1643771	26405	10722	474	243	15683	0.0094	0.0064	0.0095	0.0063	0.0001
14	1670176	1644218	25958	10835	520	277	15123	0.0091	0.0065	0.0092	0.0063	0.0002
15	1670176	1636341	33835	10951	732	455	22884	0.0137	0.0066	0.0139	0.0063	0.0003
16	1670176	1631559	38617	11128	815	360	27489	0.0165	0.0067	0.0167	0.0064	0.0002
17	1670176	1641898	28278	10812	705	345	17466	0.0105	0.0065	0.0107	0.0063	0.0002
18	1670176	1636045	34131	10875	736	391	23256	0.0139	0.0065	0.0141	0.0063	0.0002
19	1670176	1636898	33278	11309	864	473	21969	0.0132	0.0068	0.0134	0.0065	0.0003
20	1670176	1625771	44405	11587	1231	758	32818	0.0196	0.0069	0.0200	0.0066	0.0005
21	1670176	1619805	50371	11660	1510	752	38711	0.0232	0.0070	0.0236	0.0065	0.0005
22	1670176	1625003	45173	11522	1493	741	33651	0.0201	0.0069	0.0206	0.0065	0.0004
23	1670176	1625567	44609	11462	1535	794	33147	0.0198	0.0069	0.0203	0.0064	0.0005
24	1670176	1622256	47920	11980	1828	1034	35940	0.0215	0.0072	0.0221	0.0066	0.0006
25	1670176	1604599	65577	13345	2904	1870	52232	0.0313	0.0080	0.0321	0.0071	0.0011
26	1670176	1595986	74190	13971	3888	2018	60219	0.0361	0.0084	0.0372	0.0072	0.0012
27	1670176	1599832	70344	13722	3926	1908	56622	0.0339	0.0082	0.0351	0.0070	0.0011
28	1670176	1600789	69387	13792	4098	2190	55595	0.0333	0.0083	0.0345	0.0070	0.0013
29	1670176	1588801	81375	14232	5169	2979	67143	0.0402	0.0085	0.0417	0.0070	0.0018
30	1670176	1567431	102745	19294	12663	9684	83451	0.0500	0.0116	0.0538	0.0078	0.0058
31	1670176	1426235	243941	22913	19268	9584	221028	0.1323	0.0137	0.1381	0.0080	0.0057
32	1670176	1556129	114047	18862	14732	5148	95185	0.0570	0.0113	0.0614	0.0069	0.0031
33	1670176	1549432	120744	19695	13837	8689	101049	0.0605	0.0118	0.0646	0.0077	0.0052
34	1670176	1526316	143860	11710	8689	0	132150	0.0791	0.0070	0.0817	0.0044	0.0000
