Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	2357529	2325037	32492	11073	1284	1284	21419	0.0091	0.0047	0.0094	0.0044	0.0005
1	2357529	2313297	44232	21783	1788	504	22449	0.0095	0.0092	0.0099	0.0089	0.0002
2	2357529	2320786	36743	21113	965	461	15630	0.0066	0.0090	0.0068	0.0088	0.0002
3	2357529	2317087	40442	20621	1013	552	19821	0.0084	0.0087	0.0086	0.0085	0.0002
4	2357529	2316635	40894	20542	1033	481	20352	0.0086	0.0087	0.0089	0.0085	0.0002
5	2357529	2317162	40367	20409	1043	562	19958	0.0085	0.0087	0.0087	0.0084	0.0002
6	2357529	2312999	44530	20108	908	346	24422	0.0104	0.0085	0.0106	0.0083	0.0001
7	2357529	2324005	33524	19879	630	284	13645	0.0058	0.0084	0.0059	0.0083	0.0001
8	2357529	2318718	38811	19699	622	338	19112	0.0081	0.0084	0.0082	0.0082	0.0001
9	2357529	2320230	37299	19647	664	326	17652	0.0075	0.0083	0.0076	0.0082	0.0001
10	2357529	2313790	43739	19641	752	426	24098	0.0102	0.0083	0.0104	0.0082	0.0002
11	2357529	2312158	45371	18829	776	350	26542	0.0113	0.0080	0.0114	0.0078	0.0001
12	2357529	2320847	36682	18025	680	330	18657	0.0079	0.0076	0.0081	0.0075	0.0001
13	2357529	2317211	40318	18509	656	326	21809	0.0093	0.0079	0.0094	0.0077	0.0001
14	2357529	2317316	40213	18783	762	436	21430	0.0091	0.0080	0.0093	0.0078	0.0002
15	2357529	2307328	50201	18735	1034	598	31466	0.0133	0.0079	0.0136	0.0077	0.0003
16	2357529	2301761	55768	18852	1095	497	36916	0.0157	0.0080	0.0159	0.0078	0.0002
17	2357529	2315201	42328	18332	962	465	23996	0.0102	0.0078	0.0104	0.0076	0.0002
18	2357529	2307346	50183	18557	1037	572	31626	0.0134	0.0079	0.0136	0.0077	0.0002
19	2357529	2307922	49607	19111	1221	649	30496	0.0129	0.0081	0.0132	0.0078	0.0003
20	2357529	2293448	64081	18967	1712	1063	45114	0.0191	0.0080	0.0195	0.0077	0.0005
21	2357529	2285117	72412	19378	2061	998	53034	0.0225	0.0082	0.0229	0.0078	0.0004
22	2357529	2292387	65142	19423	2004	1006	45719	0.0194	0.0082	0.0198	0.0078	0.0004
23	2357529	2293553	63976	19154	2090	1084	44822	0.0190	0.0081	0.0195	0.0077	0.0005
24	2357529	2288348	69181	20101	2577	1493	49080	0.0208	0.0085	0.0214	0.0080	0.0006
25	2357529	2264284	93245	21754	4072	2579	71491	0.0303	0.0092	0.0312	0.0084	0.0011
26	2357529	2251658	105871	22675	5276	2697	83196	0.0353	0.0096	0.0364	0.0085	0.0011
27	2357529	2257848	99681	22174	5299	2602	77507	0.0329	0.0094	0.0340	0.0083	0.0011
28	2357529	2259432	98097	21865	5480	2878	76232	0.0323	0.0093	0.0335	0.0081	0.0012
29	2357529	2242977	114552	22540	6923	4045	92012	0.0390	0.0096	0.0405	0.0081	0.0017
30	2357529	2213537	143992	29021	17086	13041	114971	0.0488	0.0123	0.0524	0.0087	0.0055
31	2357529	2018776	338753	33641	26063	13022	305112	0.1294	0.0143	0.1349	0.0087	0.0055
32	2357529	2197118	160411	28499	19869	6847	131912	0.0560	0.0121	0.0602	0.0079	0.0029
33	2357529	2188550	168979	29930	18787	11940	139049	0.0590	0.0127	0.0630	0.0087	0.0051
34	2357529	2157657	199872	17482	11940	0	182390	0.0774	0.0074	0.0799	0.0049	0.0000
