Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	1002539	989734	12805	3895	582	582	8910	0.0089	0.0039	0.0092	0.0036	0.0006
1	1002539	985295	17244	7560	827	245	9684	0.0097	0.0075	0.0101	0.0071	0.0002
2	1002539	988543	13996	7118	455	210	6878	0.0069	0.0071	0.0071	0.0069	0.0002
3	1002539	987283	15256	6854	430	220	8402	0.0084	0.0068	0.0086	0.0066	0.0002
4	1002539	987080	15459	6805	424	204	8654	0.0086	0.0068	0.0088	0.0066	0.0002
5	1002539	987240	15299	6806	458	254	8493	0.0085	0.0068	0.0087	0.0066	0.0003
6	1002539	985507	17032	6593	413	159	10439	0.0104	0.0066	0.0106	0.0064	0.0002
7	1002539	989932	12607	6368	285	126	6239	0.0062	0.0064	0.0064	0.0062	0.0001
8	1002539	987629	14910	6462	270	144	8448	0.0084	0.0064	0.0086	0.0063	0.0001
9	1002539	988121	14418	6620	298	154	7798	0.0078	0.0066	0.0079	0.0065	0.0002
10	1002539	985247	17292	6678	359	205	10614	0.0106	0.0067	0.0108	0.0065	0.0002
11	1002539	984730	17809	6412	367	162	11397	0.0114	0.0064	0.0116	0.0062	0.0002
12	1002539	987965	14574	6090	312	150	8484	0.0085	0.0061	0.0086	0.0059	0.0001
13	1002539	986934	15605	6073	297	147	9532	0.0095	0.0061	0.0097	0.0059	0.0001
14	1002539	986992	15547	6040	343	196	9507	0.0095	0.0060	0.0097	0.0059	0.0002
15	1002539	982604	19935	6185	473	277	13750	0.0137	0.0062	0.0140	0.0059	0.0003
16	1002539	980464	22075	6329	500	223	15746	0.0157	0.0063	0.0160	0.0061	0.0002
17	1002539	985517	17022	6185	448	225	10837	0.0108	0.0062	0.0110	0.0059	0.0002
18	1002539	982509	20030	6186	459	234	13844	0.0138	0.0062	0.0140	0.0059	0.0002
19	1002539	982858	19681	6295	517	283	13386	0.0134	0.0063	0.0136	0.0060	0.0003
20	1002539	976471	26068	6396	724	441	19672	0.0196	0.0064	0.0200	0.0060	0.0004
21	1002539	973679	28860	6532	898	457	22328	0.0223	0.0065	0.0227	0.0061	0.0005
22	1002539	975622	26917	6523	897	440	20394	0.0203	0.0065	0.0208	0.0061	0.0004
23	1002539	976322	26217	6358	879	439	19859	0.0198	0.0063	0.0202	0.0059	0.0004
24	1002539	974169	28370	6715	1131	692	21655	0.0216	0.0067	0.0222	0.0061	0.0007
25	1002539	963990	38549	7636	1743	1051	30913	0.0308	0.0076	0.0317	0.0067	0.0010
26	1002539	959603	42936	7927	2211	1160	35009	0.0349	0.0079	0.0360	0.0068	0.0012
27	1002539	960057	42482	7643	2335	1175	34839	0.0348	0.0076	0.0359	0.0065	0.0012
28	1002539	961047	41492	7779	2485	1310	33713	0.0336	0.0078	0.0349	0.0065	0.0013
29	1002539	954641	47898	8181	3073	1763	39717	0.0396	0.0082	0.0411	0.0066	0.0018
30	1002539	942043	60496	11049	7550	5787	49447	0.0493	0.0110	0.0531	0.0073	0.0058
31	1002539	857847	144692	13078	11651	5864	131614	0.1313	0.0130	0.1371	0.0072	0.0058
32	1002539	932795	69744	10764	8974	3110	58980	0.0588	0.0107	0.0633	0.0063	0.0031
33	1002539	930641	71898	11267	8120	5010	60631	0.0605	0.0112	0.0645	0.0072	0.0050
34	1002539	918560	83979	6704	5010	0	77275	0.0771	0.0067	0.0796	0.0042	0.0000
