Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	1072198	1058521	13677	4355	624	624	9322	0.0087	0.0041	0.0090	0.0038	0.0006
1	1072198	1053590	18608	8483	864	240	10125	0.0094	0.0079	0.0098	0.0075	0.0002
2	1072198	1056755	15443	8227	476	236	7216	0.0067	0.0077	0.0070	0.0075	0.0002
3	1072198	1055084	17114	7972	470	234	9142	0.0085	0.0074	0.0087	0.0072	0.0002
4	1072198	1055035	17163	7889	436	202	9274	0.0086	0.0074	0.0089	0.0072	0.0002
5	1072198	1055008	17190	8029	451	249	9161	0.0085	0.0075	0.0088	0.0073	0.0002
6	1072198	1053190	19008	7812	396	147	11196	0.0104	0.0073	0.0106	0.0071	0.0001
7	1072198	1058104	14094	7611	297	150	6483	0.0060	0.0071	0.0062	0.0070	0.0001
8	1072198	1055427	16771	7727	303	153	9044	0.0084	0.0072	0.0086	0.0071	0.0001
9	1072198	1056322	15876	7699	311	158	8177	0.0076	0.0072	0.0078	0.0070	0.0001
10	1072198	1053414	18784	7503	350	192	11281	0.0105	0.0070	0.0107	0.0068	0.0002
11	1072198	1052646	19552	7305	356	164	12247	0.0114	0.0068	0.0116	0.0066	0.0002
12	1072198	1056294	15904	7046	334	170	8858	0.0083	0.0066	0.0084	0.0064	0.0002
13	1072198	1054830	17368	7093	332	162	10275	0.0096	0.0066	0.0097	0.0065	0.0002
14	1072198	1055116	17082	7063	372	210	10019	0.0093	0.0066	0.0095	0.0064	0.0002
15	1072198	1050239	21959	7053	522	312	14906	0.0139	0.0066	0.0141	0.0063	0.0003
16	1072198	1047970	24228	7276	562	250	16952	0.0158	0.0068	0.0161	0.0065	0.0002
17	1072198	1053275	18923	7118	467	217	11805	0.0110	0.0066	0.0112	0.0064	0.0002
18	1072198	1050138	22060	7039	494	277	15021	0.0140	0.0066	0.0142	0.0063	0.0003
19	1072198	1050757	21441	7321	592	315	14120	0.0132	0.0068	0.0134	0.0066	0.0003
20	1072198	1043720	28478	7441	805	490	21037	0.0196	0.0069	0.0200	0.0066	0.0005
21	1072198	1040263	31935	7520	1000	510	24415	0.0228	0.0070	0.0232	0.0065	0.0005
22	1072198	1042475	29723	7565	1001	491	22158	0.0207	0.0071	0.0211	0.0066	0.0005
23	1072198	1043179	29019	7544	987	496	21475	0.0200	0.0070	0.0205	0.0066	0.0005
24	1072198	1041372	30826	7989	1204	708	22837	0.0213	0.0075	0.0219	0.0069	0.0007
25	1072198	1030291	41907	8749	1907	1199	33158	0.0309	0.0082	0.0318	0.0073	0.0011
26	1072198	1025423	46775	9132	2442	1243	37643	0.0351	0.0085	0.0362	0.0074	0.0012
27	1072198	1026074	46124	9069	2469	1226	37055	0.0346	0.0085	0.0357	0.0073	0.0011
28	1072198	1027237	44961	9014	2592	1366	35947	0.0335	0.0084	0.0347	0.0072	0.0013
29	1072198	1020197	52001	9316	3199	1833	42685	0.0398	0.0087	0.0413	0.0072	0.0017
30	1072198	1006214	65984	12462	7999	6166	53522	0.0499	0.0116	0.0536	0.0079	0.0058
31	1072198	916675	155523	14774	12529	6363	140749	0.1313	0.0138	0.1371	0.0079	0.0059
32	1072198	996470	75728	12384	9734	3371	63344	0.0591	0.0116	0.0636	0.0070	0.0031
33	1072198	994438	77760	12657	8954	5583	65103	0.0607	0.0118	0.0649	0.0076	0.0052
34	1072198	980865	91333	7389	5583	0	83944	0.0783	0.0069	0.0809	0.0043	0.0000
