Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	356016	351552	4464	1397	237	237	3067	0.0086	0.0039	0.0089	0.0036	0.0007
1	356016	349759	6257	2735	320	83	3522	0.0099	0.0077	0.0103	0.0072	0.0002
2	356016	350877	5139	2628	155	72	2511	0.0071	0.0074	0.0073	0.0072	0.0002
3	356016	350509	5507	2459	153	81	3048	0.0086	0.0069	0.0088	0.0067	0.0002
4	356016	350624	5392	2316	151	70	3076	0.0086	0.0065	0.0089	0.0063	0.0002
5	356016	350558	5458	2344	148	78	3114	0.0087	0.0066	0.0090	0.0064	0.0002
6	356016	349840	6176	2361	135	57	3815	0.0107	0.0066	0.0109	0.0064	0.0002
7	356016	351283	4733	2312	107	50	2421	0.0068	0.0065	0.0069	0.0063	0.0001
8	356016	350424	5592	2339	111	61	3253	0.0091	0.0066	0.0093	0.0064	0.0002
9	356016	350791	5225	2340	110	49	2885	0.0081	0.0066	0.0083	0.0064	0.0001
10	356016	349709	6307	2318	123	74	3989	0.0112	0.0065	0.0114	0.0063	0.0002
11	356016	349666	6350	2203	141	67	4147	0.0116	0.0062	0.0118	0.0060	0.0002
12	356016	350662	5354	2149	122	55	3205	0.0090	0.0060	0.0092	0.0059	0.0002
13	356016	350237	5779	2196	106	51	3583	0.0101	0.0062	0.0102	0.0060	0.0001
14	356016	350360	5656	2098	125	74	3558	0.0100	0.0059	0.0102	0.0057	0.0002
15	356016	348788	7228	2113	177	103	5115	0.0144	0.0059	0.0146	0.0057	0.0003
16	356016	348166	7850	2132	189	86	5718	0.0161	0.0060	0.0163	0.0057	0.0002
17	356016	349570	6446	2152	167	81	4294	0.0121	0.0060	0.0123	0.0058	0.0002
18	356016	348470	7546	2292	191	110	5254	0.0148	0.0064	0.0150	0.0062	0.0003
19	356016	348628	7388	2324	233	123	5064	0.0142	0.0065	0.0145	0.0062	0.0003
20	356016	346348	9668	2285	286	163	7383	0.0207	0.0064	0.0211	0.0060	0.0005
21	356016	345461	10555	2347	327	164	8208	0.0231	0.0066	0.0235	0.0061	0.0005
22	356016	345959	10057	2382	338	174	7675	0.0216	0.0067	0.0220	0.0062	0.0005
23	356016	346255	9761	2437	330	156	7324	0.0206	0.0068	0.0210	0.0064	0.0004
24	356016	345547	10469	2564	384	228	7905	0.0222	0.0072	0.0227	0.0067	0.0006
25	356016	341692	14324	2672	672	444	11652	0.0327	0.0075	0.0337	0.0066	0.0012
26	356016	340194	15822	2830	867	423	12992	0.0365	0.0079	0.0377	0.0067	0.0012
27	356016	339899	16117	2845	898	475	13272	0.0373	0.0080	0.0385	0.0067	0.0013
28	356016	340386	15630	2902	959	484	12728	0.0358	0.0082	0.0371	0.0068	0.0014
29	356016	338271	17745	2972	1208	724	14773	0.0415	0.0083	0.0432	0.0067	0.0020
30	356016	333444	22572	3982	2849	2125	18590	0.0522	0.0112	0.0562	0.0072	0.0060
31	356016	303207	52809	4917	4392	2267	47892	0.1345	0.0138	0.1407	0.0076	0.0064
32	356016	329553	26463	4137	3464	1197	22326	0.0627	0.0116	0.0676	0.0068	0.0034
33	356016	328991	27025	4292	3093	1896	22733	0.0639	0.0121	0.0682	0.0077	0.0053
34	356016	324863	31153	2548	1896	0	28605	0.0803	0.0072	0.0830	0.0045	0.0000
