Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	5827388	5740335	87053	25487	3363	3363	61566	0.0106	0.0044	0.0109	0.0041	0.0006
1	5827388	5681038	146350	48367	5576	2213	97983	0.0168	0.0083	0.0173	0.0078	0.0004
2	5827388	5742915	84473	44948	3582	1369	39525	0.0068	0.0077	0.0071	0.0074	0.0002
3	5827388	5741911	85477	43332	2729	1360	42145	0.0072	0.0074	0.0075	0.0072	0.0002
4	5827388	5734400	92988	44877	4765	3405	48111	0.0083	0.0077	0.0087	0.0073	0.0006
5	5827388	5518997	308391	46754	6699	3294	261637	0.0449	0.0080	0.0455	0.0074	0.0006
6	5827388	5726871	100517	44786	4356	1062	55731	0.0096	0.0077	0.0099	0.0073	0.0002
7	5827388	5741218	86170	42463	1901	839	43707	0.0075	0.0073	0.0077	0.0071	0.0001
8	5827388	5744767	82621	42422	1791	952	40199	0.0069	0.0073	0.0071	0.0071	0.0002
9	5827388	5731794	95594	43080	1877	925	52514	0.0090	0.0074	0.0092	0.0072	0.0002
10	5827388	5736011	91377	43146	1765	840	48231	0.0083	0.0074	0.0084	0.0073	0.0001
11	5827388	5724137	103251	42804	1789	949	60447	0.0104	0.0073	0.0105	0.0072	0.0002
12	5827388	5732736	94652	42228	2701	1752	52424	0.0090	0.0072	0.0092	0.0070	0.0003
13	5827388	5668129	159259	43116	3849	2097	116143	0.0199	0.0074	0.0203	0.0071	0.0004
14	5827388	5718424	108964	42446	3183	1086	66518	0.0114	0.0073	0.0117	0.0070	0.0002
15	5827388	5719517	107871	42412	3087	2001	65459	0.0112	0.0073	0.0115	0.0070	0.0003
16	5827388	5628363	199025	45079	4325	2324	153946	0.0264	0.0077	0.0268	0.0074	0.0004
17	5827388	5714601	112787	43477	3491	1167	69310	0.0119	0.0075	0.0122	0.0072	0.0002
18	5827388	5713484	113904	41627	2708	1541	72277	0.0124	0.0071	0.0126	0.0069	0.0003
19	5827388	5687799	139589	44476	4328	2787	95113	0.0163	0.0076	0.0167	0.0073	0.0005
20	5827388	5633113	194275	46083	5910	3123	148192	0.0254	0.0079	0.0259	0.0074	0.0005
21	5827388	5650147	177241	46288	6024	2901	130953	0.0225	0.0079	0.0230	0.0074	0.0005
22	5827388	5661895	165493	46505	5706	2805	118988	0.0204	0.0080	0.0209	0.0075	0.0005
23	5827388	5662295	165093	45435	6319	3514	119658	0.0205	0.0078	0.0211	0.0073	0.0006
24	5827388	5629876	197512	48626	9271	5757	148886	0.0255	0.0083	0.0263	0.0075	0.0010
25	5827388	5561131	266257	53458	11995	6238	212799	0.0365	0.0092	0.0375	0.0081	0.0011
26	5827388	5587802	239586	54190	12863	6625	185396	0.0318	0.0093	0.0329	0.0082	0.0011
27	5827388	5553237	274151	57100	16568	9943	217051	0.0372	0.0098	0.0387	0.0084	0.0017
28	5827388	5492628	334760	60906	21725	11782	273854	0.0470	0.0105	0.0489	0.0086	0.0020
29	5827388	5510815	316573	64459	28405	16623	252114	0.0433	0.0111	0.0457	0.0086	0.0029
30	5827388	5363026	464362	67589	34558	17935	396773	0.0681	0.0116	0.0711	0.0086	0.0031
31	5827388	5445743	381645	72179	42993	25058	309466	0.0531	0.0124	0.0568	0.0087	0.0043
32	5827388	5197475	629913	51991	35133	10075	577922	0.0992	0.0089	0.1022	0.0059	0.0017
33	5827388	5363496	463892	100955	185559	175484	362937	0.0623	0.0173	0.0782	0.0014	0.0301
34	5827388	1530327	4297061	87219	175484	0	4209842	0.7224	0.0150	0.7375	-0.0001	0.0000
