Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	408189	402238	5951	2034	232	232	3917	0.0096	0.0050	0.0099	0.0047	0.0006
1	408189	397841	10348	3844	376	144	6504	0.0159	0.0094	0.0164	0.0090	0.0004
2	408189	402004	6185	3458	233	89	2727	0.0067	0.0085	0.0070	0.0082	0.0002
3	408189	402080	6109	3270	181	92	2839	0.0070	0.0080	0.0072	0.0078	0.0002
4	408189	401611	6578	3474	325	233	3104	0.0076	0.0085	0.0080	0.0081	0.0006
5	408189	387134	21055	3594	458	225	17461	0.0428	0.0088	0.0433	0.0082	0.0006
6	408189	400928	7261	3355	294	69	3906	0.0096	0.0082	0.0099	0.0079	0.0002
7	408189	401942	6247	3215	124	55	3032	0.0074	0.0079	0.0076	0.0077	0.0001
8	408189	402174	6015	3199	120	65	2816	0.0069	0.0078	0.0070	0.0077	0.0002
9	408189	401369	6820	3231	124	59	3589	0.0088	0.0079	0.0089	0.0078	0.0001
10	408189	401602	6587	3235	123	64	3352	0.0082	0.0079	0.0084	0.0078	0.0002
11	408189	400867	7322	3249	138	74	4073	0.0100	0.0080	0.0101	0.0078	0.0002
12	408189	401251	6938	3221	184	110	3717	0.0091	0.0079	0.0093	0.0077	0.0003
13	408189	397231	10958	3146	253	143	7812	0.0191	0.0077	0.0194	0.0074	0.0004
14	408189	400546	7643	3167	213	70	4476	0.0110	0.0078	0.0112	0.0075	0.0002
15	408189	400400	7789	3172	196	126	4617	0.0113	0.0078	0.0116	0.0075	0.0003
16	408189	394849	13340	3309	280	154	10031	0.0246	0.0081	0.0249	0.0078	0.0004
17	408189	399940	8249	3227	242	88	5022	0.0123	0.0079	0.0126	0.0076	0.0002
18	408189	399907	8282	3077	197	109	5205	0.0128	0.0075	0.0130	0.0073	0.0003
19	408189	398552	9637	3302	318	209	6335	0.0155	0.0081	0.0159	0.0077	0.0005
20	408189	394199	13990	3450	427	218	10540	0.0258	0.0085	0.0263	0.0079	0.0005
21	408189	396115	12074	3545	409	191	8529	0.0209	0.0087	0.0214	0.0082	0.0005
22	408189	395574	12615	3629	436	245	8986	0.0220	0.0089	0.0225	0.0084	0.0006
23	408189	395964	12225	3530	519	274	8695	0.0213	0.0086	0.0219	0.0080	0.0007
24	408189	394485	13704	3661	695	421	10043	0.0246	0.0090	0.0255	0.0081	0.0010
25	408189	388849	19340	4009	870	449	15331	0.0376	0.0098	0.0386	0.0088	0.0011
26	408189	392037	16152	4105	934	485	12047	0.0295	0.0101	0.0307	0.0089	0.0012
27	408189	387498	20691	4334	1257	772	16357	0.0401	0.0106	0.0416	0.0091	0.0019
28	408189	383820	24369	4482	1618	846	19887	0.0487	0.0110	0.0507	0.0090	0.0021
29	408189	386597	21592	4703	2117	1271	16889	0.0414	0.0115	0.0440	0.0089	0.0031
30	408189	373866	34323	4969	2514	1243	29354	0.0719	0.0122	0.0750	0.0091	0.0030
31	408189	382573	25616	5203	2913	1670	20413	0.0500	0.0127	0.0536	0.0092	0.0041
32	408189	361597	46592	3784	2458	788	42808	0.1049	0.0093	0.1079	0.0063	0.0019
33	408189	374432	33757	7261	13390	12602	26496	0.0649	0.0178	0.0813	0.0014	0.0309
34	408189	108876	299313	6226	12602	0	293087	0.7180	0.0153	0.7335	-0.0002	0.0000
