Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	2049118	2019316	29802	9017	1179	1179	20785	0.0101	0.0044	0.0104	0.0041	0.0006
1	2049118	1997904	51214	17174	1876	697	34040	0.0166	0.0084	0.0171	0.0079	0.0003
2	2049118	2020035	29083	15743	1139	442	13340	0.0065	0.0077	0.0068	0.0074	0.0002
3	2049118	2019779	29339	15091	872	430	14248	0.0070	0.0074	0.0072	0.0072	0.0002
4	2049118	2017408	31710	15479	1551	1121	16231	0.0079	0.0076	0.0083	0.0072	0.0005
5	2049118	1943181	105937	15876	2266	1145	90061	0.0440	0.0077	0.0445	0.0072	0.0006
6	2049118	2014661	34457	15404	1518	373	19053	0.0093	0.0075	0.0097	0.0071	0.0002
7	2049118	2019091	30027	14510	669	296	15517	0.0076	0.0071	0.0077	0.0069	0.0001
8	2049118	2020745	28373	14385	654	358	13988	0.0068	0.0070	0.0070	0.0069	0.0002
9	2049118	2016103	33015	14757	691	333	18258	0.0089	0.0072	0.0091	0.0070	0.0002
10	2049118	2017541	31577	14853	651	318	16724	0.0082	0.0072	0.0083	0.0071	0.0002
11	2049118	2013259	35859	14853	667	349	21006	0.0103	0.0072	0.0104	0.0071	0.0002
12	2049118	2016223	32895	14593	911	562	18302	0.0089	0.0071	0.0092	0.0069	0.0003
13	2049118	1994115	55003	14846	1290	728	40157	0.0196	0.0072	0.0199	0.0069	0.0004
14	2049118	2011521	37597	14675	1119	391	22922	0.0112	0.0072	0.0115	0.0069	0.0002
15	2049118	2011648	37470	14629	1101	710	22841	0.0111	0.0071	0.0114	0.0069	0.0003
16	2049118	1980723	68395	15559	1489	779	52836	0.0258	0.0076	0.0261	0.0072	0.0004
17	2049118	2009804	39314	14969	1242	463	24345	0.0119	0.0073	0.0122	0.0070	0.0002
18	2049118	2009105	40013	14494	1001	538	25519	0.0125	0.0071	0.0127	0.0068	0.0003
19	2049118	2001107	48011	15482	1550	1012	32529	0.0159	0.0076	0.0163	0.0072	0.0005
20	2049118	1981223	67895	15894	2184	1172	52001	0.0254	0.0078	0.0259	0.0072	0.0006
21	2049118	1987797	61321	15882	2224	1052	45439	0.0222	0.0078	0.0227	0.0072	0.0005
22	2049118	1991255	57863	15891	2080	1028	41972	0.0205	0.0078	0.0210	0.0072	0.0005
23	2049118	1991295	57823	15691	2222	1194	42132	0.0206	0.0077	0.0211	0.0071	0.0006
24	2049118	1980878	68240	17155	3235	2041	51085	0.0249	0.0084	0.0257	0.0076	0.0010
25	2049118	1954922	94196	18725	4281	2240	75471	0.0368	0.0091	0.0379	0.0081	0.0011
26	2049118	1967114	82004	18661	4550	2310	63343	0.0309	0.0091	0.0320	0.0080	0.0011
27	2049118	1951727	97391	19805	6177	3867	77586	0.0379	0.0097	0.0394	0.0082	0.0019
28	2049118	1931271	117847	21047	8148	4281	96800	0.0472	0.0103	0.0492	0.0083	0.0021
29	2049118	1940119	108999	22284	10114	5833	86715	0.0423	0.0109	0.0448	0.0084	0.0028
30	2049118	1885473	163645	23576	12019	6186	140069	0.0684	0.0115	0.0713	0.0086	0.0030
31	2049118	1917994	131124	24905	14797	8611	106219	0.0518	0.0122	0.0554	0.0085	0.0042
32	2049118	1825778	223340	17795	12178	3567	205545	0.1003	0.0087	0.1033	0.0057	0.0017
33	2049118	1885640	163478	35297	65693	62126	128181	0.0626	0.0172	0.0786	0.0012	0.0303
34	2049118	537074	1512044	30555	62126	0	1481489	0.7230	0.0149	0.7381	-0.0002	0.0000
