Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	3729795	3674096	55699	17283	2155	2155	38416	0.0103	0.0046	0.0106	0.0043	0.0006
1	3729795	3634457	95338	32976	3519	1364	62362	0.0167	0.0088	0.0172	0.0084	0.0004
2	3729795	3674222	55573	30544	2189	825	25029	0.0067	0.0082	0.0070	0.0079	0.0002
3	3729795	3674008	55787	29147	1648	823	26640	0.0071	0.0078	0.0074	0.0076	0.0002
4	3729795	3668988	60807	30234	2976	2153	30573	0.0082	0.0081	0.0086	0.0077	0.0006
5	3729795	3533151	196644	31665	4271	2118	164979	0.0442	0.0085	0.0448	0.0079	0.0006
6	3729795	3663791	66004	30461	2797	679	35543	0.0095	0.0082	0.0099	0.0078	0.0002
7	3729795	3673006	56789	28982	1212	533	27807	0.0075	0.0078	0.0076	0.0076	0.0001
8	3729795	3675272	54523	28963	1134	601	25560	0.0069	0.0078	0.0070	0.0076	0.0002
9	3729795	3667002	62793	29333	1172	571	33460	0.0090	0.0079	0.0091	0.0077	0.0002
10	3729795	3669956	59839	29200	1111	540	30639	0.0082	0.0078	0.0084	0.0077	0.0001
11	3729795	3662332	67463	29068	1139	599	38395	0.0103	0.0078	0.0104	0.0076	0.0002
12	3729795	3667685	62110	28830	1746	1147	33280	0.0089	0.0077	0.0092	0.0075	0.0003
13	3729795	3626367	103428	29609	2485	1338	73819	0.0198	0.0079	0.0201	0.0076	0.0004
14	3729795	3658880	70915	29183	2061	723	41732	0.0112	0.0078	0.0115	0.0075	0.0002
15	3729795	3659225	70570	28885	1950	1227	41685	0.0112	0.0077	0.0114	0.0075	0.0003
16	3729795	3601885	127910	30673	2648	1421	97237	0.0261	0.0082	0.0264	0.0079	0.0004
17	3729795	3655361	74434	30020	2284	863	44414	0.0119	0.0080	0.0122	0.0077	0.0002
18	3729795	3654445	75350	29047	1890	1027	46303	0.0124	0.0078	0.0127	0.0075	0.0003
19	3729795	3638730	91065	30530	2895	1868	60535	0.0162	0.0082	0.0166	0.0078	0.0005
20	3729795	3603818	125977	31283	3935	2067	94694	0.0254	0.0084	0.0259	0.0079	0.0006
21	3729795	3615495	114300	31368	3793	1726	82932	0.0222	0.0084	0.0227	0.0079	0.0005
22	3729795	3622463	107332	31446	3539	1813	75886	0.0203	0.0084	0.0208	0.0080	0.0005
23	3729795	3623309	106486	30819	4039	2226	75667	0.0203	0.0083	0.0208	0.0077	0.0006
24	3729795	3602340	127455	32998	5966	3740	94457	0.0253	0.0088	0.0261	0.0080	0.0010
25	3729795	3557885	171910	35918	7779	4039	135992	0.0365	0.0096	0.0375	0.0086	0.0011
26	3729795	3575732	154063	36606	8287	4248	117457	0.0315	0.0098	0.0326	0.0087	0.0011
27	3729795	3552577	177218	38592	10994	6746	138626	0.0372	0.0103	0.0386	0.0089	0.0018
28	3729795	3513869	215926	40828	14280	7534	175098	0.0469	0.0109	0.0489	0.0090	0.0020
29	3729795	3526408	203387	43024	18183	10649	160363	0.0430	0.0115	0.0454	0.0091	0.0029
30	3729795	3430885	298910	44788	22127	11478	254122	0.0681	0.0120	0.0711	0.0090	0.0031
31	3729795	3485581	244214	47937	27201	15723	196277	0.0526	0.0129	0.0563	0.0092	0.0042
32	3729795	3324872	404923	34399	22288	6565	370524	0.0993	0.0092	0.1023	0.0062	0.0018
33	3729795	3431983	297812	64972	118672	112107	232840	0.0624	0.0174	0.0783	0.0015	0.0301
34	3729795	980265	2749530	56079	112107	0	2693451	0.7221	0.0150	0.7372	0.0000	0.0000
