Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	1490144	1468522	21622	6826	835	835	14796	0.0099	0.0046	0.0102	0.0043	0.0006
1	1490144	1452507	37637	13027	1395	560	24610	0.0165	0.0087	0.0170	0.0083	0.0004
2	1490144	1468241	21903	11997	873	313	9906	0.0066	0.0081	0.0069	0.0078	0.0002
3	1490144	1468323	21821	11309	650	337	10512	0.0071	0.0076	0.0073	0.0074	0.0002
4	1490144	1466794	23350	11678	1142	805	11672	0.0078	0.0078	0.0082	0.0075	0.0005
5	1490144	1413134	77010	12171	1661	856	64839	0.0435	0.0082	0.0441	0.0076	0.0006
6	1490144	1464700	25444	11499	1109	253	13945	0.0094	0.0077	0.0097	0.0073	0.0002
7	1490144	1467907	22237	10925	471	218	11312	0.0076	0.0073	0.0077	0.0072	0.0001
8	1490144	1468525	21619	11057	478	260	10562	0.0071	0.0074	0.0072	0.0073	0.0002
9	1490144	1465594	24550	11230	475	215	13320	0.0089	0.0075	0.0091	0.0074	0.0001
10	1490144	1466540	23604	11174	445	230	12430	0.0083	0.0075	0.0085	0.0073	0.0002
11	1490144	1463831	26313	11100	477	247	15213	0.0102	0.0074	0.0104	0.0073	0.0002
12	1490144	1465484	24660	11158	687	440	13502	0.0091	0.0075	0.0093	0.0073	0.0003
13	1490144	1449305	40839	11358	988	548	29481	0.0198	0.0076	0.0201	0.0073	0.0004
14	1490144	1462495	27649	11048	833	285	16601	0.0111	0.0074	0.0114	0.0071	0.0002
15	1490144	1462410	27734	11077	829	544	16657	0.0112	0.0074	0.0115	0.0072	0.0004
16	1490144	1440160	49984	11701	1142	598	38283	0.0257	0.0079	0.0261	0.0075	0.0004
17	1490144	1460727	29417	11412	942	344	18005	0.0121	0.0077	0.0124	0.0073	0.0002
18	1490144	1460313	29831	11042	769	425	18789	0.0126	0.0074	0.0129	0.0072	0.0003
19	1490144	1454746	35398	11579	1136	711	23819	0.0160	0.0078	0.0164	0.0074	0.0005
20	1490144	1440127	50017	12143	1501	790	37874	0.0254	0.0081	0.0259	0.0076	0.0005
21	1490144	1445485	44659	12257	1563	773	32402	0.0217	0.0082	0.0223	0.0077	0.0005
22	1490144	1447118	43026	12002	1510	737	31024	0.0208	0.0081	0.0213	0.0075	0.0005
23	1490144	1447889	42255	11660	1566	829	30595	0.0205	0.0078	0.0211	0.0073	0.0006
24	1490144	1440144	50000	12770	2254	1425	37230	0.0250	0.0086	0.0257	0.0078	0.0010
25	1490144	1421122	69022	14104	3046	1621	54918	0.0369	0.0095	0.0379	0.0084	0.0011
26	1490144	1430087	60057	14188	3376	1755	45869	0.0308	0.0095	0.0319	0.0084	0.0012
27	1490144	1417736	72408	15006	4529	2774	57402	0.0385	0.0101	0.0400	0.0086	0.0019
28	1490144	1403551	86593	15784	5883	3109	70809	0.0475	0.0106	0.0495	0.0086	0.0021
29	1490144	1410331	79813	16634	7386	4277	63179	0.0424	0.0112	0.0449	0.0087	0.0029
30	1490144	1369133	121011	17417	8905	4628	103594	0.0695	0.0117	0.0725	0.0087	0.0031
31	1490144	1394681	95463	18570	10996	6368	76893	0.0516	0.0125	0.0553	0.0088	0.0043
32	1490144	1324643	165501	13559	9089	2721	151942	0.1020	0.0091	0.1050	0.0060	0.0018
33	1490144	1369229	120915	26373	48372	45651	94542	0.0634	0.0177	0.0797	0.0015	0.0306
34	1490144	391719	1098425	22749	45651	0	1075676	0.7219	0.0153	0.7372	-0.0001	0.0000
