Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	22140	21731	409	168	15	15	241	0.0109	0.0076	0.0112	0.0073	0.0007
1	22140	21430	710	324	27	12	386	0.0174	0.0146	0.0180	0.0140	0.0005
2	22140	21628	512	324	16	4	188	0.0085	0.0146	0.0089	0.0143	0.0002
3	22140	21626	514	318	13	9	196	0.0089	0.0144	0.0091	0.0141	0.0004
4	22140	21621	519	310	21	12	209	0.0094	0.0140	0.0099	0.0136	0.0005
5	22140	20865	1275	318	27	15	957	0.0432	0.0144	0.0438	0.0138	0.0007
6	22140	21630	510	277	18	3	233	0.0105	0.0125	0.0109	0.0121	0.0001
7	22140	21690	450	248	4	1	202	0.0091	0.0112	0.0092	0.0111	0.0000
8	22140	21688	452	285	5	4	167	0.0075	0.0129	0.0076	0.0128	0.0002
9	22140	21639	501	304	7	3	197	0.0089	0.0137	0.0090	0.0136	0.0001
10	22140	21681	459	281	6	3	178	0.0080	0.0127	0.0082	0.0126	0.0001
11	22140	21616	524	285	9	6	239	0.0108	0.0129	0.0110	0.0127	0.0003
12	22140	21648	492	283	10	4	209	0.0094	0.0128	0.0097	0.0126	0.0002
13	22140	21423	717	276	12	8	441	0.0199	0.0125	0.0202	0.0122	0.0004
14	22140	21606	534	301	13	5	233	0.0105	0.0136	0.0108	0.0133	0.0002
15	22140	21545	595	309	16	11	286	0.0129	0.0140	0.0133	0.0136	0.0005
16	22140	21224	916	296	23	12	620	0.0280	0.0134	0.0285	0.0129	0.0005
17	22140	21537	603	299	15	3	304	0.0137	0.0135	0.0140	0.0132	0.0001
18	22140	21578	562	270	9	6	292	0.0132	0.0122	0.0134	0.0120	0.0003
19	22140	21478	662	279	21	15	383	0.0173	0.0126	0.0178	0.0121	0.0007
20	22140	21209	931	301	30	15	630	0.0285	0.0136	0.0291	0.0129	0.0007
21	22140	21407	733	281	32	17	452	0.0204	0.0127	0.0211	0.0120	0.0008
22	22140	21321	819	312	30	13	507	0.0229	0.0141	0.0236	0.0134	0.0006
23	22140	21343	797	296	27	14	501	0.0226	0.0134	0.0232	0.0128	0.0006
24	22140	21269	871	305	37	23	566	0.0256	0.0138	0.0264	0.0130	0.0010
25	22140	20804	1336	356	44	21	980	0.0443	0.0161	0.0453	0.0151	0.0009
26	22140	21151	989	337	54	33	652	0.0294	0.0152	0.0307	0.0140	0.0015
27	22140	20784	1356	340	78	45	1016	0.0459	0.0154	0.0477	0.0136	0.0020
28	22140	20544	1596	392	95	50	1204	0.0544	0.0177	0.0565	0.0156	0.0023
29	22140	20703	1437	416	118	68	1021	0.0461	0.0188	0.0488	0.0161	0.0031
30	22140	19883	2257	406	152	84	1851	0.0836	0.0183	0.0870	0.0149	0.0038
31	22140	20543	1597	398	178	94	1199	0.0542	0.0180	0.0582	0.0140	0.0042
32	22140	19249	2891	295	156	62	2596	0.1173	0.0133	0.1208	0.0098	0.0028
33	22140	19946	2194	475	809	747	1719	0.0776	0.0215	0.0959	0.0032	0.0337
34	22140	5998	16142	379	747	0	15763	0.7120	0.0171	0.7288	0.0003	0.0000
