Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	582400	574152	8248	2812	297	297	5436	0.0093	0.0048	0.0096	0.0046	0.0005
1	582400	567690	14710	5470	509	212	9240	0.0159	0.0094	0.0163	0.0090	0.0004
2	582400	573373	9027	5192	344	132	3835	0.0066	0.0089	0.0069	0.0086	0.0002
3	582400	573444	8956	4852	260	128	4104	0.0070	0.0083	0.0073	0.0081	0.0002
4	582400	573188	9212	4818	444	316	4394	0.0075	0.0083	0.0079	0.0079	0.0005
5	582400	552588	29812	5060	611	295	24752	0.0425	0.0087	0.0430	0.0082	0.0005
6	582400	572073	10327	4991	388	93	5336	0.0092	0.0086	0.0095	0.0082	0.0002
7	582400	573283	9117	4668	187	94	4449	0.0076	0.0080	0.0078	0.0079	0.0002
8	582400	573531	8869	4626	201	107	4243	0.0073	0.0079	0.0075	0.0078	0.0002
9	582400	572482	9918	4707	188	81	5211	0.0089	0.0081	0.0091	0.0079	0.0001
10	582400	572751	9649	4707	178	97	4942	0.0085	0.0081	0.0086	0.0079	0.0002
11	582400	571958	10442	4753	196	99	5689	0.0098	0.0082	0.0099	0.0080	0.0002
12	582400	572408	9992	4722	311	212	5270	0.0090	0.0081	0.0093	0.0078	0.0004
13	582400	566004	16396	4771	417	205	11625	0.0200	0.0082	0.0203	0.0078	0.0004
14	582400	571282	11118	4685	322	117	6433	0.0110	0.0080	0.0113	0.0078	0.0002
15	582400	571054	11346	4644	308	191	6702	0.0115	0.0080	0.0118	0.0077	0.0003
16	582400	563447	18953	4882	441	250	14071	0.0242	0.0084	0.0245	0.0080	0.0004
17	582400	570298	12102	4844	363	113	7258	0.0125	0.0083	0.0128	0.0080	0.0002
18	582400	570460	11940	4687	262	149	7253	0.0125	0.0080	0.0127	0.0078	0.0003
19	582400	568457	13943	4842	434	285	9101	0.0156	0.0083	0.0160	0.0079	0.0005
20	582400	562520	19880	4808	624	339	15072	0.0259	0.0083	0.0264	0.0077	0.0006
21	582400	565440	16960	4768	634	295	12192	0.0209	0.0082	0.0215	0.0076	0.0005
22	582400	565060	17340	4938	592	297	12402	0.0213	0.0085	0.0218	0.0080	0.0005
23	582400	565347	17053	4940	627	330	12113	0.0208	0.0085	0.0213	0.0079	0.0006
24	582400	562689	19711	5395	975	645	14316	0.0246	0.0093	0.0254	0.0084	0.0011
25	582400	554260	28140	5904	1248	603	22236	0.0382	0.0101	0.0393	0.0091	0.0010
26	582400	559132	23268	5985	1264	661	17283	0.0297	0.0103	0.0308	0.0092	0.0011
27	582400	552819	29581	6347	1792	1131	23234	0.0399	0.0109	0.0414	0.0094	0.0019
28	582400	547439	34961	6557	2362	1231	28404	0.0488	0.0113	0.0508	0.0092	0.0021
29	582400	551142	31258	6819	2935	1704	24439	0.0420	0.0117	0.0445	0.0092	0.0029
30	582400	533496	48904	7091	3516	1812	41813	0.0718	0.0122	0.0748	0.0092	0.0031
31	582400	545645	36755	7500	4320	2508	29255	0.0502	0.0129	0.0539	0.0092	0.0043
32	582400	515953	66447	5415	3549	1041	61032	0.1048	0.0093	0.1078	0.0063	0.0018
33	582400	534113	48287	10303	19220	18179	37984	0.0652	0.0177	0.0817	0.0012	0.0312
34	582400	153934	428466	8881	18179	0	419585	0.7204	0.0152	0.7360	-0.0004	0.0000
