Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	1037101	1022271	14830	4939	595	595	9891	0.0095	0.0048	0.0098	0.0045	0.0006
1	1037101	1010946	26155	9212	990	395	16943	0.0163	0.0089	0.0168	0.0084	0.0004
2	1037101	1021929	15172	8449	640	245	6723	0.0065	0.0081	0.0068	0.0078	0.0002
3	1037101	1021614	15487	8068	450	205	7419	0.0072	0.0078	0.0074	0.0076	0.0002
4	1037101	1020905	16196	8228	755	550	7968	0.0077	0.0079	0.0080	0.0076	0.0005
5	1037101	984332	52769	8493	1135	585	44276	0.0427	0.0082	0.0432	0.0076	0.0006
6	1037101	1019355	17746	8156	784	199	9590	0.0092	0.0079	0.0096	0.0075	0.0002
7	1037101	1021167	15934	8014	357	158	7920	0.0076	0.0077	0.0078	0.0076	0.0002
8	1037101	1021913	15188	8047	315	157	7141	0.0069	0.0078	0.0070	0.0076	0.0002
9	1037101	1020111	16990	8025	312	155	8965	0.0086	0.0077	0.0088	0.0076	0.0001
10	1037101	1020784	16317	7904	300	145	8413	0.0081	0.0076	0.0083	0.0075	0.0001
11	1037101	1018729	18372	7868	350	205	10504	0.0101	0.0076	0.0103	0.0074	0.0002
12	1037101	1019649	17452	7974	524	319	9478	0.0091	0.0077	0.0094	0.0074	0.0003
13	1037101	1008830	28271	8139	679	360	20132	0.0194	0.0078	0.0197	0.0075	0.0003
14	1037101	1017772	19329	7919	540	180	11410	0.0110	0.0076	0.0113	0.0074	0.0002
15	1037101	1017626	19475	7889	523	343	11586	0.0112	0.0076	0.0114	0.0074	0.0003
16	1037101	1002714	34387	8412	749	406	25975	0.0250	0.0081	0.0254	0.0078	0.0004
17	1037101	1016396	20705	8130	622	216	12575	0.0121	0.0078	0.0124	0.0075	0.0002
18	1037101	1016581	20520	7759	530	314	12761	0.0123	0.0075	0.0126	0.0072	0.0003
19	1037101	1012668	24433	8177	833	519	16256	0.0157	0.0079	0.0161	0.0075	0.0005
20	1037101	1002252	34849	8439	1079	560	26410	0.0255	0.0081	0.0260	0.0076	0.0005
21	1037101	1006522	30579	8479	1090	530	22100	0.0213	0.0082	0.0218	0.0077	0.0005
22	1037101	1006479	30622	8565	1088	558	22057	0.0213	0.0083	0.0218	0.0077	0.0005
23	1037101	1006970	30131	8439	1202	644	21692	0.0209	0.0081	0.0215	0.0076	0.0006
24	1037101	1002792	34309	9075	1688	1044	25234	0.0243	0.0088	0.0251	0.0079	0.0010
25	1037101	988604	48497	9827	2174	1130	38670	0.0373	0.0095	0.0383	0.0084	0.0011
26	1037101	996075	41026	9800	2280	1150	31226	0.0301	0.0094	0.0312	0.0084	0.0011
27	1037101	986149	50952	10558	3128	1978	40394	0.0389	0.0102	0.0405	0.0087	0.0019
28	1037101	976039	61062	11216	4141	2163	49846	0.0481	0.0108	0.0501	0.0088	0.0021
29	1037101	982244	54857	11601	5252	3089	43256	0.0417	0.0112	0.0442	0.0087	0.0030
30	1037101	951669	85432	12057	6275	3186	73375	0.0708	0.0116	0.0738	0.0086	0.0031
31	1037101	972138	64963	12842	7583	4397	52121	0.0503	0.0124	0.0539	0.0087	0.0042
32	1037101	920211	116890	9360	6376	1979	107530	0.1037	0.0090	0.1068	0.0060	0.0019
33	1037101	952607	84494	18230	33820	31841	66264	0.0639	0.0176	0.0802	0.0013	0.0307
34	1037101	274608	762493	15692	31841	0	746801	0.7201	0.0151	0.7354	-0.0002	0.0000
