Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	1093222	1077930	15292	4566	637	637	10726	0.0098	0.0042	0.0101	0.0039	0.0006
1	1093222	1066624	26598	8637	1039	402	17961	0.0164	0.0079	0.0169	0.0074	0.0004
2	1093222	1078121	15101	8015	655	253	7086	0.0065	0.0073	0.0068	0.0070	0.0002
3	1093222	1077994	15228	7557	502	249	7671	0.0070	0.0069	0.0072	0.0067	0.0002
4	1093222	1077122	16100	7648	800	551	8452	0.0077	0.0070	0.0081	0.0066	0.0005
5	1093222	1038613	54609	7986	1103	552	46623	0.0426	0.0073	0.0432	0.0068	0.0005
6	1093222	1075568	17654	7718	766	214	9936	0.0091	0.0071	0.0094	0.0067	0.0002
7	1093222	1077793	15429	7318	394	180	8111	0.0074	0.0067	0.0076	0.0065	0.0002
8	1093222	1078227	14995	7386	358	178	7609	0.0070	0.0068	0.0071	0.0066	0.0002
9	1093222	1076084	17138	7663	325	147	9475	0.0087	0.0070	0.0088	0.0069	0.0001
10	1093222	1076871	16351	7515	299	152	8836	0.0081	0.0069	0.0082	0.0067	0.0001
11	1093222	1074928	18294	7461	329	177	10833	0.0099	0.0068	0.0101	0.0067	0.0002
12	1093222	1075813	17409	7573	519	342	9836	0.0090	0.0069	0.0092	0.0067	0.0003
13	1093222	1064346	28876	7626	701	359	21250	0.0194	0.0070	0.0198	0.0067	0.0003
14	1093222	1073915	19307	7438	549	190	11869	0.0109	0.0068	0.0111	0.0066	0.0002
15	1093222	1073774	19448	7427	561	371	12021	0.0110	0.0068	0.0113	0.0065	0.0003
16	1093222	1058150	35072	7891	798	427	27181	0.0249	0.0072	0.0252	0.0069	0.0004
17	1093222	1072598	20624	7777	681	254	12847	0.0118	0.0071	0.0121	0.0068	0.0002
18	1093222	1072315	20907	7434	522	268	13473	0.0123	0.0068	0.0126	0.0066	0.0002
19	1093222	1068387	24835	7714	808	540	17121	0.0157	0.0071	0.0160	0.0067	0.0005
20	1093222	1057310	35912	8033	1162	622	27879	0.0255	0.0073	0.0260	0.0068	0.0006
21	1093222	1062293	30929	8051	1150	528	22878	0.0209	0.0074	0.0215	0.0068	0.0005
22	1093222	1062653	30569	8039	1072	544	22530	0.0206	0.0074	0.0211	0.0069	0.0005
23	1093222	1063318	29904	7927	1162	618	21977	0.0201	0.0073	0.0206	0.0067	0.0006
24	1093222	1057889	35333	8462	1660	1042	26871	0.0246	0.0077	0.0253	0.0070	0.0010
25	1093222	1043145	50077	9405	2219	1177	40672	0.0372	0.0086	0.0382	0.0076	0.0011
26	1093222	1051010	42212	9699	2464	1287	32513	0.0297	0.0089	0.0309	0.0077	0.0012
27	1093222	1041088	52134	10258	3357	2070	41876	0.0383	0.0094	0.0398	0.0078	0.0019
28	1093222	1030856	62366	10746	4221	2151	51620	0.0472	0.0098	0.0491	0.0079	0.0020
29	1093222	1036769	56453	11311	5332	3181	45142	0.0413	0.0103	0.0437	0.0079	0.0029
30	1093222	1005154	88068	11885	6518	3337	76183	0.0697	0.0109	0.0727	0.0079	0.0031
31	1093222	1025568	67654	12772	7901	4564	54882	0.0502	0.0117	0.0538	0.0081	0.0042
32	1093222	972209	121013	9346	6578	2014	111667	0.1021	0.0085	0.1052	0.0055	0.0018
33	1093222	1006467	86755	18777	34913	32899	67978	0.0622	0.0172	0.0781	0.0012	0.0301
34	1093222	286959	806263	16273	32899	0	789990	0.7226	0.0149	0.7377	-0.0002	0.0000
