Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	8709726	8577826	131900	39091	5096	5096	92809	0.0107	0.0045	0.0109	0.0042	0.0006
1	8709726	8485859	223867	75100	8409	3313	148767	0.0171	0.0086	0.0176	0.0081	0.0004
2	8709726	8579693	130033	70323	5268	1955	59710	0.0069	0.0081	0.0072	0.0078	0.0002
3	8709726	8579222	130504	67432	3898	1943	63072	0.0072	0.0077	0.0075	0.0075	0.0002
4	8709726	8567076	142650	69853	7231	5288	72797	0.0084	0.0080	0.0088	0.0076	0.0006
5	8709726	8242667	467059	72811	10287	4999	394248	0.0453	0.0084	0.0459	0.0078	0.0006
6	8709726	8554811	154915	70103	6555	1556	84812	0.0097	0.0080	0.0101	0.0077	0.0002
7	8709726	8577690	132036	66111	2823	1267	65925	0.0076	0.0076	0.0077	0.0074	0.0001
8	8709726	8583656	126070	65774	2736	1469	60296	0.0069	0.0076	0.0071	0.0074	0.0002
9	8709726	8563300	146426	66884	2818	1349	79542	0.0091	0.0077	0.0093	0.0075	0.0002
10	8709726	8570527	139199	66845	2660	1311	72354	0.0083	0.0077	0.0085	0.0075	0.0002
11	8709726	8550805	158921	67312	2874	1563	91609	0.0105	0.0077	0.0107	0.0076	0.0002
12	8709726	8563378	146348	66802	4233	2670	79546	0.0091	0.0077	0.0094	0.0074	0.0003
13	8709726	8468213	241513	67682	5714	3044	173831	0.0200	0.0078	0.0203	0.0074	0.0003
14	8709726	8542860	166866	66690	4765	1721	100176	0.0115	0.0077	0.0118	0.0074	0.0002
15	8709726	8544622	165104	66656	4716	2995	98448	0.0113	0.0077	0.0116	0.0074	0.0003
16	8709726	8405952	303774	70474	6448	3453	233300	0.0268	0.0081	0.0272	0.0077	0.0004
17	8709726	8536865	172861	68037	5331	1878	104824	0.0120	0.0078	0.0123	0.0075	0.0002
18	8709726	8535550	174176	65468	4239	2361	108708	0.0125	0.0075	0.0127	0.0073	0.0003
19	8709726	8496627	213099	68897	6677	4316	144202	0.0166	0.0079	0.0169	0.0075	0.0005
20	8709726	8415793	293933	70984	9153	4837	222949	0.0256	0.0081	0.0261	0.0076	0.0006
21	8709726	8440411	269315	71768	9140	4303	197547	0.0227	0.0082	0.0232	0.0077	0.0005
22	8709726	8459317	250409	72111	8505	4202	178298	0.0205	0.0083	0.0210	0.0078	0.0005
23	8709726	8459931	249795	70385	9294	5092	179410	0.0206	0.0081	0.0211	0.0075	0.0006
24	8709726	8409630	300096	75301	13845	8753	224795	0.0258	0.0086	0.0266	0.0079	0.0010
25	8709726	8305656	404070	83034	18228	9475	321036	0.0369	0.0095	0.0379	0.0085	0.0011
26	8709726	8343023	366703	84473	19600	10125	282230	0.0324	0.0097	0.0335	0.0086	0.0012
27	8709726	8293594	416132	88885	25467	15342	327247	0.0376	0.0102	0.0390	0.0087	0.0018
28	8709726	8202771	506955	94514	33418	18076	412441	0.0474	0.0109	0.0493	0.0089	0.0021
29	8709726	8226833	482893	100266	43179	25103	382627	0.0439	0.0115	0.0464	0.0090	0.0029
30	8709726	8007613	702113	105075	52370	27267	597038	0.0685	0.0121	0.0716	0.0091	0.0031
31	8709726	8125929	583797	111910	65366	38099	471887	0.0542	0.0128	0.0579	0.0091	0.0044
32	8709726	7759918	949808	80176	53326	15227	869632	0.0998	0.0092	0.1029	0.0061	0.0017
33	8709726	8008092	701634	152760	279194	263967	548874	0.0630	0.0175	0.0790	0.0015	0.0303
34	8709726	2285320	6424406	131873	263967	0	6292533	0.7225	0.0151	0.7376	-0.0000	0.0000
