Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	1348996	1329991	19005	5455	828	828	13550	0.0100	0.0040	0.0104	0.0037	0.0006
1	1348996	1316291	32705	10326	1317	489	22379	0.0166	0.0077	0.0171	0.0072	0.0004
2	1348996	1330335	18661	9577	795	306	9084	0.0067	0.0071	0.0070	0.0068	0.0002
3	1348996	1330601	18395	9002	598	292	9393	0.0070	0.0067	0.0072	0.0065	0.0002
4	1348996	1328959	20037	9402	1033	741	10635	0.0079	0.0070	0.0083	0.0066	0.0005
5	1348996	1280885	68111	9964	1510	769	58147	0.0431	0.0074	0.0437	0.0068	0.0006
6	1348996	1327208	21788	9327	1028	259	12461	0.0092	0.0069	0.0096	0.0065	0.0002
7	1348996	1330151	18845	8806	468	209	10039	0.0074	0.0065	0.0076	0.0064	0.0002
8	1348996	1330893	18103	8845	437	228	9258	0.0069	0.0066	0.0070	0.0064	0.0002
9	1348996	1328225	20771	8991	453	225	11780	0.0087	0.0067	0.0089	0.0065	0.0002
10	1348996	1328994	20002	8960	452	227	11042	0.0082	0.0066	0.0084	0.0065	0.0002
11	1348996	1326452	22544	8843	438	211	13701	0.0102	0.0066	0.0103	0.0064	0.0002
12	1348996	1328012	20984	8944	619	408	12040	0.0089	0.0066	0.0092	0.0064	0.0003
13	1348996	1313453	35543	9146	873	465	26397	0.0196	0.0068	0.0199	0.0065	0.0003
14	1348996	1325219	23777	8980	703	238	14797	0.0110	0.0067	0.0112	0.0064	0.0002
15	1348996	1324994	24002	9025	672	434	14977	0.0111	0.0067	0.0114	0.0064	0.0003
16	1348996	1305293	43703	9612	928	494	34091	0.0253	0.0071	0.0256	0.0068	0.0004
17	1348996	1323635	25361	9365	791	297	15996	0.0119	0.0069	0.0122	0.0066	0.0002
18	1348996	1323346	25650	8872	656	359	16778	0.0124	0.0066	0.0127	0.0063	0.0003
19	1348996	1318244	30752	9414	998	639	21338	0.0158	0.0070	0.0162	0.0066	0.0005
20	1348996	1305226	43770	9575	1393	754	34195	0.0253	0.0071	0.0259	0.0066	0.0006
21	1348996	1310205	38791	9670	1391	637	29121	0.0216	0.0072	0.0221	0.0067	0.0005
22	1348996	1311373	37623	9957	1303	666	27666	0.0205	0.0074	0.0210	0.0069	0.0005
23	1348996	1311843	37153	9646	1458	792	27507	0.0204	0.0072	0.0209	0.0066	0.0006
24	1348996	1305619	43377	10308	2083	1291	33069	0.0245	0.0076	0.0253	0.0069	0.0010
25	1348996	1288547	60449	11394	2578	1287	49055	0.0364	0.0084	0.0373	0.0075	0.0010
26	1348996	1296403	52593	11461	2880	1593	41132	0.0305	0.0085	0.0316	0.0074	0.0012
27	1348996	1285766	63230	12177	4060	2467	51053	0.0378	0.0090	0.0394	0.0075	0.0018
28	1348996	1272171	76825	12997	5190	2723	63828	0.0473	0.0096	0.0492	0.0077	0.0020
29	1348996	1279056	69940	13883	6541	3818	56057	0.0416	0.0103	0.0440	0.0079	0.0028
30	1348996	1242024	106972	14721	7927	4109	92251	0.0684	0.0109	0.0713	0.0080	0.0030
31	1348996	1264801	84195	15784	9663	5554	68411	0.0507	0.0117	0.0543	0.0081	0.0041
32	1348996	1202035	146961	11428	8017	2463	135533	0.1005	0.0085	0.1034	0.0055	0.0018
33	1348996	1242703	106293	22859	42774	40311	83434	0.0618	0.0169	0.0777	0.0011	0.0299
34	1348996	355425	993571	19874	40311	0	973697	0.7218	0.0147	0.7367	-0.0002	0.0000
