Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	2421726	2385544	36182	11673	1365	1365	24509	0.0101	0.0048	0.0104	0.0045	0.0006
1	2421726	2359113	62613	22139	2292	927	40474	0.0167	0.0091	0.0172	0.0087	0.0004
2	2421726	2384688	37038	20737	1482	555	16301	0.0067	0.0086	0.0070	0.0083	0.0002
3	2421726	2384636	37090	19895	1066	511	17195	0.0071	0.0082	0.0073	0.0080	0.0002
4	2421726	2381965	39761	20165	1970	1459	19596	0.0081	0.0083	0.0085	0.0079	0.0006
5	2421726	2294628	127098	20875	2770	1311	106223	0.0439	0.0086	0.0444	0.0080	0.0005
6	2421726	2378943	42783	20176	1742	431	22607	0.0093	0.0083	0.0097	0.0080	0.0002
7	2421726	2383985	37741	19506	794	363	18235	0.0075	0.0081	0.0077	0.0079	0.0001
8	2421726	2385894	35832	19229	766	403	16603	0.0069	0.0079	0.0070	0.0078	0.0002
9	2421726	2381114	40612	19317	777	374	21295	0.0088	0.0080	0.0090	0.0078	0.0002
10	2421726	2382328	39398	19729	768	394	19669	0.0081	0.0081	0.0083	0.0080	0.0002
11	2421726	2377396	44330	19583	833	439	24747	0.0102	0.0081	0.0104	0.0079	0.0002
12	2421726	2380657	41069	19428	1180	741	21641	0.0089	0.0080	0.0092	0.0078	0.0003
13	2421726	2354348	67378	19920	1594	853	47458	0.0196	0.0082	0.0199	0.0079	0.0004
14	2421726	2375127	46599	19512	1331	478	27087	0.0112	0.0081	0.0115	0.0078	0.0002
15	2421726	2375322	46404	19555	1277	799	26849	0.0111	0.0081	0.0114	0.0078	0.0003
16	2421726	2339530	82196	20505	1695	896	61691	0.0255	0.0085	0.0258	0.0081	0.0004
17	2421726	2373019	48707	19718	1433	537	28989	0.0120	0.0081	0.0123	0.0078	0.0002
18	2421726	2372502	49224	19155	1216	679	30069	0.0124	0.0079	0.0127	0.0077	0.0003
19	2421726	2362987	58739	20306	1927	1248	38433	0.0159	0.0084	0.0163	0.0080	0.0005
20	2421726	2339769	81957	20659	2626	1378	61298	0.0253	0.0085	0.0259	0.0080	0.0006
21	2421726	2348102	73624	20689	2593	1215	52935	0.0219	0.0085	0.0224	0.0080	0.0005
22	2421726	2351727	69999	20898	2364	1149	49101	0.0203	0.0086	0.0208	0.0081	0.0005
23	2421726	2351823	69903	20397	2580	1431	49506	0.0204	0.0084	0.0210	0.0079	0.0006
24	2421726	2339358	82368	21844	3783	2352	60524	0.0250	0.0090	0.0258	0.0082	0.0010
25	2421726	2309826	111900	23890	4961	2609	88010	0.0363	0.0099	0.0374	0.0088	0.0011
26	2421726	2322547	99179	24270	5313	2704	74909	0.0309	0.0100	0.0320	0.0089	0.0011
27	2421726	2306178	115548	25469	6994	4290	90079	0.0372	0.0105	0.0386	0.0091	0.0018
28	2421726	2281266	140460	26627	9131	4841	113833	0.0470	0.0110	0.0489	0.0091	0.0020
29	2421726	2291054	130672	28219	11815	6974	102453	0.0423	0.0117	0.0447	0.0092	0.0029
30	2421726	2227288	194438	29507	14382	7408	164931	0.0681	0.0122	0.0711	0.0092	0.0031
31	2421726	2264747	156979	31136	17628	10220	125843	0.0520	0.0129	0.0556	0.0092	0.0042
32	2421726	2156775	264951	22504	14522	4302	242447	0.1001	0.0093	0.1031	0.0063	0.0018
33	2421726	2227474	194252	42311	77258	72956	151941	0.0627	0.0175	0.0787	0.0015	0.0301
34	2421726	634848	1786878	36307	72956	0	1750571	0.7229	0.0150	0.7379	-0.0001	0.0000
