Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	14514	13894	620	93	32	32	527	0.0363	0.0064	0.0374	0.0053	0.0022
1	14514	13778	736	174	49	17	562	0.0387	0.0120	0.0404	0.0103	0.0012
2	14514	13997	517	198	30	13	319	0.0220	0.0136	0.0230	0.0126	0.0009
3	14514	13921	593	209	40	27	384	0.0265	0.0144	0.0278	0.0130	0.0019
4	14514	13785	729	168	31	4	561	0.0387	0.0116	0.0397	0.0105	0.0003
5	14514	14218	296	163	4	0	133	0.0092	0.0112	0.0093	0.0111	0.0000
6	14514	14163	351	162	3	3	189	0.0130	0.0112	0.0131	0.0111	0.0002
7	14514	14245	269	151	4	1	118	0.0081	0.0104	0.0083	0.0103	0.0001
8	14514	14216	298	154	6	5	144	0.0099	0.0106	0.0101	0.0104	0.0003
9	14514	14123	391	170	8	3	221	0.0152	0.0117	0.0155	0.0114	0.0002
10	14514	14098	416	190	7	4	226	0.0156	0.0131	0.0158	0.0129	0.0003
11	14514	14164	350	184	6	2	166	0.0114	0.0127	0.0116	0.0125	0.0001
12	14514	14210	304	158	3	1	146	0.0101	0.0109	0.0101	0.0108	0.0001
13	14514	14192	322	148	4	3	174	0.0120	0.0102	0.0121	0.0101	0.0002
14	14514	14211	303	138	4	1	165	0.0114	0.0095	0.0115	0.0094	0.0001
15	14514	14114	400	143	4	3	257	0.0177	0.0099	0.0178	0.0097	0.0002
16	14514	14112	402	142	8	5	260	0.0179	0.0098	0.0182	0.0095	0.0003
17	14514	14178	336	139	7	2	197	0.0136	0.0096	0.0138	0.0094	0.0001
18	14514	14163	351	140	5	3	211	0.0145	0.0096	0.0147	0.0095	0.0002
19	14514	14170	344	139	6	3	205	0.0141	0.0096	0.0143	0.0094	0.0002
20	14514	13976	538	155	17	14	383	0.0264	0.0107	0.0269	0.0101	0.0010
21	14514	13977	537	180	24	10	357	0.0246	0.0124	0.0254	0.0116	0.0007
22	14514	13939	575	199	15	5	376	0.0259	0.0137	0.0264	0.0132	0.0003
23	14514	13935	579	203	8	3	376	0.0259	0.0140	0.0262	0.0137	0.0002
24	14514	13971	543	185	9	6	358	0.0247	0.0127	0.0249	0.0125	0.0004
25	14514	13827	687	168	26	20	519	0.0358	0.0116	0.0367	0.0107	0.0014
26	14514	13772	742	182	40	20	560	0.0386	0.0125	0.0400	0.0112	0.0014
27	14514	13693	821	190	41	21	631	0.0435	0.0131	0.0449	0.0117	0.0014
28	14514	13634	880	206	51	30	674	0.0464	0.0142	0.0482	0.0125	0.0021
29	14514	13687	827	214	56	26	613	0.0422	0.0147	0.0442	0.0128	0.0018
30	14514	13402	1112	214	77	51	898	0.0619	0.0147	0.0645	0.0121	0.0035
31	14514	13365	1149	231	110	59	918	0.0632	0.0159	0.0670	0.0121	0.0041
32	14514	13059	1455	255	147	88	1200	0.0827	0.0176	0.0877	0.0125	0.0061
33	14514	13059	1455	281	181	93	1174	0.0809	0.0194	0.0871	0.0132	0.0064
34	14514	13232	1282	148	93	0	1134	0.0781	0.0102	0.0813	0.0070	0.0000
