Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	1463956	1392289	71667	7782	3975	3975	63885	0.0436	0.0053	0.0450	0.0040	0.0027
1	1463956	1392710	71246	14394	5321	1346	56852	0.0388	0.0098	0.0407	0.0080	0.0009
2	1463956	1422952	41004	13149	2514	1168	27855	0.0190	0.0090	0.0199	0.0081	0.0008
3	1463956	1414231	49725	14021	3242	2074	35704	0.0244	0.0096	0.0255	0.0085	0.0014
4	1463956	1399726	64230	13614	2716	642	50616	0.0346	0.0093	0.0355	0.0084	0.0004
5	1463956	1438998	24958	11913	1004	362	13045	0.0089	0.0081	0.0093	0.0078	0.0002
6	1463956	1434599	29357	11479	598	236	17878	0.0122	0.0078	0.0124	0.0076	0.0002
7	1463956	1443058	20898	11253	411	175	9645	0.0066	0.0077	0.0067	0.0075	0.0001
8	1463956	1440787	23169	11493	478	303	11676	0.0080	0.0079	0.0081	0.0077	0.0002
9	1463956	1431461	32495	11831	748	445	20664	0.0141	0.0081	0.0144	0.0078	0.0003
10	1463956	1432611	31345	11632	749	304	19713	0.0135	0.0079	0.0137	0.0077	0.0002
11	1463956	1438149	25807	11004	506	202	14803	0.0101	0.0075	0.0103	0.0073	0.0001
12	1463956	1441240	22716	10509	425	223	12207	0.0083	0.0072	0.0085	0.0070	0.0002
13	1463956	1440167	23789	10593	442	219	13196	0.0090	0.0072	0.0092	0.0071	0.0001
14	1463956	1439256	24700	10640	502	283	14060	0.0096	0.0073	0.0098	0.0071	0.0002
15	1463956	1430432	33524	11109	744	461	22415	0.0153	0.0076	0.0156	0.0073	0.0003
16	1463956	1427609	36347	11254	828	367	25093	0.0171	0.0077	0.0174	0.0074	0.0003
17	1463956	1436336	27620	10640	649	282	16980	0.0116	0.0073	0.0118	0.0070	0.0002
18	1463956	1435042	28914	10627	595	313	18287	0.0125	0.0073	0.0127	0.0071	0.0002
19	1463956	1433344	30612	10963	814	501	19649	0.0134	0.0075	0.0137	0.0072	0.0003
20	1463956	1418902	45054	11329	1329	828	33725	0.0230	0.0077	0.0235	0.0073	0.0006
21	1463956	1419128	44828	11512	1473	645	33316	0.0228	0.0079	0.0233	0.0074	0.0004
22	1463956	1423713	40243	11377	1286	641	28866	0.0197	0.0078	0.0202	0.0073	0.0004
23	1463956	1421423	42533	11384	1346	705	31149	0.0213	0.0078	0.0217	0.0073	0.0005
24	1463956	1422178	41778	11953	1721	1016	29825	0.0204	0.0082	0.0210	0.0076	0.0007
25	1463956	1401640	62316	13055	2757	1741	49261	0.0336	0.0089	0.0346	0.0080	0.0012
26	1463956	1398642	65314	13493	3448	1707	51821	0.0354	0.0092	0.0366	0.0080	0.0012
27	1463956	1397059	66897	13135	3544	1837	53762	0.0367	0.0090	0.0379	0.0078	0.0013
28	1463956	1399873	64083	13096	3530	1693	50987	0.0348	0.0089	0.0360	0.0077	0.0012
29	1463956	1395478	68478	14002	4496	2803	54476	0.0372	0.0096	0.0387	0.0080	0.0019
30	1463956	1367077	96879	16386	7553	4750	80493	0.0550	0.0112	0.0576	0.0086	0.0032
31	1463956	1358278	105678	17912	10056	5306	87766	0.0600	0.0122	0.0634	0.0088	0.0036
32	1463956	1343616	120340	18218	11866	6560	102122	0.0698	0.0124	0.0738	0.0084	0.0045
33	1463956	1342344	121612	20054	14363	7803	101558	0.0694	0.0137	0.0743	0.0088	0.0053
34	1463956	1347919	116037	10744	7803	0	105293	0.0719	0.0073	0.0746	0.0047	0.0000
