Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	1910775	1816461	94314	10510	5163	5163	83804	0.0439	0.0055	0.0452	0.0041	0.0027
1	1910775	1816146	94629	19743	6860	1697	74886	0.0392	0.0103	0.0410	0.0085	0.0009
2	1910775	1856387	54388	18288	3268	1571	36100	0.0189	0.0096	0.0197	0.0087	0.0008
3	1910775	1845191	65584	18996	4376	2805	46588	0.0244	0.0099	0.0255	0.0088	0.0015
4	1910775	1826266	84509	18353	3623	818	66156	0.0346	0.0096	0.0356	0.0087	0.0004
5	1910775	1877784	32991	16433	1299	481	16558	0.0087	0.0086	0.0090	0.0083	0.0003
6	1910775	1871534	39241	16145	822	341	23096	0.0121	0.0084	0.0123	0.0082	0.0002
7	1910775	1882205	28570	15992	580	239	12578	0.0066	0.0084	0.0067	0.0082	0.0001
8	1910775	1879811	30964	15933	628	389	15031	0.0079	0.0083	0.0080	0.0082	0.0002
9	1910775	1867557	43218	16192	998	609	27026	0.0141	0.0085	0.0144	0.0082	0.0003
10	1910775	1869504	41271	16006	1007	398	25265	0.0132	0.0084	0.0135	0.0081	0.0002
11	1910775	1876528	34247	15202	663	265	19045	0.0100	0.0080	0.0101	0.0078	0.0001
12	1910775	1880060	30715	14600	523	258	16115	0.0084	0.0076	0.0086	0.0075	0.0001
13	1910775	1878503	32272	14965	527	269	17307	0.0091	0.0078	0.0092	0.0077	0.0001
14	1910775	1878427	32348	14846	616	347	17502	0.0092	0.0078	0.0093	0.0076	0.0002
15	1910775	1866657	44118	15030	980	633	29088	0.0152	0.0079	0.0155	0.0076	0.0003
16	1910775	1863083	47692	15478	1060	427	32214	0.0169	0.0081	0.0171	0.0078	0.0002
17	1910775	1873932	36843	14981	790	363	21862	0.0114	0.0078	0.0116	0.0076	0.0002
18	1910775	1872348	38427	15017	751	388	23410	0.0123	0.0079	0.0124	0.0077	0.0002
19	1910775	1870129	40646	15443	1063	675	25203	0.0132	0.0081	0.0135	0.0078	0.0004
20	1910775	1852090	58685	15701	1692	1017	42984	0.0225	0.0082	0.0229	0.0078	0.0005
21	1910775	1851305	59470	15797	1834	817	43673	0.0229	0.0083	0.0233	0.0078	0.0004
22	1910775	1858705	52070	15657	1660	843	36413	0.0191	0.0082	0.0195	0.0078	0.0004
23	1910775	1855270	55505	15503	1716	873	40002	0.0209	0.0081	0.0214	0.0077	0.0005
24	1910775	1856242	54533	16260	2067	1194	38273	0.0200	0.0085	0.0206	0.0080	0.0006
25	1910775	1829642	81133	17870	3395	2201	63263	0.0331	0.0094	0.0340	0.0085	0.0012
26	1910775	1825226	85549	18689	4442	2241	66860	0.0350	0.0098	0.0362	0.0086	0.0012
27	1910775	1822617	88158	18393	4525	2284	69765	0.0365	0.0096	0.0377	0.0084	0.0012
28	1910775	1827476	83299	18018	4535	2251	65281	0.0342	0.0094	0.0354	0.0082	0.0012
29	1910775	1822321	88454	19172	5937	3686	69282	0.0363	0.0100	0.0378	0.0085	0.0019
30	1910775	1784771	126004	22332	9771	6085	103672	0.0543	0.0117	0.0568	0.0091	0.0032
31	1910775	1772236	138539	24077	13074	6989	114462	0.0599	0.0126	0.0633	0.0092	0.0037
32	1910775	1753190	157585	24794	15471	8482	132791	0.0695	0.0130	0.0735	0.0089	0.0044
33	1910775	1752329	158446	27108	18561	10079	131338	0.0687	0.0142	0.0736	0.0093	0.0053
34	1910775	1759313	151462	14270	10079	0	137192	0.0718	0.0075	0.0744	0.0048	0.0000
