Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	370744	355330	15414	1776	849	849	13638	0.0368	0.0048	0.0379	0.0036	0.0023
1	370744	353442	17302	3331	1190	341	13971	0.0377	0.0090	0.0393	0.0074	0.0009
2	370744	360483	10261	3081	682	341	7180	0.0194	0.0083	0.0203	0.0074	0.0009
3	370744	358314	12430	3307	853	512	9123	0.0246	0.0089	0.0258	0.0078	0.0014
4	370744	355308	15436	3184	665	153	12252	0.0330	0.0086	0.0339	0.0077	0.0004
5	370744	364727	6017	2817	252	99	3200	0.0086	0.0076	0.0090	0.0073	0.0003
6	370744	363445	7299	2747	164	65	4552	0.0123	0.0074	0.0125	0.0072	0.0002
7	370744	365318	5426	2604	115	50	2822	0.0076	0.0070	0.0078	0.0069	0.0001
8	370744	364819	5925	2654	144	94	3271	0.0088	0.0072	0.0090	0.0070	0.0003
9	370744	362571	8173	2833	207	113	5340	0.0144	0.0076	0.0147	0.0074	0.0003
10	370744	362733	8011	2857	204	91	5154	0.0139	0.0077	0.0142	0.0074	0.0002
11	370744	364127	6617	2662	146	55	3955	0.0107	0.0072	0.0109	0.0070	0.0001
12	370744	364856	5888	2465	110	55	3423	0.0092	0.0066	0.0094	0.0065	0.0001
13	370744	364507	6237	2509	109	54	3728	0.0101	0.0068	0.0102	0.0066	0.0001
14	370744	364384	6360	2557	136	82	3803	0.0103	0.0069	0.0104	0.0067	0.0002
15	370744	362222	8522	2591	213	131	5931	0.0160	0.0070	0.0163	0.0067	0.0004
16	370744	361420	9324	2639	237	106	6685	0.0180	0.0071	0.0183	0.0068	0.0003
17	370744	363306	7438	2521	198	92	4917	0.0133	0.0068	0.0135	0.0065	0.0002
18	370744	363157	7587	2505	176	84	5082	0.0137	0.0068	0.0139	0.0065	0.0002
19	370744	362837	7907	2617	230	146	5290	0.0143	0.0071	0.0146	0.0067	0.0004
20	370744	359052	11692	2745	349	203	8947	0.0241	0.0074	0.0246	0.0069	0.0005
21	370744	359251	11493	2703	381	178	8790	0.0237	0.0073	0.0242	0.0068	0.0005
22	370744	359878	10866	2725	395	217	8141	0.0220	0.0074	0.0225	0.0068	0.0006
23	370744	359309	11435	2751	395	178	8684	0.0234	0.0074	0.0240	0.0069	0.0005
24	370744	359804	10940	2804	448	270	8136	0.0219	0.0076	0.0225	0.0070	0.0007
25	370744	354575	16169	3243	690	420	12926	0.0349	0.0087	0.0358	0.0078	0.0011
26	370744	353814	16930	3474	910	490	13456	0.0363	0.0094	0.0375	0.0081	0.0013
27	370744	351937	18807	3393	1051	561	15414	0.0416	0.0092	0.0430	0.0077	0.0015
28	370744	353351	17393	3258	1037	476	14135	0.0381	0.0088	0.0395	0.0074	0.0013
29	370744	352772	17972	3492	1260	784	14480	0.0391	0.0094	0.0408	0.0077	0.0021
30	370744	345137	25607	4097	1997	1213	21510	0.0580	0.0111	0.0607	0.0084	0.0033
31	370744	343716	27028	4379	2645	1432	22649	0.0611	0.0118	0.0647	0.0082	0.0039
32	370744	337315	33429	4640	3357	1925	28789	0.0777	0.0125	0.0822	0.0080	0.0052
33	370744	337358	33386	5241	4054	2129	28145	0.0759	0.0141	0.0814	0.0087	0.0057
34	370744	339657	31087	2786	2129	0	28301	0.0763	0.0075	0.0792	0.0046	0.0000
