Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	816878	779703	37175	3798	2101	2101	33377	0.0409	0.0046	0.0421	0.0034	0.0026
1	816878	778159	38719	7069	2886	785	31650	0.0387	0.0087	0.0405	0.0069	0.0010
2	816878	795053	21825	6393	1420	635	15432	0.0189	0.0078	0.0198	0.0070	0.0008
3	816878	790449	26429	6658	1805	1170	19771	0.0242	0.0082	0.0253	0.0070	0.0014
4	816878	782783	34095	6281	1480	310	27814	0.0340	0.0077	0.0350	0.0068	0.0004
5	816878	804387	12491	5423	512	202	7068	0.0087	0.0066	0.0090	0.0063	0.0002
6	816878	801487	15391	5325	335	133	10066	0.0123	0.0065	0.0125	0.0063	0.0002
7	816878	805992	10886	5275	233	100	5611	0.0069	0.0065	0.0070	0.0063	0.0001
8	816878	804869	12009	5342	262	162	6667	0.0082	0.0065	0.0083	0.0064	0.0002
9	816878	800160	16718	5430	385	223	11288	0.0138	0.0066	0.0141	0.0064	0.0003
10	816878	800442	16436	5383	411	188	11053	0.0135	0.0066	0.0138	0.0063	0.0002
11	816878	803476	13402	5094	286	98	8308	0.0102	0.0062	0.0103	0.0061	0.0001
12	816878	804887	11991	4796	207	109	7195	0.0088	0.0059	0.0089	0.0057	0.0001
13	816878	804474	12404	4879	226	117	7525	0.0092	0.0060	0.0094	0.0058	0.0001
14	816878	804164	12714	4801	272	155	7913	0.0097	0.0059	0.0099	0.0057	0.0002
15	816878	799010	17868	4963	434	279	12905	0.0158	0.0061	0.0161	0.0058	0.0003
16	816878	797785	19093	5144	457	178	13949	0.0171	0.0063	0.0174	0.0060	0.0002
17	816878	802004	14874	4969	348	170	9905	0.0121	0.0061	0.0123	0.0059	0.0002
18	816878	801329	15549	5107	350	180	10442	0.0128	0.0063	0.0130	0.0060	0.0002
19	816878	800417	16461	5249	478	298	11212	0.0137	0.0064	0.0140	0.0061	0.0004
20	816878	792473	24405	5411	754	456	18994	0.0233	0.0066	0.0237	0.0062	0.0006
21	816878	792519	24359	5460	786	330	18899	0.0231	0.0067	0.0236	0.0062	0.0004
22	816878	795072	21806	5373	720	390	16433	0.0201	0.0066	0.0206	0.0061	0.0005
23	816878	793539	23339	5259	784	394	18080	0.0221	0.0064	0.0226	0.0060	0.0005
24	816878	794486	22392	5430	957	563	16962	0.0208	0.0066	0.0213	0.0061	0.0007
25	816878	782768	34110	6179	1527	964	27931	0.0342	0.0076	0.0351	0.0066	0.0012
26	816878	781196	35682	6638	1905	941	29044	0.0356	0.0081	0.0367	0.0070	0.0012
27	816878	778465	38413	6617	2005	1064	31796	0.0389	0.0081	0.0402	0.0069	0.0013
28	816878	781260	35618	6423	2049	985	29195	0.0357	0.0079	0.0370	0.0066	0.0012
29	816878	779694	37184	6888	2582	1597	30296	0.0371	0.0084	0.0387	0.0069	0.0020
30	816878	763519	53359	8114	4133	2536	45245	0.0554	0.0099	0.0579	0.0074	0.0031
31	816878	759601	57277	8765	5659	3123	48512	0.0594	0.0107	0.0629	0.0073	0.0038
32	816878	748548	68330	9233	6983	3860	59097	0.0723	0.0113	0.0766	0.0070	0.0047
33	816878	749001	67877	10479	8108	4248	57398	0.0703	0.0128	0.0752	0.0079	0.0052
34	816878	752547	64331	5664	4248	0	58667	0.0718	0.0069	0.0744	0.0043	0.0000
