Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	874128	834017	40111	4404	2214	2214	35707	0.0408	0.0050	0.0421	0.0038	0.0025
1	874128	832247	41881	8070	2960	746	33811	0.0387	0.0092	0.0404	0.0075	0.0009
2	874128	850277	23851	7296	1407	661	16555	0.0189	0.0083	0.0197	0.0075	0.0008
3	874128	845282	28846	7715	1927	1266	21131	0.0242	0.0088	0.0253	0.0077	0.0014
4	874128	836984	37144	7369	1607	341	29775	0.0341	0.0084	0.0350	0.0075	0.0004
5	874128	859940	14188	6462	547	206	7726	0.0088	0.0074	0.0092	0.0071	0.0002
6	874128	857129	16999	6309	367	161	10690	0.0122	0.0072	0.0124	0.0070	0.0002
7	874128	861998	12130	6129	267	106	6001	0.0069	0.0070	0.0070	0.0069	0.0001
8	874128	860644	13484	6197	281	175	7287	0.0083	0.0071	0.0085	0.0069	0.0002
9	874128	855398	18730	6397	455	280	12333	0.0141	0.0073	0.0144	0.0071	0.0003
10	874128	855773	18355	6378	475	195	11977	0.0137	0.0073	0.0140	0.0070	0.0002
11	874128	859313	14815	6006	322	127	8809	0.0101	0.0069	0.0103	0.0067	0.0001
12	874128	860657	13471	5724	253	126	7747	0.0089	0.0065	0.0090	0.0064	0.0001
13	874128	860288	13840	5786	276	150	8054	0.0092	0.0066	0.0094	0.0065	0.0002
14	874128	859885	14243	5726	337	187	8517	0.0097	0.0066	0.0099	0.0064	0.0002
15	874128	854598	19530	5828	455	268	13702	0.0157	0.0067	0.0159	0.0064	0.0003
16	874128	853154	20974	5953	472	204	15021	0.0172	0.0068	0.0175	0.0065	0.0002
17	874128	857895	16233	5740	378	174	10493	0.0120	0.0066	0.0122	0.0064	0.0002
18	874128	857075	17053	5701	376	202	11352	0.0130	0.0065	0.0132	0.0063	0.0002
19	874128	856396	17732	5921	499	297	11811	0.0135	0.0068	0.0138	0.0065	0.0003
20	874128	847978	26150	6063	795	498	20087	0.0230	0.0069	0.0234	0.0065	0.0006
21	874128	847770	26358	6138	897	399	20220	0.0231	0.0070	0.0236	0.0065	0.0005
22	874128	850508	23620	6158	836	437	17462	0.0200	0.0070	0.0205	0.0066	0.0005
23	874128	848845	25283	6081	867	430	19202	0.0220	0.0070	0.0225	0.0065	0.0005
24	874128	849865	24263	6390	1054	624	17873	0.0204	0.0073	0.0210	0.0067	0.0007
25	874128	837263	36865	7188	1645	1021	29677	0.0340	0.0082	0.0349	0.0073	0.0012
26	874128	835756	38372	7541	2084	1063	30831	0.0353	0.0086	0.0365	0.0074	0.0012
27	874128	833553	40575	7438	2201	1138	33137	0.0379	0.0085	0.0392	0.0073	0.0013
28	874128	835659	38469	7356	2259	1121	31113	0.0356	0.0084	0.0369	0.0071	0.0013
29	874128	833733	40395	7923	2814	1693	32472	0.0371	0.0091	0.0388	0.0075	0.0019
30	874128	816367	57761	9379	4440	2747	48382	0.0553	0.0107	0.0579	0.0082	0.0031
31	874128	811574	62554	10086	6023	3276	52468	0.0600	0.0115	0.0635	0.0081	0.0037
32	874128	800512	73616	10487	7425	4149	63129	0.0722	0.0120	0.0765	0.0078	0.0047
33	874128	800207	73921	11871	8930	4781	62050	0.0710	0.0136	0.0761	0.0085	0.0055
34	874128	804337	69791	6348	4781	0	63443	0.0726	0.0073	0.0753	0.0045	0.0000
