Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	1035461	987417	48044	4731	2674	2674	43313	0.0418	0.0046	0.0431	0.0033	0.0026
1	1035461	986849	48612	8554	3562	888	40058	0.0387	0.0083	0.0404	0.0065	0.0009
2	1035461	1008610	26851	7668	1737	849	19183	0.0185	0.0074	0.0194	0.0066	0.0008
3	1035461	1002106	33355	8145	2356	1507	25210	0.0243	0.0079	0.0255	0.0067	0.0015
4	1035461	992004	43457	7679	1936	429	35778	0.0346	0.0074	0.0355	0.0065	0.0004
5	1035461	1019727	15734	6645	684	255	9089	0.0088	0.0064	0.0091	0.0061	0.0002
6	1035461	1016525	18936	6481	415	160	12455	0.0120	0.0063	0.0122	0.0061	0.0002
7	1035461	1022510	12951	6230	272	112	6721	0.0065	0.0060	0.0066	0.0059	0.0001
8	1035461	1020800	14661	6288	307	195	8373	0.0081	0.0061	0.0082	0.0059	0.0002
9	1035461	1014422	21039	6614	483	288	14425	0.0139	0.0064	0.0142	0.0062	0.0003
10	1035461	1015202	20259	6448	491	203	13811	0.0133	0.0062	0.0136	0.0060	0.0002
11	1035461	1018977	16484	5960	352	149	10524	0.0102	0.0058	0.0103	0.0056	0.0001
12	1035461	1020793	14668	5821	304	155	8847	0.0085	0.0056	0.0087	0.0055	0.0001
13	1035461	1019687	15774	6046	316	161	9728	0.0094	0.0058	0.0095	0.0057	0.0002
14	1035461	1019233	16228	6023	368	207	10205	0.0099	0.0058	0.0100	0.0056	0.0002
15	1035461	1013258	22203	6234	526	319	15969	0.0154	0.0060	0.0157	0.0058	0.0003
16	1035461	1011524	23937	6307	570	251	17630	0.0170	0.0061	0.0173	0.0058	0.0002
17	1035461	1017332	18129	5895	473	222	12234	0.0118	0.0057	0.0120	0.0055	0.0002
18	1035461	1016632	18829	5904	443	221	12925	0.0125	0.0057	0.0127	0.0055	0.0002
19	1035461	1015409	20052	6189	560	339	13863	0.0134	0.0060	0.0137	0.0057	0.0003
20	1035461	1005440	30021	6473	899	560	23548	0.0227	0.0063	0.0232	0.0058	0.0005
21	1035461	1005300	30161	6568	988	428	23593	0.0228	0.0063	0.0233	0.0059	0.0004
22	1035461	1008670	26791	6415	891	463	20376	0.0197	0.0062	0.0201	0.0058	0.0004
23	1035461	1007164	28297	6275	956	493	22022	0.0213	0.0061	0.0217	0.0056	0.0005
24	1035461	1007673	27788	6573	1210	717	21215	0.0205	0.0063	0.0211	0.0058	0.0007
25	1035461	992914	42547	7517	1929	1212	35030	0.0338	0.0073	0.0348	0.0063	0.0012
26	1035461	990867	44594	8031	2434	1222	36563	0.0353	0.0078	0.0365	0.0066	0.0012
27	1035461	988969	46492	7865	2527	1305	38627	0.0373	0.0076	0.0385	0.0064	0.0013
28	1035461	991395	44066	7757	2567	1262	36309	0.0351	0.0075	0.0363	0.0063	0.0012
29	1035461	989050	46411	8271	3249	1987	38140	0.0368	0.0080	0.0384	0.0064	0.0019
30	1035461	968599	66862	9948	5276	3289	56914	0.0550	0.0096	0.0575	0.0071	0.0032
31	1035461	962401	73060	11062	6956	3667	61998	0.0599	0.0107	0.0632	0.0073	0.0035
32	1035461	950891	84570	11454	8498	4831	73116	0.0706	0.0111	0.0747	0.0070	0.0047
33	1035461	950152	85309	12768	10259	5428	72541	0.0701	0.0123	0.0750	0.0074	0.0052
34	1035461	954939	80522	6837	5428	0	73685	0.0712	0.0066	0.0738	0.0040	0.0000
