Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	757534	723616	33918	3775	1844	1844	30143	0.0398	0.0050	0.0410	0.0038	0.0024
1	757534	721138	36396	7113	2505	661	29283	0.0387	0.0094	0.0403	0.0077	0.0009
2	757534	736452	21082	6613	1243	582	14469	0.0191	0.0087	0.0199	0.0079	0.0008
3	757534	732050	25484	6825	1634	1052	18659	0.0246	0.0090	0.0257	0.0079	0.0014
4	757534	725296	32238	6504	1373	321	25734	0.0340	0.0086	0.0349	0.0077	0.0004
5	757534	745225	12309	5720	501	180	6589	0.0087	0.0076	0.0090	0.0072	0.0002
6	757534	742818	14716	5644	322	142	9072	0.0120	0.0075	0.0122	0.0072	0.0002
7	757534	746400	11134	5651	259	117	5483	0.0072	0.0075	0.0074	0.0073	0.0002
8	757534	745477	12057	5560	314	197	6497	0.0086	0.0073	0.0088	0.0071	0.0003
9	757534	741047	16487	5662	430	233	10825	0.0143	0.0075	0.0146	0.0072	0.0003
10	757534	741578	15956	5644	429	196	10312	0.0136	0.0075	0.0139	0.0072	0.0003
11	757534	744231	13303	5369	321	125	7934	0.0105	0.0071	0.0107	0.0069	0.0002
12	757534	745524	12010	5252	239	114	6758	0.0089	0.0069	0.0091	0.0068	0.0002
13	757534	744993	12541	5350	227	113	7191	0.0095	0.0071	0.0096	0.0069	0.0001
14	757534	744721	12813	5371	270	157	7442	0.0098	0.0071	0.0100	0.0069	0.0002
15	757534	740158	17376	5461	398	241	11915	0.0157	0.0072	0.0160	0.0069	0.0003
16	757534	738829	18705	5458	436	195	13247	0.0175	0.0072	0.0178	0.0069	0.0003
17	757534	742951	14583	5224	376	181	9359	0.0124	0.0069	0.0126	0.0066	0.0002
18	757534	742444	15090	5198	354	173	9892	0.0131	0.0069	0.0133	0.0066	0.0002
19	757534	741533	16001	5461	455	282	10540	0.0139	0.0072	0.0142	0.0069	0.0004
20	757534	734108	23426	5731	693	411	17695	0.0234	0.0076	0.0238	0.0071	0.0005
21	757534	734181	23353	5836	797	386	17517	0.0231	0.0077	0.0236	0.0072	0.0005
22	757534	736427	21107	5717	741	355	15390	0.0203	0.0075	0.0208	0.0071	0.0005
23	757534	735289	22245	5584	739	384	16661	0.0220	0.0074	0.0225	0.0069	0.0005
24	757534	735717	21817	5780	954	570	16037	0.0212	0.0076	0.0218	0.0070	0.0008
25	757534	725302	32232	6389	1472	902	25843	0.0341	0.0084	0.0351	0.0075	0.0012
26	757534	723767	33767	6743	1879	977	27024	0.0357	0.0089	0.0369	0.0077	0.0013
27	757534	721173	36361	6709	1962	985	29652	0.0391	0.0089	0.0404	0.0076	0.0013
28	757534	723529	34005	6669	1903	918	27336	0.0361	0.0088	0.0373	0.0075	0.0012
29	757534	721819	35715	7179	2405	1487	28536	0.0377	0.0095	0.0393	0.0079	0.0020
30	757534	707089	50445	8259	3919	2432	42186	0.0557	0.0109	0.0583	0.0083	0.0032
31	757534	702910	54624	8806	5411	2979	45818	0.0605	0.0116	0.0641	0.0081	0.0039
32	757534	692468	65066	9415	6769	3790	55651	0.0735	0.0124	0.0779	0.0080	0.0050
33	757534	692239	65295	10642	8046	4256	54653	0.0721	0.0140	0.0775	0.0087	0.0056
34	757534	695838	61696	5648	4256	0	56048	0.0740	0.0075	0.0768	0.0046	0.0000
