Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	314995	300630	14365	1090	823	823	13275	0.0421	0.0035	0.0434	0.0022	0.0026
1	314995	300925	14070	1900	1106	283	12170	0.0386	0.0060	0.0404	0.0043	0.0009
2	314995	307538	7457	1577	519	236	5880	0.0187	0.0050	0.0195	0.0042	0.0007
3	314995	305409	9586	1790	692	456	7796	0.0247	0.0057	0.0258	0.0046	0.0014
4	314995	302426	12569	1688	575	119	10881	0.0345	0.0054	0.0355	0.0044	0.0004
5	314995	311050	3945	1247	183	64	2698	0.0086	0.0040	0.0089	0.0037	0.0002
6	314995	310050	4945	1153	122	58	3792	0.0120	0.0037	0.0122	0.0035	0.0002
7	314995	311678	3317	1163	93	35	2154	0.0068	0.0037	0.0070	0.0035	0.0001
8	314995	311299	3696	1207	88	53	2489	0.0079	0.0038	0.0080	0.0037	0.0002
9	314995	309318	5677	1218	134	81	4459	0.0142	0.0039	0.0144	0.0037	0.0003
10	314995	309573	5422	1178	129	48	4244	0.0135	0.0037	0.0137	0.0035	0.0002
11	314995	310800	4195	1135	91	43	3060	0.0097	0.0036	0.0099	0.0035	0.0001
12	314995	311105	3890	1090	88	45	2800	0.0089	0.0035	0.0090	0.0033	0.0001
13	314995	310994	4001	1060	89	44	2941	0.0093	0.0034	0.0095	0.0032	0.0001
14	314995	310895	4100	1006	115	71	3094	0.0098	0.0032	0.0100	0.0030	0.0002
15	314995	308917	6078	1130	180	109	4948	0.0157	0.0036	0.0160	0.0033	0.0003
16	314995	308476	6519	1243	180	71	5276	0.0167	0.0039	0.0170	0.0037	0.0002
17	314995	310003	4992	1121	130	59	3871	0.0123	0.0036	0.0125	0.0034	0.0002
18	314995	309838	5157	1134	121	62	4023	0.0128	0.0036	0.0130	0.0034	0.0002
19	314995	309484	5511	1166	169	107	4345	0.0138	0.0037	0.0141	0.0034	0.0003
20	314995	306428	8567	1266	277	170	7301	0.0232	0.0040	0.0236	0.0036	0.0005
21	314995	306547	8448	1278	326	156	7170	0.0228	0.0041	0.0233	0.0035	0.0005
22	314995	307337	7658	1193	306	150	6465	0.0205	0.0038	0.0210	0.0033	0.0005
23	314995	306688	8307	1274	297	147	7033	0.0223	0.0040	0.0228	0.0036	0.0005
24	314995	306936	8059	1385	369	222	6674	0.0212	0.0044	0.0218	0.0038	0.0007
25	314995	302613	12382	1631	605	383	10751	0.0341	0.0052	0.0351	0.0042	0.0012
26	314995	302050	12945	1779	800	417	11166	0.0354	0.0056	0.0367	0.0044	0.0013
27	314995	301113	13882	1759	831	414	12123	0.0385	0.0056	0.0398	0.0043	0.0013
28	314995	301850	13145	1708	821	407	11437	0.0363	0.0054	0.0376	0.0041	0.0013
29	314995	301271	13724	1858	1024	617	11866	0.0377	0.0059	0.0393	0.0043	0.0020
30	314995	295059	19936	2382	1607	990	17554	0.0557	0.0076	0.0583	0.0050	0.0031
31	314995	293487	21508	2710	2168	1178	18798	0.0597	0.0086	0.0631	0.0052	0.0037
32	314995	289042	25953	2948	2684	1506	23005	0.0730	0.0094	0.0773	0.0051	0.0048
33	314995	288793	26202	3439	3184	1678	22763	0.0723	0.0109	0.0773	0.0059	0.0053
34	314995	290573	24422	1852	1678	0	22570	0.0717	0.0059	0.0743	0.0032	0.0000
