Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	4769417	4528051	241366	24280	13517	13517	217086	0.0455	0.0051	0.0469	0.0037	0.0028
1	4769417	4535747	233670	45080	17889	4372	188590	0.0395	0.0095	0.0414	0.0076	0.0009
2	4769417	4637828	131589	41189	8104	3732	90400	0.0190	0.0086	0.0198	0.0078	0.0008
3	4769417	4608950	160467	43755	10662	6930	116712	0.0245	0.0092	0.0256	0.0081	0.0015
4	4769417	4559295	210122	41973	8937	2007	168149	0.0353	0.0088	0.0362	0.0079	0.0004
5	4769417	4691499	77918	36330	3154	1147	41588	0.0087	0.0076	0.0091	0.0073	0.0002
6	4769417	4676275	93142	35634	1900	753	57508	0.0121	0.0075	0.0123	0.0073	0.0002
7	4769417	4704037	65380	35292	1257	504	30088	0.0063	0.0074	0.0064	0.0073	0.0001
8	4769417	4697281	72136	35440	1474	970	36696	0.0077	0.0074	0.0078	0.0073	0.0002
9	4769417	4666223	103194	36144	2340	1370	67050	0.0141	0.0076	0.0143	0.0073	0.0003
10	4769417	4669703	99714	35827	2319	949	63887	0.0134	0.0075	0.0136	0.0073	0.0002
11	4769417	4687469	81948	34086	1628	679	47862	0.0100	0.0071	0.0102	0.0070	0.0001
12	4769417	4697713	71704	33028	1332	653	38676	0.0081	0.0069	0.0082	0.0068	0.0001
13	4769417	4694088	75329	33475	1318	665	41854	0.0088	0.0070	0.0089	0.0069	0.0001
14	4769417	4691991	77426	33223	1529	864	44203	0.0093	0.0070	0.0094	0.0068	0.0002
15	4769417	4662868	106549	33616	2374	1510	72933	0.0153	0.0070	0.0155	0.0068	0.0003
16	4769417	4653605	115812	34562	2606	1096	81250	0.0170	0.0072	0.0173	0.0070	0.0002
17	4769417	4682283	87134	33533	1933	837	53601	0.0112	0.0070	0.0114	0.0068	0.0002
18	4769417	4678126	91291	33517	1834	997	57774	0.0121	0.0070	0.0123	0.0068	0.0002
19	4769417	4671982	97435	34806	2576	1579	62629	0.0131	0.0073	0.0134	0.0070	0.0003
20	4769417	4626365	143052	35246	4089	2510	107806	0.0226	0.0074	0.0230	0.0070	0.0005
21	4769417	4624144	145273	35828	4472	1962	109445	0.0229	0.0075	0.0234	0.0070	0.0004
22	4769417	4643630	125787	35673	4012	2050	90114	0.0189	0.0075	0.0193	0.0071	0.0004
23	4769417	4634909	134508	35109	4123	2073	99399	0.0208	0.0074	0.0213	0.0069	0.0004
24	4769417	4637774	131643	36633	5291	3218	95010	0.0199	0.0077	0.0205	0.0071	0.0007
25	4769417	4570227	199190	40519	8929	5711	158671	0.0333	0.0085	0.0342	0.0076	0.0012
26	4769417	4559338	210079	42298	11195	5484	167781	0.0352	0.0089	0.0364	0.0077	0.0011
27	4769417	4556426	212991	41675	10977	5493	171316	0.0359	0.0087	0.0371	0.0076	0.0012
28	4769417	4564619	204798	41470	11106	5613	163328	0.0342	0.0087	0.0354	0.0075	0.0012
29	4769417	4552343	217074	44313	14533	8920	172761	0.0362	0.0093	0.0377	0.0078	0.0019
30	4769417	4457226	312191	52206	24359	15439	259985	0.0545	0.0109	0.0571	0.0084	0.0032
31	4769417	4425132	344285	56255	32785	17346	288030	0.0604	0.0118	0.0638	0.0084	0.0036
32	4769417	4386042	383375	57694	38001	20655	325681	0.0683	0.0121	0.0723	0.0081	0.0043
33	4769417	4379382	390035	64431	45378	24723	325604	0.0683	0.0135	0.0730	0.0088	0.0052
34	4769417	4395288	374129	34354	24723	0	339775	0.0712	0.0072	0.0738	0.0046	0.0000
