Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	474805	454125	20680	2554	1158	1158	18126	0.0382	0.0054	0.0394	0.0042	0.0024
1	474805	451966	22839	4800	1568	410	18039	0.0380	0.0101	0.0396	0.0085	0.0009
2	474805	461437	13368	4412	780	370	8956	0.0189	0.0093	0.0197	0.0085	0.0008
3	474805	458801	16004	4545	1039	669	11459	0.0241	0.0096	0.0252	0.0085	0.0014
4	474805	454615	20190	4320	845	176	15870	0.0334	0.0091	0.0343	0.0082	0.0004
5	474805	466711	8094	3914	303	127	4180	0.0088	0.0082	0.0091	0.0079	0.0003
6	474805	465100	9705	3950	218	91	5755	0.0121	0.0083	0.0124	0.0081	0.0002
7	474805	467528	7277	3828	152	61	3449	0.0073	0.0081	0.0074	0.0079	0.0001
8	474805	466976	7829	3746	157	96	4083	0.0086	0.0079	0.0088	0.0077	0.0002
9	474805	464181	10624	3845	238	142	6779	0.0143	0.0081	0.0145	0.0078	0.0003
10	474805	464493	10312	3894	233	91	6418	0.0135	0.0082	0.0138	0.0080	0.0002
11	474805	466114	8691	3711	172	81	4980	0.0105	0.0078	0.0107	0.0076	0.0002
12	474805	466802	8003	3543	143	62	4460	0.0094	0.0075	0.0095	0.0073	0.0001
13	474805	466435	8370	3680	141	79	4690	0.0099	0.0078	0.0100	0.0076	0.0002
14	474805	466494	8311	3606	175	96	4705	0.0099	0.0076	0.0101	0.0074	0.0002
15	474805	463805	11000	3551	243	147	7449	0.0157	0.0075	0.0159	0.0072	0.0003
16	474805	462885	11920	3694	304	157	8226	0.0173	0.0078	0.0176	0.0075	0.0003
17	474805	465258	9547	3522	273	116	6025	0.0127	0.0074	0.0130	0.0071	0.0002
18	474805	465100	9705	3517	233	117	6188	0.0130	0.0074	0.0133	0.0072	0.0002
19	474805	464573	10232	3671	272	155	6561	0.0138	0.0077	0.0141	0.0074	0.0003
20	474805	459825	14980	3854	427	272	11126	0.0234	0.0081	0.0239	0.0077	0.0006
21	474805	459941	14864	3896	510	238	10968	0.0231	0.0082	0.0236	0.0077	0.0005
22	474805	461251	13554	3722	470	232	9832	0.0207	0.0078	0.0212	0.0073	0.0005
23	474805	460480	14325	3685	460	228	10640	0.0224	0.0078	0.0229	0.0073	0.0005
24	474805	460738	14067	3937	581	353	10130	0.0213	0.0083	0.0219	0.0077	0.0007
25	474805	453944	20861	4313	973	620	16548	0.0349	0.0091	0.0359	0.0081	0.0013
26	474805	453594	21211	4480	1247	627	16731	0.0352	0.0094	0.0365	0.0081	0.0013
27	474805	451239	23566	4528	1283	656	19038	0.0401	0.0095	0.0414	0.0082	0.0014
28	474805	452547	22258	4547	1255	599	17711	0.0373	0.0096	0.0386	0.0083	0.0013
29	474805	452176	22629	4828	1529	930	17801	0.0375	0.0102	0.0391	0.0086	0.0020
30	474805	442982	31823	5390	2420	1490	26433	0.0557	0.0114	0.0582	0.0088	0.0031
31	474805	440751	34054	5763	3289	1799	28291	0.0596	0.0121	0.0630	0.0087	0.0038
32	474805	433125	41680	6172	4100	2301	35508	0.0748	0.0130	0.0791	0.0087	0.0048
33	474805	433208	41597	6872	4986	2685	34725	0.0731	0.0145	0.0784	0.0092	0.0057
34	474805	435879	38926	3614	2685	0	35312	0.0744	0.0076	0.0772	0.0048	0.0000
