Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	292030	279631	12399	1342	684	684	11057	0.0379	0.0046	0.0390	0.0034	0.0023
1	292030	278015	14015	2717	946	262	11298	0.0387	0.0093	0.0403	0.0077	0.0009
2	292030	283720	8310	2750	494	232	5560	0.0190	0.0094	0.0199	0.0086	0.0008
3	292030	282153	9877	2798	642	410	7079	0.0242	0.0096	0.0253	0.0085	0.0014
4	292030	279638	12392	2634	533	123	9758	0.0334	0.0090	0.0343	0.0081	0.0004
5	292030	287089	4941	2325	211	88	2616	0.0090	0.0080	0.0093	0.0076	0.0003
6	292030	286245	5785	2242	130	42	3543	0.0121	0.0077	0.0124	0.0075	0.0001
7	292030	287600	4430	2271	67	25	2159	0.0074	0.0078	0.0075	0.0077	0.0001
8	292030	287337	4693	2239	86	61	2454	0.0084	0.0077	0.0086	0.0075	0.0002
9	292030	285587	6443	2211	156	95	4232	0.0145	0.0076	0.0148	0.0073	0.0003
10	292030	285876	6154	2168	157	62	3986	0.0136	0.0074	0.0139	0.0072	0.0002
11	292030	286745	5285	2122	118	56	3163	0.0108	0.0073	0.0110	0.0071	0.0002
12	292030	287225	4805	2057	96	40	2748	0.0094	0.0070	0.0096	0.0069	0.0001
13	292030	287092	4938	2013	91	51	2925	0.0100	0.0069	0.0102	0.0067	0.0002
14	292030	287115	4915	2034	99	48	2881	0.0099	0.0070	0.0100	0.0068	0.0002
15	292030	285100	6930	2116	145	97	4814	0.0165	0.0072	0.0167	0.0070	0.0003
16	292030	284700	7330	2235	172	75	5095	0.0174	0.0077	0.0177	0.0074	0.0003
17	292030	286039	5991	2119	142	67	3872	0.0133	0.0073	0.0135	0.0070	0.0002
18	292030	286023	6007	2076	131	64	3931	0.0135	0.0071	0.0137	0.0069	0.0002
19	292030	285852	6178	2158	181	117	4020	0.0138	0.0074	0.0141	0.0071	0.0004
20	292030	282754	9276	2219	291	174	7057	0.0242	0.0076	0.0247	0.0071	0.0006
21	292030	282915	9115	2339	327	153	6776	0.0232	0.0080	0.0238	0.0075	0.0005
22	292030	283490	8540	2317	295	142	6223	0.0213	0.0079	0.0218	0.0074	0.0005
23	292030	283127	8903	2191	281	139	6712	0.0230	0.0075	0.0235	0.0070	0.0005
24	292030	283434	8596	2258	351	212	6338	0.0217	0.0077	0.0223	0.0071	0.0007
25	292030	279316	12714	2519	579	367	10195	0.0349	0.0086	0.0359	0.0076	0.0013
26	292030	278976	13054	2715	716	349	10339	0.0354	0.0093	0.0366	0.0081	0.0012
27	292030	277564	14466	2637	769	420	11829	0.0405	0.0090	0.0418	0.0077	0.0014
28	292030	278468	13562	2535	789	369	11027	0.0378	0.0087	0.0391	0.0073	0.0013
29	292030	278190	13840	2740	948	579	11100	0.0380	0.0094	0.0396	0.0078	0.0020
30	292030	272324	19706	3216	1538	959	16490	0.0565	0.0110	0.0591	0.0084	0.0033
31	292030	270998	21032	3498	2068	1109	17534	0.0600	0.0120	0.0636	0.0084	0.0038
32	292030	266316	25714	3636	2538	1429	22078	0.0756	0.0125	0.0799	0.0081	0.0049
33	292030	266652	25378	4048	3076	1647	21330	0.0730	0.0139	0.0783	0.0086	0.0056
34	292030	268085	23945	2149	1647	0	21796	0.0746	0.0074	0.0775	0.0045	0.0000
