Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	1601604	1524062	77542	8418	4282	4282	69124	0.0432	0.0053	0.0445	0.0039	0.0027
1	1601604	1522791	78813	15825	5844	1562	62988	0.0393	0.0099	0.0412	0.0081	0.0010
2	1601604	1556712	44892	14577	2817	1255	30315	0.0189	0.0091	0.0198	0.0082	0.0008
3	1601604	1547336	54268	15266	3536	2281	39002	0.0244	0.0095	0.0255	0.0084	0.0014
4	1601604	1531650	69954	14689	2962	681	55265	0.0345	0.0092	0.0354	0.0082	0.0004
5	1601604	1574629	26975	12990	1070	389	13985	0.0087	0.0081	0.0091	0.0078	0.0002
6	1601604	1569511	32093	12725	650	261	19368	0.0121	0.0079	0.0123	0.0077	0.0002
7	1601604	1578637	22967	12506	452	191	10461	0.0065	0.0078	0.0067	0.0077	0.0001
8	1601604	1576458	25146	12524	512	321	12622	0.0079	0.0078	0.0080	0.0077	0.0002
9	1601604	1566406	35198	12715	784	463	22483	0.0140	0.0079	0.0143	0.0077	0.0003
10	1601604	1567436	34168	12690	796	333	21478	0.0134	0.0079	0.0137	0.0077	0.0002
11	1601604	1573188	28416	12253	560	227	16163	0.0101	0.0077	0.0103	0.0075	0.0001
12	1601604	1576622	24982	11705	432	205	13277	0.0083	0.0073	0.0084	0.0072	0.0001
13	1601604	1575358	26246	11807	418	213	14439	0.0090	0.0074	0.0091	0.0072	0.0001
14	1601604	1574686	26918	11802	506	293	15116	0.0094	0.0074	0.0096	0.0072	0.0002
15	1601604	1565108	36496	12106	808	515	24390	0.0152	0.0076	0.0155	0.0073	0.0003
16	1601604	1561923	39681	12510	865	350	27171	0.0170	0.0078	0.0172	0.0075	0.0002
17	1601604	1571121	30483	11979	684	334	18504	0.0116	0.0075	0.0118	0.0073	0.0002
18	1601604	1569941	31663	11985	680	346	19678	0.0123	0.0075	0.0125	0.0073	0.0002
19	1601604	1567984	33620	12309	897	551	21311	0.0133	0.0077	0.0136	0.0074	0.0003
20	1601604	1552830	48774	12433	1376	825	36341	0.0227	0.0078	0.0231	0.0073	0.0005
21	1601604	1552505	49099	12643	1513	688	36456	0.0228	0.0079	0.0232	0.0074	0.0004
22	1601604	1558180	43424	12521	1418	730	30903	0.0193	0.0078	0.0197	0.0074	0.0005
23	1601604	1555440	46164	12280	1486	756	33884	0.0212	0.0077	0.0216	0.0072	0.0005
24	1601604	1556206	45398	12974	1842	1086	32424	0.0202	0.0081	0.0208	0.0075	0.0007
25	1601604	1533405	68199	14583	2959	1873	53616	0.0335	0.0091	0.0344	0.0082	0.0012
26	1601604	1530402	71202	15126	3809	1936	56076	0.0350	0.0094	0.0362	0.0083	0.0012
27	1601604	1527927	73677	14619	3858	1922	59058	0.0369	0.0091	0.0381	0.0079	0.0012
28	1601604	1531429	70175	14487	3845	1923	55688	0.0348	0.0090	0.0360	0.0078	0.0012
29	1601604	1527572	74032	15531	4921	2998	58501	0.0365	0.0097	0.0381	0.0082	0.0019
30	1601604	1496336	105268	18064	8129	5131	87204	0.0544	0.0113	0.0570	0.0087	0.0032
31	1601604	1486743	114861	19323	10991	5860	95538	0.0597	0.0121	0.0631	0.0086	0.0037
32	1601604	1470846	130758	19791	12861	7001	110967	0.0693	0.0124	0.0733	0.0083	0.0044
33	1601604	1468920	132684	22099	15417	8416	110585	0.0690	0.0138	0.0739	0.0090	0.0053
34	1601604	1474372	127232	11813	8416	0	115419	0.0721	0.0074	0.0747	0.0047	0.0000
