Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	89429	85601	3828	506	205	205	3322	0.0371	0.0057	0.0383	0.0045	0.0023
1	89429	84897	4532	1083	276	71	3449	0.0386	0.0121	0.0401	0.0106	0.0008
2	89429	86513	2916	1084	149	78	1832	0.0205	0.0121	0.0213	0.0113	0.0009
3	89429	86119	3310	1031	193	115	2279	0.0255	0.0115	0.0266	0.0105	0.0013
4	89429	85468	3961	980	152	37	2981	0.0333	0.0110	0.0342	0.0101	0.0004
5	89429	87717	1712	906	66	29	806	0.0090	0.0101	0.0094	0.0098	0.0003
6	89429	87374	2055	901	47	18	1154	0.0129	0.0101	0.0132	0.0098	0.0002
7	89429	87781	1648	940	37	19	708	0.0079	0.0105	0.0081	0.0103	0.0002
8	89429	87616	1813	987	43	24	826	0.0092	0.0110	0.0095	0.0108	0.0003
9	89429	87173	2256	925	45	21	1331	0.0149	0.0103	0.0151	0.0101	0.0002
10	89429	87264	2165	884	42	21	1281	0.0143	0.0099	0.0146	0.0097	0.0002
11	89429	87533	1896	891	42	21	1005	0.0112	0.0100	0.0115	0.0097	0.0002
12	89429	87613	1816	843	34	13	973	0.0109	0.0094	0.0111	0.0092	0.0001
13	89429	87625	1804	859	29	16	945	0.0106	0.0096	0.0107	0.0094	0.0002
14	89429	87627	1802	910	29	13	892	0.0100	0.0102	0.0101	0.0100	0.0001
15	89429	87071	2358	906	37	24	1452	0.0162	0.0101	0.0164	0.0099	0.0003
16	89429	86980	2449	901	48	24	1548	0.0173	0.0101	0.0176	0.0098	0.0003
17	89429	87294	2135	838	52	28	1297	0.0145	0.0094	0.0148	0.0091	0.0003
18	89429	87300	2129	832	54	26	1297	0.0145	0.0093	0.0148	0.0090	0.0003
19	89429	87131	2298	900	60	34	1398	0.0156	0.0101	0.0160	0.0097	0.0004
20	89429	86397	3032	891	88	54	2141	0.0239	0.0100	0.0244	0.0095	0.0006
21	89429	86385	3044	896	115	61	2148	0.0240	0.0100	0.0247	0.0094	0.0007
22	89429	86444	2985	928	105	44	2057	0.0230	0.0104	0.0236	0.0098	0.0005
23	89429	86458	2971	868	88	44	2103	0.0235	0.0097	0.0240	0.0092	0.0005
24	89429	86479	2950	942	107	63	2008	0.0225	0.0105	0.0230	0.0099	0.0007
25	89429	85160	4269	1040	189	126	3229	0.0361	0.0116	0.0372	0.0106	0.0014
26	89429	85114	4315	1053	253	127	3262	0.0365	0.0118	0.0379	0.0104	0.0014
27	89429	84454	4975	1119	265	138	3856	0.0431	0.0125	0.0446	0.0110	0.0015
28	89429	84721	4708	1105	257	119	3603	0.0403	0.0124	0.0417	0.0109	0.0013
29	89429	84734	4695	1134	324	205	3561	0.0398	0.0127	0.0416	0.0109	0.0023
30	89429	82929	6500	1317	512	307	5183	0.0580	0.0147	0.0608	0.0119	0.0034
31	89429	82475	6954	1444	628	321	5510	0.0616	0.0161	0.0651	0.0126	0.0036
32	89429	80765	8664	1485	796	475	7179	0.0803	0.0166	0.0847	0.0122	0.0053
33	89429	80973	8456	1649	1035	560	6807	0.0761	0.0184	0.0819	0.0127	0.0063
34	89429	81380	8049	880	560	0	7169	0.0802	0.0098	0.0833	0.0067	0.0000
