Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	414278	396496	17782	1989	976	976	15793	0.0381	0.0048	0.0393	0.0036	0.0024
1	414278	394825	19453	3773	1343	367	15680	0.0378	0.0091	0.0395	0.0075	0.0009
2	414278	402860	11418	3564	673	306	7854	0.0190	0.0086	0.0198	0.0078	0.0007
3	414278	400558	13720	3662	888	582	10058	0.0243	0.0088	0.0254	0.0078	0.0014
4	414278	396861	17417	3495	753	171	13922	0.0336	0.0084	0.0345	0.0075	0.0004
5	414278	407460	6818	3205	279	108	3613	0.0087	0.0077	0.0091	0.0074	0.0003
6	414278	406063	8215	3180	184	76	5035	0.0122	0.0077	0.0124	0.0075	0.0002
7	414278	408128	6150	3086	130	54	3064	0.0074	0.0074	0.0076	0.0073	0.0001
8	414278	407641	6637	2955	154	100	3682	0.0089	0.0071	0.0091	0.0069	0.0002
9	414278	405478	8800	2970	224	124	5830	0.0141	0.0072	0.0143	0.0069	0.0003
10	414278	405629	8649	3027	205	81	5622	0.0136	0.0073	0.0138	0.0071	0.0002
11	414278	407060	7218	2854	141	60	4364	0.0105	0.0069	0.0107	0.0067	0.0001
12	414278	407728	6550	2690	131	71	3860	0.0093	0.0065	0.0095	0.0063	0.0002
13	414278	407379	6899	2764	134	63	4135	0.0100	0.0067	0.0101	0.0065	0.0002
14	414278	407295	6983	2748	159	96	4235	0.0102	0.0066	0.0104	0.0064	0.0002
15	414278	404806	9472	2805	235	139	6667	0.0161	0.0068	0.0164	0.0065	0.0003
16	414278	403909	10369	2892	249	110	7477	0.0180	0.0070	0.0183	0.0067	0.0003
17	414278	406163	8115	2791	193	83	5324	0.0129	0.0067	0.0131	0.0065	0.0002
18	414278	405919	8359	2851	174	91	5508	0.0133	0.0069	0.0135	0.0067	0.0002
19	414278	405582	8696	2865	237	146	5831	0.0141	0.0069	0.0144	0.0066	0.0004
20	414278	401569	12709	2838	357	211	9871	0.0238	0.0069	0.0243	0.0064	0.0005
21	414278	401639	12639	2987	405	194	9652	0.0233	0.0072	0.0238	0.0067	0.0005
22	414278	402380	11898	3006	382	188	8892	0.0215	0.0073	0.0219	0.0068	0.0005
23	414278	401939	12339	2953	387	199	9386	0.0227	0.0071	0.0231	0.0067	0.0005
24	414278	402200	12078	3155	508	309	8923	0.0215	0.0076	0.0222	0.0070	0.0007
25	414278	396367	17911	3441	802	493	14470	0.0349	0.0083	0.0359	0.0073	0.0012
26	414278	395900	18378	3556	1083	590	14822	0.0358	0.0086	0.0371	0.0073	0.0014
27	414278	393850	20428	3616	1170	580	16812	0.0406	0.0087	0.0420	0.0073	0.0014
28	414278	395142	19136	3662	1146	566	15474	0.0374	0.0088	0.0387	0.0075	0.0014
29	414278	394569	19709	3958	1402	836	15751	0.0380	0.0096	0.0397	0.0079	0.0020
30	414278	386205	28073	4498	2142	1306	23575	0.0569	0.0109	0.0595	0.0083	0.0032
31	414278	384120	30158	4831	2979	1673	25327	0.0611	0.0117	0.0647	0.0081	0.0040
32	414278	377693	36585	5195	3760	2087	31390	0.0758	0.0125	0.0803	0.0080	0.0050
33	414278	377641	36637	5817	4451	2364	30820	0.0744	0.0140	0.0798	0.0087	0.0057
34	414278	379900	34378	3077	2364	0	31301	0.0756	0.0074	0.0784	0.0046	0.0000
