Pos	Count	Matches	Mis	Valid	Inval	Inv St	Errors	E rate	SNPrate	CE rate	CSNPrat	FSNPrat
0	1135451	1081927	53524	5798	2933	2933	47726	0.0420	0.0051	0.0433	0.0038	0.0026
1	1135451	1080135	55316	10949	3947	1014	44367	0.0391	0.0096	0.0408	0.0079	0.0009
2	1135451	1103888	31563	10033	1921	907	21530	0.0190	0.0088	0.0198	0.0080	0.0008
3	1135451	1097663	37788	10190	2459	1552	27598	0.0243	0.0090	0.0254	0.0079	0.0014
4	1135451	1086631	48820	9734	2046	494	39086	0.0344	0.0086	0.0353	0.0077	0.0004
5	1135451	1116827	18624	8644	776	282	9980	0.0088	0.0076	0.0091	0.0073	0.0002
6	1135451	1113463	21988	8453	466	184	13535	0.0119	0.0074	0.0121	0.0072	0.0002
7	1135451	1119357	16094	8496	326	142	7598	0.0067	0.0075	0.0068	0.0073	0.0001
8	1135451	1117594	17857	8637	382	240	9220	0.0081	0.0076	0.0083	0.0074	0.0002
9	1135451	1110727	24724	8621	586	346	16103	0.0142	0.0076	0.0144	0.0073	0.0003
10	1135451	1111693	23758	8441	581	235	15317	0.0135	0.0074	0.0137	0.0072	0.0002
11	1135451	1115657	19794	8227	408	173	11567	0.0102	0.0072	0.0104	0.0071	0.0002
12	1135451	1117561	17890	7975	330	157	9915	0.0087	0.0070	0.0089	0.0069	0.0001
13	1135451	1117084	18367	7978	310	153	10389	0.0091	0.0070	0.0093	0.0069	0.0001
14	1135451	1116575	18876	7952	382	229	10924	0.0096	0.0070	0.0098	0.0068	0.0002
15	1135451	1109599	25852	8090	631	402	17762	0.0156	0.0071	0.0159	0.0068	0.0004
16	1135451	1107495	27956	8318	684	282	19638	0.0173	0.0073	0.0176	0.0070	0.0002
17	1135451	1113713	21738	7996	521	239	13742	0.0121	0.0070	0.0123	0.0068	0.0002
18	1135451	1112693	22758	8058	510	271	14700	0.0129	0.0071	0.0132	0.0069	0.0002
19	1135451	1111589	23862	8375	689	418	15487	0.0136	0.0074	0.0139	0.0071	0.0004
20	1135451	1100586	34865	8492	1059	641	26373	0.0232	0.0075	0.0237	0.0070	0.0006
21	1135451	1100553	34898	8460	1155	514	26438	0.0233	0.0075	0.0238	0.0069	0.0005
22	1135451	1104191	31260	8421	970	456	22839	0.0201	0.0074	0.0205	0.0070	0.0004
23	1135451	1102419	33032	8555	991	535	24477	0.0216	0.0075	0.0220	0.0071	0.0005
24	1135451	1102972	32479	8870	1337	802	23609	0.0208	0.0078	0.0214	0.0072	0.0007
25	1135451	1086964	48487	9826	2225	1423	38661	0.0340	0.0087	0.0350	0.0077	0.0013
26	1135451	1084710	50741	10257	2838	1415	40484	0.0357	0.0090	0.0369	0.0078	0.0012
27	1135451	1082451	53000	9836	2942	1527	43164	0.0380	0.0087	0.0393	0.0074	0.0013
28	1135451	1085685	49766	9672	2896	1369	40094	0.0353	0.0085	0.0366	0.0072	0.0012
29	1135451	1082841	52610	10420	3532	2163	42190	0.0372	0.0092	0.0387	0.0076	0.0019
30	1135451	1060346	75105	12309	5829	3666	62796	0.0553	0.0108	0.0579	0.0083	0.0032
31	1135451	1053335	82116	13489	7994	4328	68627	0.0604	0.0119	0.0640	0.0084	0.0038
32	1135451	1040153	95298	14051	9580	5252	81247	0.0716	0.0124	0.0758	0.0082	0.0046
33	1135451	1039125	96326	15658	11380	6128	80668	0.0710	0.0138	0.0761	0.0088	0.0054
34	1135451	1044968	90483	8339	6128	0	82144	0.0723	0.0073	0.0750	0.0046	0.0000
